rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.12300404601504,82.54484849875618,002269,美邦服饰,confirmed_rebound,2025-10-17,2.27,2025-10-13,2.23,1.793721973094172,8.520179372197308,30.529595015576323,True,-1.7316,3.4299,7,8,7,87.5,40.978680631241446,173.50993377483442,6.206278026905828,1.793721973094172,历史7/8次成功; 当前距低点1.79%; 最新日涨幅-1.73%; 状态confirmed_rebound; 底部已确认
18,78.3359335922619,75.30456511134655,000428,华天酒店,bottom_area,2025-10-17,3.14,2025-10-13,3.08,1.9480519480519498,5.194805194805199,28.70370370370371,False,-0.9464,2.0384,4,5,4,80.0,19.17270727368273,28.045977011494273,6.05194805194805,1.9480519480519498,历史4/5次成功; 当前距低点1.95%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
19,77.72514161725273,76.9300748153335,600232,金鹰股份,bottom_area,2025-10-17,6.27,2025-10-13,6.06,3.465346534653465,6.930693069306945,28.28402366863905,False,-0.7911,1.675,3,3,3,100.0,19.844435023351593,27.954545454545443,4.534653465346535,3.465346534653465,历史3/3次成功; 当前距低点3.47%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
20,77.08418828354951,77.453244495566,002022,科华生物,bottom_area,2025-10-17,6.38,2025-10-13,6.12,4.248366013071892,6.04575163398693,27.573964497041416,False,-0.6231,0.8935,4,4,4,100.0,15.588811856827467,25.04038772213247,3.751633986928108,4.248366013071892,历史4/4次成功; 当前距低点4.25%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
21,76.54888954407957,75.0124891636199,301151,冠龙节能,confirmed_rebound,2025-10-17,19.92,2025-10-13,19.35,2.9457364341085284,8.21705426356589,32.10526315789473,True,-2.1611,1.0992,1,1,1,100.0,37.520259319286865,37.520259319286865,5.054263565891472,2.9457364341085284,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-2.16%; 状态confirmed_rebound; 底部已确认
22,76.4073946361968,73.73685869825721,300049,福瑞医科,confirmed_rebound,2025-10-17,66.51,2025-10-13,65.11,2.1502073414222176,8.692981108892637,28.19805910895457,True,-2.478,2.476,1,1,1,100.0,20.910384068278802,20.910384068278802,5.849792658577782,2.1502073414222176,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-2.48%; 状态confirmed_rebound; 底部已确认
23,76.40443431229531,71.78368307656189,688603,天承科技,bottom_area,2025-10-17,65.21,2025-10-17,64.72,0.7571075401730453,6.242274412855387,27.976852882261294,False,-4.9417,3.0909,1,1,1,100.0,42.364990689013034,42.364990689013034,7.242892459826955,0.7571075401730453,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
24,76.34377844947376,73.16064848049773,301320,豪江智能,bottom_area,2025-10-17,17.1,2025-10-13,16.8,1.7857142857142898,7.8571428571428585,29.411764705882355,True,-3.0612,3.1111,1,1,1,100.0,13.34450027917365,13.34450027917365,6.21428571428571,1.7857142857142898,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
25,76.24164107090316,74.08049578046551,300056,中创环保,confirmed_rebound,2025-10-17,10.64,2025-10-15,10.38,2.5048169556840056,8.188824662813097,29.001367989056074,True,-0.5607,2.4183,1,1,1,100.0,27.10472279260781,27.10472279260781,5.495183044315994,2.5048169556840056,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.56%; 状态confirmed_rebound; 底部已确认
26,75.77010230729337,76.88848020112796,000718,苏宁环球,confirmed_rebound,2025-10-17,2.64,2025-09-29,2.52,4.761904761904765,10.714285714285715,32.800000000000004,True,-2.2222,4.5512,4,4,4,100.0,19.86894117349903,36.111111111111114,3.238095238095235,4.761904761904765,历史4/4次成功; 当前距低点4.76%; 最新日涨幅-2.22%; 状态confirmed_rebound; 底部已确认
27,75.4607596684006,70.16483960111633,688662,富信科技,bottom_area,2025-10-17,41.4,2025-10-17,41.31,0.21786492374726774,6.4875332849189045,28.529411764705877,False,-5.3714,2.3653,1,1,1,100.0,27.051460361613344,27.051460361613344,7.782135076252733,0.21786492374726774,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-5.37%; 状态bottom_area; 底部未确认
28,75.35725350347343,74.9884092848569,688335,复洁科技,confirmed_rebound,2025-10-17,25.21,2025-10-16,24.3,3.7448559670781894,13.456790123456788,31.45275035260931,True,-1.176,8.4483,3,3,3,100.0,13.853123063414838,21.15059221658205,4.255144032921811,3.7448559670781894,历史3/3次成功; 当前距低点3.74%; 最新日涨幅-1.18%; 状态confirmed_rebound; 底部已确认
29,75.1432666379638,74.14673452593524,000926,福星股份,confirmed_rebound,2025-10-17,2.5,2025-10-13,2.42,3.305785123966945,9.090909090909099,30.65902578796562,True,-1.1858,1.818,2,2,2,100.0,20.612497895590682,28.668941979522177,4.6942148760330555,3.305785123966945,历史2/2次成功; 当前距低点3.31%; 最新日涨幅-1.19%; 状态confirmed_rebound; 底部已确认
30,74.67359641730634,73.09565839481509,300732,设研院,bottom_area,2025-10-17,8.19,2025-10-13,7.96,2.8894472361808985,7.663316582914577,28.673835125448026,True,-1.444,2.498,3,4,3,75.0,20.47633383498678,33.58348968105066,5.1105527638191015,2.8894472361808985,历史3/4次成功; 当前距低点2.89%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
31,72.9068467414539,71.51893859966547,600749,西藏旅游,bottom_area,2025-10-17,17.85,2025-10-13,17.33,3.000577034045027,7.039815349105612,32.03921568627452,True,-1.2175,4.9584,1,1,1,100.0,9.19491525423728,9.19491525423728,4.999422965954974,3.000577034045027,历史1/1次成功; 当前距低点3.00%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
32,72.54883060142109,67.81281749930623,301137,哈焊华通,confirmed_rebound,2025-10-17,42.99,2025-10-17,42.78,0.4908835904628351,10.565684899485731,27.491525423728813,False,-6.9078,8.9908,1,1,1,100.0,27.967914438502678,27.967914438502678,7.509116409537166,0.4908835904628351,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-6.91%; 状态confirmed_rebound; 底部未确认
33,71.82202550446391,67.44658179800427,688081,兴图新科,confirmed_rebound,2025-10-17,27.5,2025-10-17,27.3,0.73260073260073,8.16849816849817,27.777777777777768,False,-6.2074,2.5067,2,2,2,100.0,12.29522294803194,15.643397813288473,7.26739926739927,0.73260073260073,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-6.21%; 状态confirmed_rebound; 底部未确认
34,70.23964372099456,70.5376902997258,601669,中国电建,confirmed_rebound,2025-10-17,5.68,2025-09-29,5.45,4.220183486238524,9.174311926605503,30.484693877551017,True,-1.8998,1.5456,2,2,2,100.0,12.417788431987212,16.457680250783696,3.7798165137614763,4.220183486238524,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-1.90%; 状态confirmed_rebound; 底部已确认
35,70.0733864514353,65.44738169040319,601869,长飞光纤,confirmed_rebound,2025-10-17,82.6,2025-10-17,82.23,0.4499574364587016,9.449106165632976,31.474999999999998,False,-3.5723,3.5503,1,1,1,100.0,14.748842180263628,14.748842180263628,7.550042563541298,0.4499574364587016,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.57%; 状态confirmed_rebound; 底部未确认
36,70.03735297585969,70.22854507890351,688186,广大特材,confirmed_rebound,2025-10-17,24.39,2025-10-15,23.42,4.141759180187869,11.315115286080268,27.581941867656155,True,-0.1229,7.4092,2,2,2,100.0,9.794387149095895,11.474739210472489,3.858240819812132,4.141759180187869,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-0.12%; 状态confirmed_rebound; 底部已确认
37,69.969893608903,64.78693852676204,002123,梦网科技,bottom_area,2025-10-17,12.2,2025-10-17,12.2,0.0,2.8688524590164053,29.68299711815563,False,-2.478,2.0883,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
38,69.68232839238193,68.37591642977907,003019,宸展光电,confirmed_rebound,2025-10-17,32.45,2025-10-13,31.5,3.015873015873025,10.190476190476193,28.392816549215734,True,-3.5088,1.906,1,1,1,100.0,12.914553257900907,12.914553257900907,4.984126984126975,3.015873015873025,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-3.51%; 状态confirmed_rebound; 底部已确认
39,69.44469356175121,64.45146691474723,002617,露笑科技,bottom_area,2025-10-17,8.23,2025-10-17,8.22,0.12165450121654241,5.596107055961059,29.743589743589734,False,-4.5244,4.9058,4,6,4,66.66666666666666,17.377271563732705,36.60589060308556,7.8783454987834585,0.12165450121654241,历史4/6次成功; 当前距低点0.12%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
40,67.47779819272002,68.15389196172634,301200,大族数控,bottom_area,2025-10-17,91.37,2025-10-15,87.42,4.5184168382521195,7.915808739418899,28.32663769779454,True,-0.4684,1.1298,1,1,1,100.0,9.709044908285884,9.709044908285884,3.481583161747881,4.5184168382521195,历史1/1次成功; 当前距低点4.52%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
41,66.78123958193905,61.834481094388,300459,汤姆猫,bottom_area,2025-10-17,4.41,2025-10-17,4.41,0.0,4.081632653061218,29.326923076923077,False,-3.2895,2.6069,4,6,4,66.66666666666666,14.074271116781395,19.047619047619044,8.0,0.0,历史4/6次成功; 当前距低点0.00%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
42,66.52197481021928,66.92888632376027,688519,南亚新材,confirmed_rebound,2025-10-17,66.45,2025-10-17,63.7,4.3171114599686025,19.466248037676596,28.103837471783287,False,-13.1259,4.675,1,1,1,100.0,30.27903469079939,30.27903469079939,3.6828885400313975,4.3171114599686025,历史1/1次成功; 当前距低点4.32%; 最新日涨幅-13.13%; 状态confirmed_rebound; 底部未确认
