rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.55832976361032,82.06914180679402,002316,亚联发展,bottom_area,2022-09-23,3.01,2022-09-21,2.98,1.0067114093959666,7.718120805369128,28.70813397129186,True,-5.0473,3.8643,3,3,3,100.0,18.35722483987543,24.890829694323134,8.993288590604035,1.0067114093959666,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-5.05%; 状态bottom_area; 底部已确认
2,87.68787553205308,81.92961486467718,002245,蔚蓝锂芯,bottom_area,2022-09-23,14.84,2022-09-23,14.63,1.435406698564587,5.673274094326726,27.788746298124384,False,-2.7523,2.1388,3,3,3,100.0,21.840549125830286,25.653923541247494,8.564593301435414,1.435406698564587,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
3,86.25249504724131,80.14927609703729,688010,福光股份,bottom_area,2022-09-23,20.25,2022-09-23,20.02,1.148851148851151,4.845154845154839,28.44889206576126,False,-2.2683,0.2111,1,1,1,100.0,42.08955223880597,42.08955223880597,8.85114885114885,1.148851148851151,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
4,84.44904111754387,78.38527459246632,300538,同益股份,bottom_area,2022-09-23,11.13,2022-09-23,11.01,1.0899182561307992,5.358764759309717,28.039215686274517,False,-3.2174,0.757,2,2,2,100.0,25.431657077658826,30.150753768844226,8.9100817438692,1.0899182561307992,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
5,84.4484828565152,78.77240366826936,688199,久日新材,bottom_area,2022-09-23,34.57,2022-09-23,34.11,1.3485781295807706,3.840515977719151,28.098650927487352,False,-2.5099,0.6885,1,1,1,100.0,37.135278514588855,37.135278514588855,8.65142187041923,1.3485781295807706,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
6,84.31809008938949,78.21001924055271,688356,键凯科技,bottom_area,2022-09-23,163.96,2022-09-23,162.25,1.0539291217257367,4.739599383667179,28.76898761963298,False,-2.9822,1.2363,2,2,2,100.0,13.833213107996695,15.625,8.946070878274263,1.0539291217257367,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
7,84.15546517839722,77.51918540027016,300437,清水源,bottom_area,2022-09-23,17.51,2022-09-23,17.39,0.6900517538815468,5.1178838412881,29.3950466910272,False,-3.473,2.3585,6,6,6,100.0,22.379050532903687,30.330330330330323,9.309948246118454,0.6900517538815468,历史6/6次成功; 当前距低点0.69%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
8,84.07545058634666,78.22017592313497,002138,顺络电子,bottom_area,2022-09-23,20.88,2022-09-23,20.63,1.211827435773146,4.701890450799818,27.435807245867043,False,-2.9289,1.3882,1,1,1,100.0,32.49001331557922,32.49001331557922,8.788172564226853,1.211827435773146,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
9,83.85141825214683,78.08563838498802,688280,精进电动,bottom_area,2022-09-23,8.83,2022-09-23,8.72,1.26146788990825,5.045871559633022,30.683624801271854,False,-2.5386,1.6172,1,1,1,100.0,32.37518910741301,32.37518910741301,8.738532110091752,1.26146788990825,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
10,83.60468802808236,77.97428668205785,603229,奥翔药业,bottom_area,2022-09-23,24.18,2022-09-23,23.86,1.341156747694888,5.155071248952224,31.73104434907011,False,-3.0862,1.3871,2,2,2,100.0,26.30174229463547,41.48479427549196,8.658843252305113,1.341156747694888,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
11,83.49295969444454,78.69408280136463,300508,维宏股份,bottom_area,2022-09-23,20.99,2022-09-19,20.6,1.893203883495131,7.66990291262135,30.849278281302446,True,-3.6272,1.422,2,2,2,100.0,27.74509492329859,42.06627680311891,8.106796116504869,1.893203883495131,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
12,83.42430537899632,78.80168674698797,002110,三钢闽光,bottom_area,2022-09-23,5.08,2022-09-21,4.98,2.0080321285140488,2.610441767068271,32.97442799461641,False,0.3953,0.2337,1,1,1,100.0,22.90322580645161,22.90322580645161,7.991967871485952,2.0080321285140488,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
