rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.60387305025965,84.55015128417097,688075,安旭生物,bottom_area,2023-02-17,88.06,2022-12-30,83.88,4.983309489747267,10.705770147830238,29.441453566621806,True,0.5022,2.7849,4,4,4,100.0,31.086542584917854,40.134529147982065,10.016690510252731,4.983309489747267,历史4/4次成功; 当前距低点4.98%; 最新日涨幅0.50%; 状态bottom_area; 底部已确认
2,84.96645417453756,75.77639688104448,002855,捷荣技术,bottom_area,2023-02-17,10.48,2023-02-17,10.34,1.3539651837524234,3.094777562862672,30.087897227856658,False,-1.1321,4.4378,1,1,1,100.0,21.093749999999993,21.093749999999993,13.646034816247576,1.3539651837524234,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
3,63.18085618315706,58.66692077408319,000419,通程控股,bottom_area,2023-02-17,6.18,2023-02-16,5.97,3.5175879396984917,4.690117252931328,30.093676814988285,False,3.3445,4.6953,1,2,1,50.0,24.82269503546099,24.82269503546099,11.482412060301508,3.5175879396984917,历史1/2次成功; 当前距低点3.52%; 最新日涨幅3.34%; 状态bottom_area; 底部未确认
4,60.30401795692759,56.16160192818222,000679,大连友谊,bottom_area,2023-02-17,5.64,2023-01-18,5.44,3.676470588235281,9.007352941176459,28.515111695137975,True,0.3559,1.4262,1,4,1,25.0,24.94061757719715,24.94061757719715,11.323529411764719,3.676470588235281,历史1/4次成功; 当前距低点3.68%; 最新日涨幅0.36%; 状态bottom_area; 底部已确认
5,56.24678455284554,53.568366240805275,000715,中兴商业,bottom_area,2023-02-17,6.45,2023-01-19,6.15,4.878048780487801,8.130081300813007,31.05381165919282,True,1.4151,4.2006,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,10.121951219512198,4.878048780487801,历史1/3次成功; 当前距低点4.88%; 最新日涨幅1.42%; 状态bottom_area; 底部已确认
6,53.474770710076236,50.008631670862414,688355,明志科技,bottom_area,2023-02-17,29.31,2023-02-17,28.21,3.8993264799716334,8.117688762850051,27.443415637860085,False,-3.2673,8.0442,1,3,1,33.33333333333333,35.08474576271185,35.08474576271185,11.100673520028366,3.8993264799716334,历史1/3次成功; 当前距低点3.90%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
