rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.67779454274223,87.42844232699976,002157,正邦科技,bottom_area,2023-04-28,2.65,2023-04-28,2.61,1.5325670498084305,1.9157088122605466,27.500000000000007,False,0.3788,1.5158,4,4,4,100.0,13.455350540661076,16.780045351473927,6.4674329501915695,1.5325670498084305,历史4/4次成功; 当前距低点1.53%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
28,74.2615218430159,73.9741139460491,300671,富满微,bottom_area,2023-04-28,44.27,2023-04-27,42.65,3.798358733880433,4.337631887456041,31.78182981445938,False,2.3821,2.1063,1,1,1,100.0,18.894472361809044,18.894472361809044,4.201641266119567,3.798358733880433,历史1/1次成功; 当前距低点3.80%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
29,74.23494367353355,73.2226393607515,688313,仕佳光子,bottom_area,2023-04-28,13.83,2023-04-27,13.39,3.286034353995515,6.348020911127704,27.464788732394368,False,1.3187,6.3646,1,1,1,100.0,8.574181117533707,8.574181117533707,4.713965646004485,3.286034353995515,历史1/1次成功; 当前距低点3.29%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
30,74.15587908177939,73.35651243465094,001227,兰州银行,bottom_area,2023-04-28,3.01,2023-04-26,2.91,3.4364261168384758,3.4364261168384758,30.714285714285715,False,1.6892,1.2126,1,1,1,100.0,11.137440758293856,11.137440758293856,4.563573883161524,3.4364261168384758,历史1/1次成功; 当前距低点3.44%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
31,73.9633764143577,69.48832808564232,002741,光华科技,bottom_area,2023-04-28,16.0,2023-04-25,15.88,0.7556675062972242,5.919395465994959,30.28972783143108,False,-0.6828,1.207,1,1,1,100.0,19.791666666666664,19.791666666666664,7.244332493702776,0.7556675062972242,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
32,73.6489958682901,73.07453707968679,000158,常山北明,bottom_area,2023-04-28,6.92,2023-04-27,6.68,3.5928143712574885,4.041916167664677,30.705394190871377,False,2.3669,3.9351,1,1,1,100.0,11.538461538461533,11.538461538461533,4.4071856287425115,3.5928143712574885,历史1/1次成功; 当前距低点3.59%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
33,73.21008509604485,74.30392729714785,002806,华锋股份,bottom_area,2023-04-28,10.76,2023-04-25,10.27,4.77117818889971,5.160662122687451,31.896551724137932,False,2.0873,1.8371,2,2,2,100.0,15.925879396984929,20.35175879396985,3.22882181110029,4.77117818889971,历史2/2次成功; 当前距低点4.77%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
34,72.54027286406853,73.62791788607872,688225,亚信安全,bottom_area,2023-04-28,20.85,2023-04-28,19.9,4.773869346733683,6.281407035175881,30.902777777777786,False,1.6577,2.8502,2,2,2,100.0,12.324408584040366,12.640845070422536,3.2261306532663174,4.773869346733683,历史2/2次成功; 当前距低点4.77%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
35,72.47256343062458,72.14969531420378,002748,世龙实业,bottom_area,2023-04-28,10.19,2023-04-26,9.82,3.767820773930745,3.767820773930745,29.857142857142854,False,1.9,0.7187,1,1,1,100.0,8.711433756805816,8.711433756805816,4.232179226069254,3.767820773930745,历史1/1次成功; 当前距低点3.77%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
36,72.21642823953762,67.63128968543316,603186,华正新材,bottom_area,2023-04-28,27.27,2023-04-28,27.11,0.590188122464036,6.824050165990416,32.746216819647735,False,-4.0802,5.5056,1,1,1,100.0,17.994186046511643,17.994186046511643,7.409811877535964,0.590188122464036,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
37,72.15529296190344,72.3933833202873,688289,圣湘生物,confirmed_rebound,2023-04-28,18.73,2023-04-26,17.98,4.171301446051167,12.45828698553948,27.058823529411757,False,0.8073,1.7479,1,1,1,100.0,25.182530200451346,25.182530200451346,3.828698553948833,4.171301446051167,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.81%; 状态confirmed_rebound; 底部未确认
38,72.07027448445909,73.14846278523876,688229,博睿数据,bottom_area,2023-04-28,58.4,2023-04-27,55.74,4.772156440617144,6.458557588805169,28.538461538461533,False,4.0442,3.2272,2,2,2,100.0,9.725696074440098,11.21206614573869,3.2278435593828556,4.772156440617144,历史2/2次成功; 当前距低点4.77%; 最新日涨幅4.04%; 状态bottom_area; 底部未确认
39,71.7955026195974,72.41651946789773,002383,合众思壮,bottom_area,2023-04-28,6.81,2023-04-28,6.52,4.447852760736197,4.601226993865041,28.50877192982456,False,2.5602,1.8263,1,1,1,100.0,18.48184818481848,18.48184818481848,3.552147239263803,4.447852760736197,历史1/1次成功; 当前距低点4.45%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
40,71.30927901715921,72.1566740697329,603260,合盛硅业,confirmed_rebound,2023-04-28,73.23,2023-04-25,70.0,4.61428571428572,9.41428571428572,29.64824120603015,True,-0.1772,0.1892,2,2,2,100.0,25.95293278658251,34.21399022188793,3.38571428571428,4.61428571428572,历史2/2次成功; 当前距低点4.61%; 最新日涨幅-0.18%; 状态confirmed_rebound; 底部已确认
41,71.09907140728991,69.98667992883925,300552,万集科技,confirmed_rebound,2023-04-28,18.17,2023-04-28,17.61,3.180011357183431,10.732538330494041,28.99193548387097,False,-15.1727,10.7905,2,2,2,100.0,16.113472167835834,23.929299796057098,4.819988642816568,3.180011357183431,历史2/2次成功; 当前距低点3.18%; 最新日涨幅-15.17%; 状态confirmed_rebound; 底部未确认
42,70.96372588608918,70.20752300572664,688020,方邦股份,confirmed_rebound,2023-04-28,53.18,2023-04-26,51.41,3.4429099397004537,8.519743240614671,28.676470588235297,False,0.3965,1.3353,3,4,3,75.0,8.668589614213264,9.28211586901762,4.557090060299546,3.4429099397004537,历史3/4次成功; 当前距低点3.44%; 最新日涨幅0.40%; 状态confirmed_rebound; 底部未确认
43,70.19704074660451,69.40385384551291,300712,永福股份,confirmed_rebound,2023-04-28,36.4,2023-04-25,35.2,3.409090909090897,10.198863636363626,32.56704980842912,True,-2.2031,1.7934,1,1,1,100.0,13.046135044301874,13.046135044301874,4.590909090909103,3.409090909090897,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
44,69.33670246968778,70.27605320580527,601061,中信金属,bottom_area,2023-04-28,8.02,2023-04-25,7.66,4.699738903394248,5.091383812010451,28.544776119402986,False,1.519,5.4007,1,1,1,100.0,10.061601642710476,10.061601642710476,3.300261096605752,4.699738903394248,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
45,65.0986212013107,65.82267057766502,603117,万林物流,confirmed_rebound,2023-04-28,3.2,2023-04-26,3.06,4.575163398692815,10.784313725490199,29.97711670480549,True,-0.9288,0.7577,1,1,1,100.0,8.086253369272232,8.086253369272232,3.424836601307186,4.575163398692815,历史1/1次成功; 当前距低点4.58%; 最新日涨幅-0.93%; 状态confirmed_rebound; 底部已确认
46,55.08376535325794,53.8667236129517,300458,全志科技,bottom_area,2023-04-28,26.45,2023-04-27,25.72,2.838258164852257,5.36547433903578,32.22661396574441,False,1.341,4.8882,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,5.161741835147743,2.838258164852257,历史1/3次成功; 当前距低点2.84%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
47,54.996525054328515,54.926111764102444,603068,博通集成,bottom_area,2023-04-28,29.33,2023-04-27,28.22,3.93338058114812,4.00425230333098,29.290904535204206,False,2.0884,1.7284,1,2,1,50.0,9.807631661936297,9.807631661936297,4.0666194188518805,3.93338058114812,历史1/2次成功; 当前距低点3.93%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
48,53.2826242021422,54.04562120742348,002769,普路通,bottom_area,2023-04-28,8.84,2023-04-25,8.44,4.739336492891,5.213270142180111,28.231292517006807,False,3.6342,1.2519,1,2,1,50.0,14.953271028037399,14.953271028037399,3.260663507109,4.739336492891,历史1/2次成功; 当前距低点4.74%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
