rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.66839949924446,84.62934087433082,002658,雪迪龙,bottom_area,2025-08-07,8.02,2025-08-01,7.85,2.1656050955414003,2.292993630573245,31.50087260034905,False,0.3755,2.8845,3,3,3,100.0,22.83290587185592,34.81481481481481,5.834394904458599,2.1656050955414003,历史3/3次成功; 当前距低点2.17%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,87.48003114519335,81.13137067915928,001226,拓山重工,bottom_area,2025-08-07,35.69,2025-08-07,35.66,0.08412787436904413,1.8508132361189114,31.449442522106892,False,-1.6804,4.4869,4,4,4,100.0,24.15689372430483,41.451766953199616,7.915872125630956,0.08412787436904413,历史4/4次成功; 当前距低点0.08%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
3,86.8156755423344,83.35527489569724,002636,金安国纪,bottom_area,2025-08-07,11.89,2025-07-25,11.67,1.8851756640959778,7.112253641816624,29.698795180722897,True,-0.7513,2.6972,2,2,2,100.0,42.49180327868853,69.0,6.1148243359040215,1.8851756640959778,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
4,85.62506376446099,80.60362916459034,000607,华媒控股,bottom_area,2025-08-07,4.7,2025-07-31,4.66,0.858369098712447,3.433476394849788,29.924812030075188,False,-1.0526,2.6076,4,4,4,100.0,30.810272632552305,59.82721382289418,7.141630901287553,0.858369098712447,历史4/4次成功; 当前距低点0.86%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
5,83.15123131286906,78.20247515462106,300651,金陵体育,bottom_area,2025-08-07,21.15,2025-08-04,20.98,0.8102955195424125,4.814108674928494,29.949916527545906,False,-1.0758,8.7698,5,5,5,100.0,17.311553436439517,25.720461095100855,7.189704480457587,0.8102955195424125,历史5/5次成功; 当前距低点0.81%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
6,81.01464071801448,79.24488871010993,603022,新通联,bottom_area,2025-08-07,10.46,2025-07-24,10.17,2.851524090462153,3.3431661750245802,32.33532934131736,False,0.0,2.4816,2,2,2,100.0,18.958944281524914,26.099706744868023,5.148475909537847,2.851524090462153,历史2/2次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,78.99683145444307,75.94915912655327,600620,天宸股份,bottom_area,2025-08-07,6.26,2025-08-04,6.14,1.9543973941368098,3.094462540716619,27.078384798099762,False,-0.4769,1.0199,1,1,1,100.0,29.38271604938273,29.38271604938273,6.04560260586319,1.9543973941368098,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
8,78.8070756371741,73.15662502439974,603839,安正时尚,bottom_area,2025-08-07,7.53,2025-08-07,7.52,0.13297872340426428,1.5957446808510654,27.552986512524097,False,-1.8253,4.5527,1,1,1,100.0,31.88073394495412,31.88073394495412,7.867021276595736,0.13297872340426428,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
9,78.08843208291944,72.42052829886163,001331,胜通能源,bottom_area,2025-08-07,11.98,2025-08-07,11.97,0.08354218880534492,2.923976608187131,29.2971057294743,False,-4.3895,36.3481,2,2,2,100.0,20.865615534074305,23.35390946502057,7.916457811194655,0.08354218880534492,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
10,77.51653399021373,73.93341929881689,603262,技源集团,bottom_area,2025-08-07,30.34,2025-08-04,29.88,1.539491298527446,3.078982597054892,28.823249166269648,False,-0.3612,10.3782,1,1,1,100.0,13.459459459459449,13.459459459459449,6.460508701472555,1.539491298527446,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
11,76.71983898123423,71.95507153709318,605033,美邦股份,bottom_area,2025-08-07,21.13,2025-08-04,20.99,0.6669842782277302,1.9533111005240598,32.50803858520901,False,-0.8912,2.6066,1,1,1,100.0,31.96664350243223,31.96664350243223,7.333015721772269,0.6669842782277302,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
