rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.70641561896589,75.11989830508475,688621,阳光诺和,bottom_area,2025-10-14,59.25,2025-10-14,59.0,0.423728813559322,5.898305084745757,31.355439208842352,False,-1.7576,3.6502,1,1,1,100.0,46.0,46.0,14.576271186440678,0.423728813559322,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
2,84.62926597838505,78.63471591359084,301191,菲菱科思,bottom_area,2025-10-14,99.97,2025-10-13,96.54,3.552931427387603,8.245286927698356,27.890648341798617,True,0.3513,10.1882,1,1,1,100.0,31.749460043196553,31.749460043196553,11.447068572612395,3.552931427387603,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
3,84.4390526762179,76.89883777737589,300382,斯莱克,bottom_area,2025-10-14,14.9,2025-10-13,14.54,2.4759284731774502,9.35350756533701,27.154308617234474,True,-4.4872,2.8936,4,5,4,80.0,35.236315571077874,49.73451327433629,12.52407152682255,2.4759284731774502,历史4/5次成功; 当前距低点2.48%; 最新日涨幅-4.49%; 状态bottom_area; 底部已确认
4,83.96460951633794,75.13756519495512,300049,福瑞医科,bottom_area,2025-10-14,66.11,2025-10-13,65.11,1.5358623867301489,8.692981108892637,28.19805910895457,True,-3.4891,4.0003,1,1,1,100.0,20.910384068278802,20.910384068278802,13.46413761326985,1.5358623867301489,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
5,82.83981102382911,74.19962881318408,603219,富佳股份,bottom_area,2025-10-14,17.3,2025-10-13,17.03,1.5854374633000563,7.398708162066929,28.355069415229273,True,-3.4598,1.2239,1,1,1,100.0,16.475409836065587,16.475409836065587,13.414562536699941,1.5854374633000563,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-3.46%; 状态bottom_area; 底部已确认
6,82.25915878580682,75.44789086086739,600706,曲江文旅,bottom_area,2025-10-14,10.08,2025-10-13,9.8,2.8571428571428505,4.183673469387756,31.420573827851634,False,-0.198,5.4184,2,2,2,100.0,21.086970834156286,24.578313253012034,12.14285714285715,2.8571428571428505,历史2/2次成功; 当前距低点2.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
7,81.2121384433548,74.97903666084784,300486,东杰智能,bottom_area,2025-10-14,18.97,2025-10-13,18.38,3.210010881392818,12.078346028291636,32.40161824200074,True,-5.5749,5.0721,5,6,5,83.33333333333334,26.69101148973191,45.88591620393741,11.789989118607181,3.210010881392818,历史5/6次成功; 当前距低点3.21%; 最新日涨幅-5.57%; 状态bottom_area; 底部已确认
8,80.8749596501835,70.4524582665144,300056,中创环保,bottom_area,2025-10-14,10.42,2025-10-14,10.41,0.09606147934677989,8.357348703170022,28.796169630642947,False,-6.6308,5.6183,1,1,1,100.0,27.10472279260781,27.10472279260781,14.90393852065322,0.09606147934677989,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-6.63%; 状态bottom_area; 底部未确认
9,80.32693200027713,75.85993788819879,301009,可靠股份,bottom_area,2025-10-14,13.45,2025-09-23,12.88,4.425465838509305,7.763975155279502,30.566037735849054,True,-0.8843,2.5863,1,1,1,100.0,53.96648044692738,53.96648044692738,10.574534161490694,4.425465838509305,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
10,79.93227198798112,70.03386355121476,603083,剑桥科技,bottom_area,2025-10-14,101.76,2025-10-14,101.35,0.4045387271830398,12.461766156882103,28.877192982456144,False,-5.603,11.648,1,1,1,100.0,28.63554757630162,28.63554757630162,14.595461272816959,0.4045387271830398,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
11,79.73670822094672,71.10585792554063,688210,统联精密,confirmed_rebound,2025-10-14,48.83,2025-10-14,48.18,1.3491075134910722,17.185554171855543,27.0,False,-10.8942,6.5924,1,1,1,100.0,16.353887399463808,16.353887399463808,13.650892486508928,1.3491075134910722,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-10.89%; 状态confirmed_rebound; 底部未确认
12,79.64788006294735,70.59212288479667,601208,东材科技,bottom_area,2025-10-14,17.82,2025-10-14,17.64,1.0204081632653046,10.034013605442174,28.088055442315536,False,-6.1611,5.4025,2,3,2,66.66666666666666,38.236488335348795,48.70466321243524,13.979591836734695,1.0204081632653046,历史2/3次成功; 当前距低点1.02%; 最新日涨幅-6.16%; 状态bottom_area; 底部未确认
13,77.42742501643954,68.26297578133884,688039,当虹科技,bottom_area,2025-10-14,51.88,2025-10-14,51.5,0.7378640776699079,11.456310679611647,27.434127095956036,False,-5.3285,7.0988,5,7,5,71.42857142857143,35.1053311436126,79.31638913234006,14.26213592233009,0.7378640776699079,历史5/7次成功; 当前距低点0.74%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
14,77.39392576873797,71.95812780269057,002269,美邦服饰,bottom_area,2025-10-14,2.31,2025-10-13,2.23,3.587443946188344,8.520179372197308,30.529595015576323,True,-1.7021,4.2888,5,8,5,62.5,53.05273729474794,173.50993377483442,11.412556053811656,3.587443946188344,历史5/8次成功; 当前距低点3.59%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
15,76.76838774558207,69.0304536118681,688183,生益电子,bottom_area,2025-10-14,70.9,2025-10-13,69.65,1.7946877243359656,9.260588657573566,27.440358370663603,True,-3.2742,1.4746,2,3,2,66.66666666666666,30.138037401545326,34.030631303698186,13.205312275664033,1.7946877243359656,历史2/3次成功; 当前距低点1.79%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
16,76.32749630552811,69.2655099553335,002123,梦网科技,bottom_area,2025-10-14,12.53,2025-10-13,12.25,2.2857142857142807,5.1428571428571495,29.39481268011528,False,-1.6484,2.5035,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,12.714285714285719,2.2857142857142807,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
17,74.78302259945943,70.9973140855788,301076,新瀚新材,bottom_area,2025-10-14,49.37,2025-10-13,47.15,4.708377518557792,10.07423117709438,29.076413959085446,True,-3.5554,6.9248,2,2,2,100.0,20.873197999411598,24.776699029126224,10.291622481442209,4.708377518557792,历史2/2次成功; 当前距低点4.71%; 最新日涨幅-3.56%; 状态bottom_area; 底部已确认
18,69.16171573706713,60.34511599962033,300757,罗博特科,bottom_area,2025-10-14,220.68,2025-10-14,220.28,0.18158707100054736,11.222080987833666,27.218661203991285,False,-5.2387,3.9351,4,8,4,50.0,32.14588452420206,74.11052233156698,14.818412928999452,0.18158707100054736,历史4/8次成功; 当前距低点0.18%; 最新日涨幅-5.24%; 状态bottom_area; 底部未确认
19,67.81329674399,62.20354887196694,300706,阿石创,bottom_area,2025-10-14,38.1,2025-10-13,37.04,2.861771058315341,10.394168466522682,28.147429679922404,True,-5.8329,8.2714,2,4,2,50.0,25.959069273795254,28.81508078994613,12.138228941684659,2.861771058315341,历史2/4次成功; 当前距低点2.86%; 最新日涨幅-5.83%; 状态bottom_area; 底部已确认
20,67.7836260121398,63.41627852856857,002022,科华生物,bottom_area,2025-10-14,6.36,2025-10-13,6.12,3.921568627450984,5.228758169934645,27.573964497041416,False,0.1575,1.2166,2,4,2,50.0,21.975564511595735,25.04038772213247,11.078431372549016,3.921568627450984,历史2/4次成功; 当前距低点3.92%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
21,67.5897536945813,62.82380952380954,000718,苏宁环球,bottom_area,2025-10-14,2.61,2025-09-29,2.52,3.571428571428566,7.936507936507943,32.800000000000004,True,-0.3817,4.2565,2,4,2,50.0,27.77777777777778,36.111111111111114,11.428571428571434,3.571428571428566,历史2/4次成功; 当前距低点3.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
22,67.1310000195611,61.18353933581282,300683,海特生物,bottom_area,2025-10-14,32.58,2025-10-13,31.78,2.5173064820641824,7.8980490874763944,27.210261108566186,True,-3.6095,4.6926,2,4,2,50.0,16.252678037199775,16.532137518684582,12.482693517935816,2.5173064820641824,历史2/4次成功; 当前距低点2.52%; 最新日涨幅-3.61%; 状态bottom_area; 底部已确认
23,66.89316072799399,61.801351282690554,000428,华天酒店,bottom_area,2025-10-14,3.18,2025-10-13,3.08,3.2467532467532494,4.220779220779217,28.70370370370371,False,0.3155,2.3339,2,5,2,40.0,26.687896157462177,28.045977011494273,11.753246753246751,3.2467532467532494,历史2/5次成功; 当前距低点3.25%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
24,66.68096948808724,59.110107139678526,301529,福赛科技,bottom_area,2025-10-14,67.68,2025-10-14,66.99,1.0300044782803581,7.090610538886402,30.50829875518673,False,-4.4068,4.9595,1,2,1,50.0,29.400630914826507,29.400630914826507,13.96999552171964,1.0300044782803581,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
25,65.89611456957809,61.08548387096775,002491,通鼎互联,bottom_area,2025-10-14,5.13,2025-10-13,4.96,3.427419354838708,7.459677419354841,28.01161103047895,True,-2.2857,2.6601,1,2,1,50.0,52.39520958083833,52.39520958083833,11.572580645161292,3.427419354838708,历史1/2次成功; 当前距低点3.43%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
26,64.28018147084272,60.37727324129833,605398,新炬网络,bottom_area,2025-10-14,29.47,2025-10-13,28.3,4.134275618374552,7.102473498233208,28.172588832487307,True,-1.8321,1.8242,2,4,2,50.0,21.523772318238297,22.15700660308142,10.865724381625446,4.134275618374552,历史2/4次成功; 当前距低点4.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
27,63.66886797196369,56.636040913477004,605298,必得科技,bottom_area,2025-10-14,39.13,2025-10-13,38.66,1.2157268494568183,7.682359027418537,28.007448789571704,True,-4.77,2.2468,1,3,1,33.33333333333333,28.626692456479695,28.626692456479695,13.78427315054318,1.2157268494568183,历史1/3次成功; 当前距低点1.22%; 最新日涨幅-4.77%; 状态bottom_area; 底部已确认
28,63.37576369852651,55.97603340292275,000700,模塑科技,bottom_area,2025-10-14,9.66,2025-10-14,9.58,0.835073068893529,6.2630480167014575,27.092846270928465,False,-3.9761,3.9348,1,2,1,50.0,52.926829268292686,52.926829268292686,14.16492693110647,0.835073068893529,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
29,63.29549453473879,56.2560890677912,300548,长芯博创,bottom_area,2025-10-14,95.1,2025-10-13,94.0,1.1702127659574406,8.45744680851064,29.152848959903533,True,-5.175,5.3609,1,3,1,33.33333333333333,26.026026026026024,26.026026026026024,13.82978723404256,1.1702127659574406,历史1/3次成功; 当前距低点1.17%; 最新日涨幅-5.17%; 状态bottom_area; 底部已确认
30,62.91788414696739,58.61590361445782,601900,南方传媒,bottom_area,2025-10-14,12.91,2025-09-23,12.45,3.6947791164658703,9.156626506024102,30.756395995550616,True,-0.1547,0.7595,1,2,1,50.0,39.999999999999986,39.999999999999986,11.305220883534128,3.6947791164658703,历史1/2次成功; 当前距低点3.69%; 最新日涨幅-0.15%; 状态bottom_area; 底部已确认
31,62.02788954439716,57.72036208470184,000096,广聚能源,bottom_area,2025-10-14,11.41,2025-09-23,11.01,3.6330608537693037,6.176203451407809,28.039215686274517,False,0.5286,1.4551,1,2,1,50.0,21.149144254278735,21.149144254278735,11.366939146230695,3.6330608537693037,历史1/2次成功; 当前距低点3.63%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
32,61.21499602201868,55.48551363572136,300459,汤姆猫,bottom_area,2025-10-14,4.6,2025-10-13,4.5,2.2222222222222143,5.555555555555555,27.884615384615387,False,-2.1277,2.9931,2,6,2,33.33333333333333,17.090575102444532,19.047619047619044,12.777777777777786,2.2222222222222143,历史2/6次成功; 当前距低点2.22%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
33,61.0090460862067,56.189387394999756,002453,华软科技,bottom_area,2025-10-14,7.03,2025-10-13,6.82,3.079178885630498,6.744868035190615,30.122950819672127,False,-0.9859,12.7349,1,2,1,50.0,28.60169491525425,28.60169491525425,11.9208211143695,3.079178885630498,历史1/2次成功; 当前距低点3.08%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
34,57.97295033624859,51.14681739879414,301377,鼎泰高科,bottom_area,2025-10-14,65.0,2025-10-13,64.5,0.7751937984496124,6.930232558139533,30.64516129032258,False,-3.4175,7.0956,1,3,1,33.33333333333333,42.746913580246904,42.746913580246904,14.224806201550386,0.7751937984496124,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
35,56.82112830368094,50.198324188107144,603057,紫燕食品,bottom_area,2025-10-14,19.04,2025-09-23,18.88,0.8474576271186449,8.050847457627116,28.267477203647424,True,-0.4705,0.6709,1,3,1,33.33333333333333,19.124700239808163,19.124700239808163,14.152542372881355,0.8474576271186449,历史1/3次成功; 当前距低点0.85%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
36,52.4409527498427,48.040690308766145,688335,复洁科技,confirmed_rebound,2025-10-14,25.4,2025-10-14,24.71,2.7923917442330946,22.05584783488466,30.296191819464035,False,-9.6085,12.2232,1,3,1,33.33333333333333,21.15059221658205,21.15059221658205,12.207608255766905,2.7923917442330946,历史1/3次成功; 当前距低点2.79%; 最新日涨幅-9.61%; 状态confirmed_rebound; 底部未确认
