rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.04094010331009,84.14067524115755,002300,太阳电缆,bottom_area,2025-12-29,9.58,2025-12-24,9.33,2.679528403001072,9.431939978563781,27.897990726429672,True,-3.1345,9.1957,3,3,3,100.0,50.34643279142729,75.7716049382716,12.320471596998928,2.679528403001072,历史3/3次成功; 当前距低点2.68%; 最新日涨幅-3.13%; 状态bottom_area; 底部已确认
2,91.73746536681581,82.65748993215813,603327,福蓉科技,bottom_area,2025-12-29,10.71,2025-12-19,10.51,1.9029495718363563,7.4215033301617455,29.651941097724226,False,-1.7431,2.806,6,7,6,85.71428571428571,45.770740930580004,129.39632545931758,13.097050428163643,1.9029495718363563,历史6/7次成功; 当前距低点1.90%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
3,87.32086894291963,76.1612200587111,600048,保利发展,bottom_area,2025-12-29,6.19,2025-12-29,6.18,0.16181229773463876,1.7799352750809114,27.719298245614045,False,-1.1182,1.0059,2,2,2,100.0,31.721247836269217,31.987577639751546,14.83818770226536,0.16181229773463876,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
4,86.82987280356544,77.84052199799667,603322,超讯通信,bottom_area,2025-12-29,38.62,2025-12-26,38.0,1.6315789473684146,3.157894736842113,31.29632977761707,False,1.3382,5.3515,5,7,5,71.42857142857143,25.025847915496684,39.45833333333333,13.368421052631586,1.6315789473684146,历史5/7次成功; 当前距低点1.63%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
5,86.6877386532879,75.38064230720687,000430,张家界,bottom_area,2025-12-29,7.21,2025-12-29,7.21,0.0,0.0,28.543111992071356,False,4.9491,0.0399,3,4,3,75.0,36.15936724304767,53.99999999999999,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅4.95%; 状态bottom_area; 底部未确认
6,86.29043632249567,77.38459395034678,002910,庄园牧场,bottom_area,2025-12-29,11.7,2025-12-29,11.51,1.6507384882710645,4.51781059947871,28.10743285446597,False,-1.2658,13.1502,1,1,1,100.0,33.37783711615487,33.37783711615487,13.349261511728935,1.6507384882710645,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
7,85.00649735327993,73.9186933506782,300705,九典制药,bottom_area,2025-12-29,15.08,2025-12-29,15.08,0.0,1.1936339522546402,27.008712487899324,False,-1.3089,1.8037,2,2,2,100.0,29.939211562786006,41.42097631706138,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
8,80.0222980845992,75.42935541160843,301567,贝隆精密,bottom_area,2025-12-29,45.36,2025-12-17,43.48,4.3238270469181295,6.830726770929177,31.527559055118115,False,0.8,8.2652,2,2,2,100.0,16.4929090246331,16.59192825112107,10.676172953081869,4.3238270469181295,历史2/2次成功; 当前距低点4.32%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
9,78.04187886120533,73.84183077929993,603679,华体科技,bottom_area,2025-12-29,15.7,2025-12-24,15.02,4.527296937416776,6.8575233022636555,29.284369114877585,False,0.9646,10.5289,1,1,1,100.0,27.118644067796616,27.118644067796616,10.472703062583223,4.527296937416776,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
10,74.34148540897073,68.78177863709803,300768,迪普科技,bottom_area,2025-12-29,18.65,2025-12-17,18.05,3.324099722991678,5.7063711911357204,29.43706020328381,False,-1.0085,1.4321,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,11.675900277008322,3.324099722991678,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
11,73.0546688207639,67.46751521686708,000692,惠天热电,bottom_area,2025-12-29,3.52,2025-12-17,3.41,3.2258064516128995,6.744868035190615,28.511530398322844,False,-0.2833,2.9992,3,5,3,60.0,36.0341608954005,59.042553191489375,11.7741935483871,3.2258064516128995,历史3/5次成功; 当前距低点3.23%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
12,71.11396470136178,63.66470566281042,600250,南京商旅,bottom_area,2025-12-29,11.73,2025-12-24,11.55,1.5584415584415559,5.367965367965361,28.171641791044767,False,-1.0127,6.2763,3,7,3,42.857142857142854,32.29313894961615,53.93258426966293,13.441558441558444,1.5584415584415559,历史3/7次成功; 当前距低点1.56%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
13,67.77119682796712,59.653325223876486,600383,金地集团,bottom_area,2025-12-29,3.09,2025-12-15,3.07,0.6514657980456032,4.234527687296428,32.675438596491226,False,-0.9615,1.482,2,4,2,50.0,23.971329265701364,32.594936708860764,14.348534201954397,0.6514657980456032,历史2/4次成功; 当前距低点0.65%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
14,65.56965787059491,58.40041264418441,002728,特一药业,bottom_area,2025-12-29,11.05,2025-12-19,10.91,1.2832263978001883,4.766269477543534,27.508305647840537,False,-2.3852,7.6793,1,4,1,25.0,39.3073593073593,39.3073593073593,13.716773602199812,1.2832263978001883,历史1/4次成功; 当前距低点1.28%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
15,65.14674723542097,61.99962131361843,688337,普源精电,bottom_area,2025-12-29,37.48,2025-12-04,35.75,4.83916083916083,7.384615384615387,28.499999999999996,True,-0.4251,0.8243,3,6,3,50.0,38.886602295188766,54.46153846153845,10.160839160839169,4.83916083916083,历史3/6次成功; 当前距低点4.84%; 最新日涨幅-0.43%; 状态bottom_area; 底部已确认
16,65.1302554908113,58.90568561872909,600375,汉马科技,bottom_area,2025-12-29,5.82,2025-12-17,5.7,2.1052631578947385,8.596491228070178,28.571428571428577,True,-0.8518,1.7898,1,2,1,50.0,22.073578595317713,22.073578595317713,12.894736842105262,2.1052631578947385,历史1/2次成功; 当前距低点2.11%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
17,63.77891128178436,57.65617339037015,002632,道明光学,bottom_area,2025-12-29,12.27,2025-12-19,12.02,2.079866888519135,7.071547420965056,27.28372655777375,True,-3.2334,6.9377,1,2,1,50.0,25.259515570934255,25.259515570934255,12.920133111480864,2.079866888519135,历史1/2次成功; 当前距低点2.08%; 最新日涨幅-3.23%; 状态bottom_area; 底部已确认
18,61.85741662194091,57.205783029042856,600161,天坛生物,bottom_area,2025-12-29,16.59,2025-12-24,16.06,3.300124533001253,4.794520547945203,27.264492753623188,False,-0.5396,0.3547,1,2,1,50.0,36.77455357142857,36.77455357142857,11.699875466998746,3.300124533001253,历史1/2次成功; 当前距低点3.30%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
19,56.776305471373036,53.75126671358199,600104,上汽集团,bottom_area,2025-12-29,15.37,2025-11-21,14.7,4.557823129251701,8.299319727891161,28.74454677653902,True,-0.7747,0.3226,1,2,1,50.0,24.425287356321842,24.425287356321842,10.442176870748298,4.557823129251701,历史1/2次成功; 当前距低点4.56%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
20,56.41153617710584,49.05350971922247,001330,博纳影业,bottom_area,2025-12-29,7.72,2025-12-29,7.72,0.0,2.72020725388601,29.62625341841386,False,-4.0994,10.1812,1,4,1,25.0,35.637149028077765,35.637149028077765,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
21,55.00834283587119,51.92247417821015,000665,湖北广电,bottom_area,2025-12-29,5.46,2025-12-17,5.23,4.3977055449330695,6.883365200764807,27.46185852981969,False,-0.5464,1.2546,2,7,2,28.57142857142857,34.919124227805554,43.606557377049185,10.602294455066929,4.3977055449330695,历史2/7次成功; 当前距低点4.40%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
22,54.279784010315886,51.27939393939391,601162,天风证券,bottom_area,2025-12-29,4.23,2025-12-17,4.05,4.44444444444446,6.419753086419748,27.678571428571423,False,-0.4706,1.2783,1,2,1,50.0,18.939393939393938,18.939393939393938,10.55555555555554,4.44444444444446,历史1/2次成功; 当前距低点4.44%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
23,50.3140155732679,47.15674025974024,002605,姚记科技,bottom_area,2025-12-29,23.3,2025-12-17,22.4,4.017857142857153,6.517857142857148,27.71861890932559,False,-1.1874,1.0074,1,5,1,20.0,23.2121212121212,23.2121212121212,10.982142857142845,4.017857142857153,历史1/5次成功; 当前距低点4.02%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
