rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.59057599141606,86.24797193810494,000517,荣安地产,bottom_area,2024-09-05,1.99,2024-09-05,1.97,1.0152284263959401,3.0456852791878086,30.141843971631204,False,0.0,1.0886,2,2,2,100.0,34.10049865746067,40.92827004219408,18.98477157360406,1.0152284263959401,历史2/2次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,75.25835342881683,66.40442949601486,002357,富临运业,bottom_area,2024-09-05,5.28,2024-08-29,5.12,3.1250000000000027,4.492187499999991,28.08988764044944,False,2.3256,3.8219,2,4,2,50.0,28.276502666746573,31.941031941031934,16.875,3.1250000000000027,历史2/4次成功; 当前距低点3.13%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
13,74.84054109388713,63.69923076923079,002110,三钢闽光,bottom_area,2024-09-05,2.63,2024-09-04,2.6,1.1538461538461462,1.5384615384615397,30.85106382978723,False,1.1538,0.193,1,2,1,50.0,22.90322580645161,22.90322580645161,18.846153846153854,1.1538461538461462,历史1/2次成功; 当前距低点1.15%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
14,72.03768308243758,63.53456133928515,603069,海汽集团,bottom_area,2024-09-05,14.63,2024-09-04,14.19,3.1007751937984587,4.862579281183941,30.982490272373536,False,2.0223,1.2647,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,16.899224806201545,3.1007751937984587,历史2/6次成功; 当前距低点3.10%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
15,69.60261268127502,58.90803234501348,603132,金徽股份,bottom_area,2024-09-05,10.73,2024-09-04,10.64,0.8458646616541339,1.973684210526307,29.019346230820542,False,0.1867,1.0158,1,2,1,50.0,33.20754716981132,33.20754716981132,19.154135338345867,0.8458646616541339,历史1/2次成功; 当前距低点0.85%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
16,68.91161392039088,60.68565638087693,300401,花园生物,bottom_area,2024-09-05,12.63,2024-09-04,12.26,3.0179445350734175,4.486133768352371,27.967097532314924,False,2.7665,3.7195,1,2,1,50.0,29.551451187335093,29.551451187335093,16.98205546492658,3.0179445350734175,历史1/2次成功; 当前距低点3.02%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
17,68.86008878759269,60.38271284613958,688287,退市观典,bottom_area,2024-09-05,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,0.0,1.1466,1,4,1,25.0,36.70473083197391,36.70473083197391,17.215189873417735,2.784810126582264,历史1/4次成功; 当前距低点2.78%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
18,66.14730544976472,57.16578623133888,300563,神宇股份,bottom_area,2024-09-05,29.24,2024-09-05,28.67,1.9881409138472157,5.615626089989534,29.104846686449054,False,-2.9216,18.3634,1,2,1,50.0,20.477137176938378,20.477137176938378,18.011859086152786,1.9881409138472157,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
19,64.35670466145783,58.23619477882096,603282,亚光股份,bottom_area,2024-09-05,12.75,2024-08-26,12.2,4.5081967213114815,6.311475409836078,27.164179104477615,False,1.5127,1.2431,1,2,1,50.0,34.64991023339317,34.64991023339317,15.49180327868852,4.5081967213114815,历史1/2次成功; 当前距低点4.51%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
20,63.830286318832236,57.66979524979527,000597,东北制药,bottom_area,2024-09-05,4.25,2024-08-26,4.07,4.422604422604415,5.65110565110564,32.053422370617696,False,1.9185,1.4783,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,15.577395577395587,4.422604422604415,历史1/3次成功; 当前距低点4.42%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
21,61.68811677480779,56.123964427549325,002682,龙洲股份,bottom_area,2024-09-05,3.49,2024-08-28,3.33,4.804804804804809,6.606606606606599,30.76923076923076,False,2.346,2.0672,1,2,1,50.0,26.929674099485425,26.929674099485425,15.195195195195192,4.804804804804809,历史1/2次成功; 当前距低点4.80%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
22,60.87861990829455,53.84797117953764,002545,东方铁塔,bottom_area,2024-09-05,6.02,2024-07-25,5.83,3.25900514579759,7.375643224699823,29.247572815533985,True,-0.4959,0.5066,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,16.740994854202413,3.25900514579759,历史1/3次成功; 当前距低点3.26%; 最新日涨幅-0.50%; 状态bottom_area; 底部已确认
23,59.66092617353577,53.13295073910942,000037,深南电A,bottom_area,2024-09-05,7.13,2024-08-28,6.88,3.6337209302325584,5.523255813953487,28.92561983471074,False,-0.2797,1.3035,2,8,2,25.0,39.8001852690304,45.16765285996055,16.366279069767444,3.6337209302325584,历史2/8次成功; 当前距低点3.63%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
