rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.59057599141606,86.24797193810494,000517,荣安地产,bottom_area,2024-09-05,1.99,2024-09-05,1.97,1.0152284263959401,3.0456852791878086,30.141843971631204,False,0.0,1.0886,2,2,2,100.0,34.10049865746067,40.92827004219408,18.98477157360406,1.0152284263959401,历史2/2次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,96.83859691304168,83.16151891271296,001218,丽臣实业,bottom_area,2024-09-05,13.62,2024-08-30,13.4,1.641791044776111,4.850746268656718,32.323232323232325,False,0.7396,0.6177,2,2,2,100.0,25.18711018711019,29.999999999999993,18.35820895522389,1.641791044776111,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
3,93.20776535765567,79.83837985526512,600011,华能国际,bottom_area,2024-09-05,6.76,2024-09-05,6.66,1.501501501501496,2.1021021021020974,32.72727272727273,False,0.0,0.4764,1,1,1,100.0,22.267759562841515,22.267759562841515,18.498498498498506,1.501501501501496,历史1/1次成功; 当前距低点1.50%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,91.81823921547326,79.18998915388185,002715,登云股份,bottom_area,2024-09-05,9.77,2024-08-23,9.59,1.8769551616266915,7.4035453597497485,31.45103645461044,True,-1.809,2.1746,1,1,1,100.0,36.66369313113291,36.66369313113291,18.12304483837331,1.8769551616266915,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-1.81%; 状态bottom_area; 底部已确认
5,90.03389623418427,78.83152204836412,002674,兴业科技,bottom_area,2024-09-05,7.98,2024-08-21,7.77,2.702702702702714,6.30630630630631,31.72231985940247,False,0.5038,0.2703,1,1,1,100.0,31.578947368421055,31.578947368421055,17.297297297297288,2.702702702702714,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
6,87.61827360055865,79.6120863824378,002219,新里程,bottom_area,2024-09-05,1.77,2024-08-23,1.69,4.733727810650891,7.6923076923077,29.288702928870297,True,1.7241,0.751,2,2,2,100.0,34.81175156302061,45.685279187817265,15.26627218934911,4.733727810650891,历史2/2次成功; 当前距低点4.73%; 最新日涨幅1.72%; 状态bottom_area; 底部已确认
7,84.67159393829314,76.88272701457369,000532,华金资本,bottom_area,2024-09-05,10.7,2024-09-04,10.22,4.696673189823861,4.794520547945207,27.926657263751757,False,1.4218,2.3103,2,2,2,100.0,28.877106921355356,32.044198895027606,15.30332681017614,4.696673189823861,历史2/2次成功; 当前距低点4.70%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
8,84.47901883655115,75.13591028941067,603079,圣达生物,bottom_area,2024-09-05,10.76,2024-08-26,10.39,3.5611164581328127,6.929740134744936,28.83561643835616,False,1.3183,1.1613,1,1,1,100.0,22.232558139534888,22.232558139534888,16.438883541867188,3.5611164581328127,历史1/1次成功; 当前距低点3.56%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
9,78.82991767203357,67.70239577448875,600956,新天绿能,bottom_area,2024-09-05,6.79,2024-08-29,6.68,1.6467065868263524,7.035928143712584,28.860489882854107,True,0.5926,0.2248,1,2,1,50.0,41.27358490566036,41.27358490566036,18.35329341317365,1.6467065868263524,历史1/2次成功; 当前距低点1.65%; 最新日涨幅0.59%; 状态bottom_area; 底部已确认
10,77.93081742940387,66.22372153754274,000983,山西焦煤,bottom_area,2024-09-05,7.58,2024-09-05,7.5,1.0666666666666678,4.533333333333331,30.87557603686636,False,-1.3021,0.6358,2,4,2,50.0,24.546889986789015,27.212389380530986,18.933333333333334,1.0666666666666678,历史2/4次成功; 当前距低点1.07%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
11,75.37005794218078,65.10879959119205,000922,佳电股份,bottom_area,2024-09-05,9.34,2024-09-04,9.16,1.9650655021834031,2.401746724890837,27.01195219123506,False,1.1918,1.1428,1,2,1,50.0,40.42553191489362,40.42553191489362,18.0349344978166,1.9650655021834031,历史1/2次成功; 当前距低点1.97%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
