rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,72.02238476534343,63.40649332292101,600749,西藏旅游,bottom_area,2024-05-07,10.98,2024-04-29,14.99,2024-05-06,10.66,3.001876172607883,5.909943714821754,28.885923949299535,26.751167444963308,False,0.18248175182480342,7.577142520795337,7,17,7,41.17647058823529,29.76695349144168,51.21107266435986,2003-05-14; 2005-05-10; 2008-03-19; 2011-10-12; 2015-09-08; 2018-05-08; 2021-08-02,16.99812382739212,3.001876172607883,历史7/17次成功; 当前距低点3.00%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
2,65.08976185627493,56.34293934727673,600481,双良节能,bottom_area,2024-05-07,6.39,2024-03-04,8.72,2024-04-30,6.26,2.076677316293928,5.59105431309905,28.211009174311936,26.72018348623854,False,-0.4672897196261738,1.172881322061513,3,12,3,25.0,37.97184746466069,50.28571428571428,2007-06-04; 2009-08-18; 2021-10-13,17.923322683706072,2.076677316293928,历史3/12次成功; 当前距低点2.08%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
3,62.3644576184268,55.84426263024665,000691,亚太实业,bottom_area,2024-05-07,3.7,2024-04-26,5.0,2024-04-30,3.56,3.9325842696629247,9.550561797752804,28.799999999999997,25.999999999999996,True,0.8174386920980936,5.5391468431960895,3,17,3,17.647058823529413,42.305322898901906,76.05633802816902,2018-02-09; 2019-08-06; 2024-04-17,16.067415730337075,3.9325842696629247,历史3/17次成功; 当前距低点3.93%; 最新日涨幅0.82%; 状态bottom_area; 底部已确认
4,60.08173688730506,50.06811407275422,002124,天邦食品,bottom_area,2024-05-07,2.44,2024-04-03,3.51,2024-05-07,2.44,0.0,0.0,30.484330484330478,30.484330484330478,False,-5.0583657587548565,0.27125977043513094,3,10,3,30.0,30.25867781050657,45.79831932773111,2013-06-25; 2015-06-30; 2015-08-04,20.0,0.0,历史3/10次成功; 当前距低点0.00%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
