rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.83909589187822,80.83866885606696,002069,獐子岛,bottom_area,2023-10-09,4.09,2023-09-14,4.03,1.4888337468982533,6.699751861042174,28.79858657243816,False,-2.3866,1.0768,3,3,3,100.0,16.6301602096504,30.967741935483854,6.511166253101747,1.4888337468982533,历史3/3次成功; 当前距低点1.49%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
2,83.52751347282636,78.23620839479564,300649,杭州园林,bottom_area,2023-10-09,18.5,2023-10-09,18.39,0.5981511691136456,3.6432843936922135,29.26923076923077,False,-2.529,5.3101,2,2,2,100.0,48.22576914179969,71.60305343511452,7.401848830886354,0.5981511691136456,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
3,82.38940215668744,77.35056532950804,301313,凡拓数创,confirmed_rebound,2023-10-09,28.0,2023-10-09,27.8,0.7194244604316521,10.215827338129497,30.93167701863354,False,-18.958,19.6624,4,4,4,100.0,32.04759730802268,52.43243243243245,7.280575539568349,0.7194244604316521,历史4/4次成功; 当前距低点0.72%; 最新日涨幅-18.96%; 状态confirmed_rebound; 底部未确认
4,81.093274882916,76.86274916867228,000560,我爱我家,bottom_area,2023-10-09,2.5,2023-10-09,2.47,1.214574898785417,3.6437246963562693,28.197674418604645,False,-2.3438,2.9499,2,2,2,100.0,8.559031924209851,8.679245283018867,6.785425101214583,1.214574898785417,历史2/2次成功; 当前距低点1.21%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
5,80.16159702082537,79.21526698569427,603232,格尔软件,bottom_area,2023-10-09,11.92,2023-09-21,11.53,3.382480485689511,5.1170858629661735,29.176904176904184,False,-0.8319,2.6127,4,4,4,100.0,14.447970392829903,22.78481012658228,4.617519514310489,3.382480485689511,历史4/4次成功; 当前距低点3.38%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
6,80.01574393014245,79.41140654391496,002534,西子洁能,bottom_area,2023-10-09,12.93,2023-09-22,12.48,3.605769230769225,7.2115384615384635,27.861271676300582,True,-0.4619,0.4605,3,3,3,100.0,25.712690269187092,33.11594202898551,4.394230769230775,3.605769230769225,历史3/3次成功; 当前距低点3.61%; 最新日涨幅-0.46%; 状态bottom_area; 底部已确认
7,79.94473323905441,77.24626375842671,601226,华电科工,bottom_area,2023-10-09,6.0,2023-09-25,5.87,2.214650766609879,4.088586030664399,27.975460122699385,False,-0.8264,0.4001,1,1,1,100.0,39.54659949622166,39.54659949622166,5.7853492333901215,2.214650766609879,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
8,78.1098727930421,75.5999543099517,002177,御银股份,bottom_area,2023-10-09,4.0,2023-09-28,3.91,2.3017902813299194,3.836317135549858,27.992633517495392,False,-0.7444,2.6193,2,2,2,100.0,15.096968555827523,19.574468085106382,5.69820971867008,2.3017902813299194,历史2/2次成功; 当前距低点2.30%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
9,78.10908186425041,73.95092688943856,603128,华贸物流,bottom_area,2023-10-09,7.0,2023-10-09,6.92,1.1560693641618507,2.4566473988439297,27.916666666666668,False,-1.2694,0.8252,1,1,1,100.0,8.853575482406349,8.853575482406349,6.8439306358381495,1.1560693641618507,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
10,77.70360818274857,76.53831889848104,002767,先锋电子,bottom_area,2023-10-09,14.45,2023-09-22,14.0,3.214285714285709,4.500000000000005,30.174563591022448,False,0.208,4.3638,2,2,2,100.0,8.854249070174514,9.063444108761324,4.785714285714291,3.214285714285709,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
11,77.52497117718022,72.3729952445195,600322,津投城开,bottom_area,2023-10-09,2.36,2023-10-09,2.35,0.4255319148936079,5.531914893617016,28.353658536585357,False,-3.2787,4.3059,2,2,2,100.0,24.802193604714613,35.828877005347586,7.574468085106393,0.4255319148936079,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
12,75.78214089400295,75.09193417983933,000058,深赛格,bottom_area,2023-10-09,7.05,2023-09-22,6.81,3.524229074889871,7.635829662261387,27.16577540106952,True,-0.9831,2.123,1,1,1,100.0,34.82352941176472,34.82352941176472,4.47577092511013,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
13,74.8683042787684,70.19960749138924,600004,白云机场,bottom_area,2023-10-09,10.79,2023-10-09,10.72,0.6529850746268517,4.1977611940298445,27.322033898305083,False,-3.6607,1.0861,1,1,1,100.0,32.57211538461537,32.57211538461537,7.347014925373148,0.6529850746268517,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
14,74.58654371678524,74.8602558038193,603226,菲林格尔,confirmed_rebound,2023-10-09,5.47,2023-09-12,5.25,4.190476190476185,8.952380952380947,29.71887550200803,True,-2.669,1.1662,3,3,3,100.0,18.62656730163969,20.479302832244016,3.8095238095238146,4.190476190476185,历史3/3次成功; 当前距低点4.19%; 最新日涨幅-2.67%; 状态confirmed_rebound; 底部已确认
15,74.31403018470164,74.72415072106512,000028,国药一致,bottom_area,2023-10-09,31.63,2023-09-22,30.33,4.286185295087375,5.275304978569078,31.30237825594564,False,0.0,0.6865,2,2,2,100.0,12.240070934754426,14.150943396226415,3.7138147049126253,4.286185295087375,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,72.8868116909738,68.08517816907289,000006,深振业A,bottom_area,2023-10-09,4.39,2023-10-09,4.37,0.4576659038901504,3.89016018306636,28.36065573770491,False,-3.304,1.5679,1,1,1,100.0,18.809980806142043,18.809980806142043,7.54233409610985,0.4576659038901504,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
17,71.46449544780111,71.29921715947265,603191,望变电气,bottom_area,2023-10-09,15.53,2023-09-21,14.95,3.8795986622073584,5.016722408026756,29.046037019458954,False,-0.1928,1.7288,2,2,2,100.0,11.315602738201239,13.281249999999995,4.120401337792642,3.8795986622073584,历史2/2次成功; 当前距低点3.88%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
18,70.41670351620175,66.08950256606605,001330,博纳影业,bottom_area,2023-10-09,7.16,2023-10-09,7.11,0.7032348804500678,5.625879043600555,30.634146341463413,False,-5.4161,1.185,1,1,1,100.0,11.090742438130146,11.090742438130146,7.296765119549932,0.7032348804500678,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
19,69.7113098763449,69.60083236465498,600032,浙江新能,bottom_area,2023-10-09,10.08,2023-09-22,9.7,3.9175257731958846,5.154639175257732,27.395209580838326,False,-0.9823,1.151,1,1,1,100.0,19.31608133086876,19.31608133086876,4.082474226804115,3.9175257731958846,历史1/1次成功; 当前距低点3.92%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
20,66.36302524187884,67.49673666288311,300749,顶固集创,confirmed_rebound,2023-10-09,9.24,2023-09-11,8.81,4.8808172531214495,9.421112372304199,28.663967611336027,True,-1.7021,3.0039,1,1,1,100.0,20.833333333333336,20.833333333333336,3.119182746878551,4.8808172531214495,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-1.70%; 状态confirmed_rebound; 底部已确认
21,56.37170232097981,55.85770652385884,605365,立达信,bottom_area,2023-10-09,17.04,2023-09-28,16.46,3.5236938031591634,3.645200486026718,32.51332513325133,False,1.1876,12.1814,1,2,1,50.0,9.794238683127569,9.794238683127569,4.476306196840837,3.5236938031591634,历史1/2次成功; 当前距低点3.52%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
