rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.32422307868157,88.26792573097487,300480,光力科技,bottom_area,2023-12-21,21.12,2023-12-21,20.62,2.424830261881668,3.6372453928225026,28.328119568995476,False,0.0948,1.4779,4,4,4,100.0,28.906122193898153,39.69465648854962,17.575169738118333,2.424830261881668,历史4/4次成功; 当前距低点2.42%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
2,93.40325907290386,80.35427434948346,002142,宁波银行,bottom_area,2023-12-21,19.89,2023-12-21,19.55,1.739130434782608,1.8414322250639357,32.7716643741403,False,1.1185,0.5034,1,1,1,100.0,27.95425667090217,27.95425667090217,18.260869565217394,1.739130434782608,历史1/1次成功; 当前距低点1.74%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
3,93.24355691640704,82.16152632043028,688182,灿勤科技,bottom_area,2023-12-21,17.23,2023-12-21,16.72,3.0502392344497706,4.665071770334936,28.055077452667813,False,1.2338,2.9782,2,2,2,100.0,37.0756547041707,49.999999999999986,16.94976076555023,3.0502392344497706,历史2/2次成功; 当前距低点3.05%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
4,91.0437337125829,80.70985507246374,603013,亚普股份,bottom_area,2023-12-21,17.12,2023-12-21,16.56,3.381642512077309,3.6231884057971104,27.208791208791215,False,1.0626,1.0299,1,1,1,100.0,53.30739299610896,53.30739299610896,16.61835748792269,3.381642512077309,历史1/1次成功; 当前距低点3.38%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
5,90.18115158644974,77.78124324331289,301499,维科精密,bottom_area,2023-12-21,30.36,2023-12-19,29.8,1.879194630872479,3.7583892617449695,28.537170263788976,False,-0.9138,7.3492,2,2,2,100.0,21.64412366506522,21.950454687989964,18.12080536912752,1.879194630872479,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
6,89.08895154724155,77.74218722659667,002451,摩恩电气,bottom_area,2023-12-21,6.92,2023-12-21,6.75,2.5185185185185177,3.1111111111111107,28.571428571428566,False,0.0,4.7915,1,1,1,100.0,23.464566929133863,23.464566929133863,17.481481481481485,2.5185185185185177,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,88.57838679082283,74.81800020365871,601628,中国人寿,bottom_area,2023-12-21,27.36,2023-12-21,27.16,0.7363770250368162,1.3622974963181185,29.16014606155452,False,0.2198,0.0476,1,1,1,100.0,25.736235595390532,25.736235595390532,19.263622974963184,0.7363770250368162,历史1/1次成功; 当前距低点0.74%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
8,88.35526411480866,73.71113938719024,603230,内蒙新华,bottom_area,2023-12-21,16.53,2023-12-21,16.52,0.060532687651341184,7.021791767554481,27.797202797202797,False,-9.9673,45.1179,2,2,2,100.0,27.522332876533863,31.521142229544196,19.93946731234866,0.060532687651341184,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
9,87.80922693951288,77.59592540630469,002129,TCL中环,bottom_area,2023-12-21,14.8,2023-12-21,14.34,3.2078103207810384,4.463040446304048,27.502527805864514,False,2.6352,2.9238,1,1,1,100.0,31.12759643916912,31.12759643916912,16.792189679218964,3.2078103207810384,历史1/1次成功; 当前距低点3.21%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
10,87.38254328600696,74.32585408068168,603153,上海建科,bottom_area,2023-12-21,21.7,2023-12-21,21.46,1.118359739049387,12.441752096924501,28.418945963975982,False,-7.7381,40.4616,1,1,1,100.0,20.622119815668214,20.622119815668214,18.881640260950615,1.118359739049387,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-7.74%; 状态bottom_area; 底部未确认
11,84.3041800451222,73.4070778091326,300707,威唐工业,bottom_area,2023-12-21,17.07,2023-12-21,16.67,2.3995200959807947,3.1193761247750422,28.08455565142363,False,0.53,4.9412,3,5,3,60.0,35.36550337617637,59.14285714285715,17.600479904019206,2.3995200959807947,历史3/5次成功; 当前距低点2.40%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
12,83.8921932514923,75.95813814059957,600199,金种子酒,bottom_area,2023-12-21,18.19,2023-12-21,17.4,4.540229885057487,4.827586206896551,27.1356783919598,False,3.9429,2.5106,2,2,2,100.0,21.988506873820672,23.70304114490161,15.459770114942515,4.540229885057487,历史2/2次成功; 当前距低点4.54%; 最新日涨幅3.94%; 状态bottom_area; 底部未确认
13,83.51510315295998,72.28477317554238,002137,实益达,bottom_area,2023-12-21,6.9,2023-12-21,6.76,2.0710059171597717,2.514792899408283,30.309278350515463,False,-0.1447,4.5788,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,17.92899408284023,2.0710059171597717,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
14,83.29119030121572,74.96411389000124,002709,天赐材料,bottom_area,2023-12-21,22.02,2023-12-21,21.13,4.212020823473737,5.205868433506869,27.087646652864052,False,3.5748,1.7557,1,1,1,100.0,29.287749287749286,29.287749287749286,15.787979176526266,4.212020823473737,历史1/1次成功; 当前距低点4.21%; 最新日涨幅3.57%; 状态bottom_area; 底部未确认
15,79.742092098305,69.9316768589495,600152,维科技术,bottom_area,2023-12-21,7.0,2023-12-21,6.81,2.790014684287818,3.377386196769463,27.78366914103924,False,1.3025,1.5149,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,17.209985315712185,2.790014684287818,历史2/3次成功; 当前距低点2.79%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
16,66.54220481605837,58.74463242813317,300347,泰格医药,bottom_area,2023-12-21,53.64,2023-12-21,52.0,3.153846153846155,4.692307692307688,28.95204262877442,False,2.0936,1.7195,1,2,1,50.0,20.78172934893761,20.78172934893761,16.846153846153847,3.153846153846155,历史1/2次成功; 当前距低点3.15%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
17,62.27854329764101,54.760660188521314,000301,东方盛虹,bottom_area,2023-12-21,8.77,2023-12-21,8.52,2.9342723004694835,3.6384976525821657,30.900243309002434,False,1.2702,0.3289,1,5,1,20.0,28.337639965546952,28.337639965546952,17.065727699530516,2.9342723004694835,历史1/5次成功; 当前距低点2.93%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
