rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.15669328809888,77.09164552307408,300437,清水源,bottom_area,2021-05-07,7.96,2021-05-06,7.84,1.5306122448979604,3.5714285714285636,30.985915492957744,False,-0.1255,3.1117,1,1,1,100.0,30.330330330330323,30.330330330330323,13.469387755102039,1.5306122448979604,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
2,80.14652989725465,69.95956114661936,002222,福晶科技,bottom_area,2021-05-07,14.7,2021-05-07,14.67,0.20449897750510812,3.953646898432175,30.932203389830505,False,-3.9216,3.8115,1,1,1,100.0,25.783972125435533,25.783972125435533,14.795501022494891,0.20449897750510812,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
3,79.91439594299068,69.92364935472459,300658,延江股份,bottom_area,2021-05-07,18.12,2021-05-07,18.06,0.33222591362127507,3.4883720930232704,28.841607565011824,False,-2.5806,2.1294,1,1,1,100.0,16.941529235382294,16.941529235382294,14.667774086378724,0.33222591362127507,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
4,77.59673890487768,67.98077099913519,600009,上海机场,bottom_area,2021-05-07,45.27,2021-05-07,45.09,0.39920159680638656,3.4375693058327723,27.95973797731267,False,-3.0621,2.288,1,1,1,100.0,17.531992687385745,17.531992687385745,14.600798403193613,0.39920159680638656,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
5,75.10814947232849,66.4303154695495,688195,腾景科技,bottom_area,2021-05-07,19.98,2021-05-07,19.8,0.9090909090909076,5.858585858585859,27.419354838709676,False,-3.4783,7.3247,1,1,1,100.0,15.446466356326713,15.446466356326713,14.090909090909093,0.9090909090909076,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
6,74.61184228922836,71.04462283064333,600333,长春燃气,bottom_area,2021-05-07,4.74,2021-04-27,4.52,4.867256637168156,6.194690265486732,32.030075187969935,False,1.7167,1.9192,1,1,1,100.0,16.247139588100683,16.247139588100683,10.132743362831844,4.867256637168156,历史1/1次成功; 当前距低点4.87%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
