rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.4170666873047,77.33569151569148,000034,神州数码,bottom_area,2021-07-27,17.01,2021-07-26,16.65,2.1621621621621805,3.843843843843848,27.859618717504333,False,1.25,2.3643,1,1,1,100.0,16.910866910866908,16.910866910866908,12.837837837837817,2.1621621621621805,历史1/1次成功; 当前距低点2.16%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
2,84.6433204588314,75.820644428524,000037,深南电A,bottom_area,2021-07-27,7.67,2021-07-27,7.55,1.5894039735099352,6.357615894039729,28.436018957345976,False,-4.005,1.4988,1,1,1,100.0,34.43271767810025,34.43271767810025,13.410596026490065,1.5894039735099352,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
3,79.89417680000608,72.81216353538514,300588,熙菱信息,confirmed_rebound,2021-07-27,15.9,2021-07-27,15.51,2.5145067698259225,20.760799484203744,28.853211009174316,False,-17.999,29.79,2,2,2,100.0,23.146446078431378,25.98039215686274,12.485493230174077,2.5145067698259225,历史2/2次成功; 当前距低点2.51%; 最新日涨幅-18.00%; 状态confirmed_rebound; 底部未确认
4,77.46113088961822,68.56684654947416,605319,无锡振华,bottom_area,2021-07-27,14.84,2021-07-26,14.7,0.9523809523809563,3.333333333333335,32.63061411549038,False,-1.0667,4.9273,1,1,1,100.0,17.248790972595383,17.248790972595383,14.047619047619042,0.9523809523809563,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
