rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.54572864190658,81.10430948365574,600135,乐凯胶片,bottom_area,2026-06-04,8.97,12.8,2026-06-02,8.78,2.164009111617327,5.353075170842833,31.406250000000007,29.921874999999996,False,-1.86,1.5835,2,2,2,100.0,43.00134547388843,56.981132075471706,17.835990888382675,2.164009111617327,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
68,72.37084667789517,61.74652411575563,002469,三维化学,bottom_area,2026-06-04,6.3,8.96,2026-05-29,6.22,1.2861736334405156,6.430868167202579,30.58035714285715,29.68750000000001,False,-2.0218,0.7757,1,2,1,50.0,36.5,36.5,18.713826366559484,1.2861736334405156,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
69,72.28921005113149,61.28261483685875,300631,久吾高科,bottom_area,2026-06-04,23.73,32.58,2026-06-04,23.51,0.9357720119098207,2.3819651212250053,27.839165131982803,27.163904235727436,False,-1.4944,1.6611,3,6,3,50.0,36.21599475275885,50.86505190311419,19.06422798809018,0.9357720119098207,历史3/6次成功; 当前距低点0.94%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
70,72.06701130376477,62.40678321678323,300626,华瑞股份,bottom_area,2026-06-04,33.58,46.8,2026-06-04,32.89,2.0979020979020913,4.5910611128002365,29.722222222222218,28.247863247863247,False,-2.8075,4.3269,1,2,1,50.0,60.05625879043601,60.05625879043601,17.90209790209791,2.0979020979020913,历史1/2次成功; 当前距低点2.10%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
71,71.82974616699079,60.681110466783636,300759,康龙化成,bottom_area,2026-06-04,22.98,31.45,2026-06-04,22.81,0.7452871547566932,2.9373081981587097,27.472178060413356,26.931637519872808,False,-2.1711,1.7152,2,4,2,50.0,30.647124621660748,32.829977628635355,19.254712845243308,0.7452871547566932,历史2/4次成功; 当前距低点0.75%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
72,71.61220989385826,60.87692431561993,600620,天宸股份,bottom_area,2026-06-04,4.65,6.54,2026-06-04,4.6,1.086956521739146,3.2608695652173996,29.663608562691135,28.899082568807334,False,-0.4283,0.7405,1,2,1,50.0,29.38271604938273,29.38271604938273,18.913043478260853,1.086956521739146,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
73,71.50298911924914,65.1813343881321,600391,航发科技,bottom_area,2026-06-04,34.17,47.53,2026-06-02,32.57,4.912496162112378,7.737181455326998,31.474857984430887,28.108563012833997,False,0.8262,3.1757,2,3,2,66.66666666666666,24.1675213499013,27.709431751611014,15.087503837887622,4.912496162112378,历史2/3次成功; 当前距低点4.91%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
74,71.4511312663035,61.22058215530133,300736,百邦科技,bottom_area,2026-06-04,30.1,40.88,2026-06-04,29.65,1.5177065767285087,4.384485666104556,27.47064579256361,26.36986301369863,False,-1.8905,6.4225,1,2,1,50.0,36.51050080775442,36.51050080775442,18.482293423271493,1.5177065767285087,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
75,71.37568722262444,61.22096454936319,300775,三角防务,bottom_area,2026-06-04,23.85,32.58,2026-06-04,23.48,1.5758091993185734,2.427597955706986,27.931246163290357,26.79558011049723,False,-0.7077,2.1941,1,2,1,50.0,37.224782386072704,37.224782386072704,18.42419080068143,1.5758091993185734,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
76,71.3103675696717,60.530612986092656,300490,华自科技,bottom_area,2026-06-04,15.06,21.17,2026-06-02,14.91,1.0060362173038253,6.371562709590874,29.570146433632505,28.861596598960798,False,-2.8387,3.237,2,6,2,33.33333333333333,29.306678646301293,32.06349206349206,18.993963782696177,1.0060362173038253,历史2/6次成功; 当前距低点1.01%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
77,71.29197499953061,60.512019251990566,600067,冠城新材,bottom_area,2026-06-04,3.02,4.2,2026-06-04,2.99,1.0033444816053445,2.675585284280924,28.809523809523807,28.095238095238095,False,-0.9836,1.4478,1,2,1,50.0,26.39593908629443,26.39593908629443,18.996655518394657,1.0033444816053445,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
78,71.21854421568668,60.70434468550538,002840,华统股份,bottom_area,2026-06-04,8.21,11.2,2026-06-04,8.11,1.233045622688057,3.822441430332929,27.589285714285715,26.69642857142856,False,-2.7251,2.3632,1,3,1,33.33333333333333,49.690082644628106,49.690082644628106,18.766954377311944,1.233045622688057,历史1/3次成功; 当前距低点1.23%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
79,70.92446011273172,60.21317219468265,600316,洪都航空,bottom_area,2026-06-04,27.86,38.1,2026-06-04,27.58,1.0152284263959432,2.610587382160995,27.611548556430453,26.876640419947513,False,-1.4154,0.9432,2,6,2,33.33333333333333,27.712686416839073,30.462519936204153,18.98477157360406,1.0152284263959432,历史2/6次成功; 当前距低点1.02%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
80,70.78234626919419,60.75323998582063,601002,晋亿实业,bottom_area,2026-06-04,5.04,6.81,2026-05-28,4.96,1.6129032258064528,8.66935483870967,27.16593245227606,25.991189427312772,False,-1.5625,1.2819,1,2,1,50.0,35.164835164835154,35.164835164835154,18.387096774193548,1.6129032258064528,历史1/2次成功; 当前距低点1.61%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
81,70.53140137841551,59.92454764832817,688133,泰坦科技,bottom_area,2026-06-04,20.09,29.15,2026-06-04,19.88,1.0563380281690185,7.142857142857152,31.80102915951973,31.08061749571183,False,-6.5581,4.5236,1,2,1,50.0,34.10214168039539,34.10214168039539,18.943661971830984,1.0563380281690185,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-6.56%; 状态bottom_area; 底部未确认
82,70.31960582488367,59.84041018427949,300546,雄帝科技,bottom_area,2026-06-04,16.8,23.58,2026-06-04,16.61,1.1438892233594298,1.8663455749548603,29.55894826123833,28.7531806615776,False,-0.5917,1.6455,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,18.856110776640573,1.1438892233594298,历史2/6次成功; 当前距低点1.14%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
83,70.1055534989408,60.544505865632026,603275,众辰科技,bottom_area,2026-06-04,41.3,55.6,2026-06-02,40.51,1.950135768945937,4.023697852382135,27.140287769784177,25.71942446043166,False,-0.6495,4.2207,1,2,1,50.0,38.17642698295033,38.17642698295033,18.049864231054062,1.950135768945937,历史1/2次成功; 当前距低点1.95%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
84,70.008948504717,63.868774477678414,688182,灿勤科技,bottom_area,2026-06-04,34.95,46.6,2026-06-04,33.3,4.954954954954973,6.036036036036052,28.540772532188853,24.999999999999996,False,3.0366,2.3121,2,4,2,50.0,37.0756547041707,49.999999999999986,15.045045045045027,4.954954954954973,历史2/4次成功; 当前距低点4.95%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
85,69.86505572909778,59.05605777693743,001696,宗申动力,bottom_area,2026-06-04,14.26,19.97,2026-06-04,14.15,0.7773851590105967,3.321554770318013,29.143715573360033,28.592889334000997,False,-2.0604,1.6883,2,5,2,40.0,43.97040827678273,65.16853932584267,19.222614840989404,0.7773851590105967,历史2/5次成功; 当前距低点0.78%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
86,68.83253472464068,60.51577903682719,688556,高测股份,bottom_area,2026-06-04,10.9,15.8,2026-06-04,10.59,2.9272898961284275,5.3824362606232325,32.9746835443038,31.0126582278481,False,-0.0917,4.1287,1,2,1,50.0,67.0,67.0,17.072710103871575,2.9272898961284275,历史1/2次成功; 当前距低点2.93%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
87,68.7010268963338,57.512709972814434,600216,浙江医药,bottom_area,2026-06-04,12.08,16.87,2026-06-04,12.05,0.24896265560165445,3.485477178423236,28.57142857142857,28.393598103141677,False,-2.5806,1.2948,1,2,1,50.0,40.862068965517246,40.862068965517246,19.75103734439835,0.24896265560165445,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
88,68.45681142825524,60.076859714265396,002009,天奇股份,bottom_area,2026-06-04,21.45,28.99,2026-06-04,20.86,2.828379674017257,6.51965484180249,28.044153156260776,26.00896860986547,False,1.2748,7.0679,1,4,1,25.0,44.78798586572438,44.78798586572438,17.171620325982744,2.828379674017257,历史1/4次成功; 当前距低点2.83%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
89,68.07505875659922,57.87071814013744,600346,恒力石化,bottom_area,2026-06-04,16.73,23.23,2026-06-04,16.55,1.0876132930513578,6.042296072507552,28.755919070167884,27.981058975462762,False,-4.4546,0.6977,1,2,1,50.0,23.443421765024375,23.443421765024375,18.912386706948645,1.0876132930513578,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
90,67.85514114637111,58.27614695116014,300618,寒锐钴业,bottom_area,2026-06-04,37.05,50.11,2026-06-04,36.45,1.646090534979408,4.663923182441689,27.260027938535213,26.062662143284776,False,-3.7412,2.8144,1,2,1,50.0,32.46899661781286,32.46899661781286,18.353909465020593,1.646090534979408,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
91,67.83648588001161,58.09952850343877,300758,七彩化学,bottom_area,2026-06-04,11.54,15.76,2026-06-04,11.37,1.4951627088830248,4.4854881266490905,27.855329949238584,26.7766497461929,False,-3.9134,4.4745,2,6,2,33.33333333333333,32.44712981913295,38.59480269489894,18.504837291116978,1.4951627088830248,历史2/6次成功; 当前距低点1.50%; 最新日涨幅-3.91%; 状态bottom_area; 底部未确认
92,67.49450793650796,58.184920634920644,301636,泽润新能,bottom_area,2026-06-04,49.5,69.6,2026-06-04,48.6,1.851851851851849,2.674897119341558,30.17241379310344,28.87931034482758,False,-0.8811,3.0916,1,2,1,50.0,24.285714285714274,24.285714285714274,18.148148148148152,1.851851851851849,历史1/2次成功; 当前距低点1.85%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
93,67.21939119813744,57.9543793143793,300511,雪榕生物,bottom_area,2026-06-04,6.03,8.48,2026-05-29,5.92,1.8581081081081134,6.250000000000002,30.188679245283023,28.891509433962266,False,-1.7915,2.9534,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,18.141891891891888,1.8581081081081134,历史2/6次成功; 当前距低点1.86%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
94,67.09994421809495,56.57728916348499,603348,文灿股份,bottom_area,2026-06-04,15.7,22.0,2026-06-04,15.6,0.6410256410256387,3.974358974358969,29.090909090909093,28.636363636363637,False,-2.7261,0.591,2,5,2,40.0,28.97219153238415,31.539888682745836,19.35897435897436,0.6410256410256387,历史2/5次成功; 当前距低点0.64%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
95,66.76063435750181,56.14855707106964,688148,芳源股份,bottom_area,2026-06-04,8.0,11.14,2026-06-04,7.96,0.5025125628140708,3.015075376884414,28.545780969479356,28.186714542190312,False,-2.3199,2.3153,2,5,2,40.0,24.96927803379417,26.66666666666668,19.49748743718593,0.5025125628140708,历史2/5次成功; 当前距低点0.50%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
96,66.44220385243561,59.09848986582929,600770,综艺股份,bottom_area,2026-06-04,6.1,8.62,2026-06-02,5.89,3.5653650254668925,4.753820033955862,31.67053364269141,29.234338747099763,False,0.4942,2.5787,1,2,1,50.0,27.72861356932153,27.72861356932153,16.434634974533108,3.5653650254668925,历史1/2次成功; 当前距低点3.57%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
97,66.4226974770737,58.2643382774372,003001,中岩大地,bottom_area,2026-06-04,17.24,23.75,2026-06-02,16.77,2.802623732856284,9.660107334525945,29.389473684210525,27.41052631578948,True,2.0118,10.2443,1,4,1,25.0,25.533980582524272,25.533980582524272,17.197376267143717,2.802623732856284,历史1/4次成功; 当前距低点2.80%; 最新日涨幅2.01%; 状态bottom_area; 底部已确认
98,66.10012221486497,55.66193220690367,002588,史丹利,bottom_area,2026-06-04,8.82,12.1,2026-06-04,8.77,0.5701254275940789,3.192702394526809,27.520661157024794,27.107438016528924,False,-2.649,1.3624,1,2,1,50.0,34.848484848484844,34.848484848484844,19.42987457240592,0.5701254275940789,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
99,65.87738499328735,59.888531812079414,300603,立昂技术,bottom_area,2026-06-04,9.02,12.6,2026-06-04,8.61,4.761904761904764,4.994192799070845,31.66666666666667,28.41269841269841,False,1.2346,5.5994,3,8,3,37.5,40.39341220011974,49.427168576104755,15.238095238095237,4.761904761904764,历史3/8次成功; 当前距低点4.76%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
100,65.67456481955145,55.45500045076721,688085,三友医疗,bottom_area,2026-06-04,14.0,19.89,2026-06-04,13.9,0.7194244604316521,4.244604316546761,30.11563599798894,29.61287078934138,False,-3.1812,1.055,1,2,1,50.0,45.78111946532998,45.78111946532998,19.28057553956835,0.7194244604316521,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
101,65.66214063841942,55.43791378309456,688339,亿华通,bottom_area,2026-06-04,21.19,28.94,2026-06-04,21.04,0.7129277566540025,2.376425855513308,27.297857636489294,26.779543883897716,False,-1.8981,1.5927,2,7,2,28.57142857142857,48.48980297838693,76.30996309963099,19.287072243346,0.7129277566540025,历史2/7次成功; 当前距低点0.71%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
102,65.59291425011897,56.11341994382022,002392,北京利尔,bottom_area,2026-06-04,7.79,11.33,2026-06-04,7.68,1.432291666666671,2.864583333333342,32.21535745807591,31.24448367166814,False,-1.6414,1.5691,1,4,1,25.0,28.838951310861425,28.838951310861425,18.56770833333333,1.432291666666671,历史1/4次成功; 当前距低点1.43%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
103,65.54298795180725,55.83783963439968,688189,南新制药,bottom_area,2026-06-04,7.56,10.4,2026-06-04,7.47,1.2048192771084318,4.1499330655957225,28.173076923076927,27.307692307692317,False,-2.7027,2.1793,1,3,1,33.33333333333333,23.18007662835249,23.18007662835249,18.79518072289157,1.2048192771084318,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
104,65.35295825919965,54.88471341742371,002190,成飞集成,bottom_area,2026-06-04,26.11,36.38,2026-06-04,26.0,0.4230769230769209,2.7692307692307647,28.532160527762514,28.22979659153382,False,-3.2246,1.3678,1,2,1,50.0,39.08241291418863,39.08241291418863,19.57692307692308,0.4230769230769209,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
105,65.34180979807557,55.63197050210613,605108,同庆楼,bottom_area,2026-06-04,12.96,17.8,2026-06-04,12.81,1.1709601873536326,4.371584699453542,28.033707865168537,27.191011235955052,False,-2.7027,1.2084,1,3,1,33.33333333333333,21.658206429780034,21.658206429780034,18.82903981264637,1.1709601873536326,历史1/3次成功; 当前距低点1.17%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
106,65.20832869864088,57.173179190751476,688223,晶科能源,bottom_area,2026-06-04,5.55,7.83,2026-06-04,5.4,2.7777777777777675,4.07407407407407,31.034482758620683,29.118773946360154,False,0.5435,1.065,1,3,1,33.33333333333333,27.167630057803482,27.167630057803482,17.222222222222232,2.7777777777777675,历史1/3次成功; 当前距低点2.78%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
107,65.03248985307764,58.46174262581264,301607,富特科技,bottom_area,2026-06-04,42.44,57.57,2026-06-04,40.75,4.147239263803675,5.128834355828229,29.216605871113426,26.281049157547336,False,0.1416,8.1417,1,2,1,50.0,31.437893264973205,31.437893264973205,15.852760736196325,4.147239263803675,历史1/2次成功; 当前距低点4.15%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
108,64.92834751299937,57.31545501484445,002769,普路通,bottom_area,2026-06-04,7.86,10.99,2026-05-28,7.62,3.1496062992126013,7.086614173228346,30.664240218380346,28.480436760691536,True,0.7692,2.738,1,5,1,20.0,35.51912568306011,35.51912568306011,16.8503937007874,3.1496062992126013,历史1/5次成功; 当前距低点3.15%; 最新日涨幅0.77%; 状态bottom_area; 底部已确认
109,64.7804141018703,54.511132719087804,300584,海辰药业,bottom_area,2026-06-04,32.21,44.31,2026-06-04,32.04,0.5305867665418281,2.77777777777778,27.69126607989168,27.30760550665764,False,-2.2162,2.53,2,7,2,28.57142857142857,41.271961465147655,54.23197492163009,19.469413233458173,0.5305867665418281,历史2/7次成功; 当前距低点0.53%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
110,64.4668963561735,55.376133752384284,688682,霍莱沃,bottom_area,2026-06-04,39.29,53.63,2026-06-02,38.65,1.6558861578266508,6.8564036222509674,27.93212754055567,26.738765616259563,False,-1.0577,1.7478,1,3,1,33.33333333333333,26.22699386503069,26.22699386503069,18.34411384217335,1.6558861578266508,历史1/3次成功; 当前距低点1.66%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
111,64.36704074796678,54.896458681810586,605286,同力天启,bottom_area,2026-06-04,32.02,45.35,2026-06-04,31.62,1.2650221378874198,7.210626185958247,30.275633958103636,29.393605292171994,False,-5.6292,1.8643,1,4,1,25.0,30.46080191502094,30.46080191502094,18.734977862112583,1.2650221378874198,历史1/4次成功; 当前距低点1.27%; 最新日涨幅-5.63%; 状态bottom_area; 底部未确认
112,64.17670663153277,55.450737812911754,600410,华胜天成,bottom_area,2026-06-04,18.06,24.55,2026-06-02,17.71,1.976284584980225,7.2275550536419955,27.86150712830957,26.435845213849298,False,-2.6415,4.2834,1,6,1,16.666666666666664,90.15873015873017,90.15873015873017,18.023715415019776,1.976284584980225,历史1/6次成功; 当前距低点1.98%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
113,64.04210740878887,54.00170509658753,002108,沧州明珠,bottom_area,2026-06-04,4.69,6.44,2026-06-04,4.66,0.64377682403434,3.8626609442060027,27.639751552795033,27.173913043478258,False,-3.299,2.8193,2,5,2,40.0,25.37374330852593,26.35135135135136,19.356223175965663,0.64377682403434,历史2/5次成功; 当前距低点0.64%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
114,63.727887762382544,56.658270805485564,688221,前沿生物,bottom_area,2026-06-04,19.01,25.51,2026-06-02,18.36,3.540305010893258,5.718954248366017,28.028224225793814,25.480203841630733,False,-1.6046,2.0499,3,8,3,37.5,30.52508725979674,34.87394957983194,16.459694989106744,3.540305010893258,历史3/8次成功; 当前距低点3.54%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
115,63.7095570688144,53.46994739944439,301578,辰奕智能,bottom_area,2026-06-04,23.3,34.57,2026-06-04,23.21,0.387763894872899,4.954760878931489,32.8608620190917,32.60052068267284,False,-2.5105,4.2899,1,2,1,50.0,20.8282208588957,20.8282208588957,19.612236105127103,0.387763894872899,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
116,63.53636327583989,55.85669142060051,002929,润建股份,bottom_area,2026-06-04,67.22,92.75,2026-06-04,65.31,2.9245138569897358,4.118817945184501,29.58490566037736,27.525606469002696,False,-1.6964,11.317,1,2,1,50.0,24.91711298138229,24.91711298138229,17.075486143010266,2.9245138569897358,历史1/2次成功; 当前距低点2.92%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
117,63.46222477798185,53.769862401505364,600830,香溢融通,bottom_area,2026-06-04,7.8,10.78,2026-06-04,7.73,0.905562742561441,4.2690815006468315,28.29313543599257,27.643784786641927,False,-2.5,1.6723,1,2,1,50.0,28.787878787878785,28.787878787878785,19.09443725743856,0.905562742561441,历史1/2次成功; 当前距低点0.91%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
118,63.2318321180733,56.39706893667644,605218,伟时电子,bottom_area,2026-06-04,16.47,22.37,2026-06-01,15.88,3.715365239294698,9.886649874055406,29.01206973625391,26.37460885113993,False,-0.2423,1.5144,2,6,2,33.33333333333333,40.29445348889792,42.36874236874236,16.284634760705302,3.715365239294698,历史2/6次成功; 当前距低点3.72%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
119,62.85293227819991,55.2142524018098,003018,金富科技,bottom_area,2026-06-04,50.67,70.84,2026-06-04,49.25,2.8832487309644708,4.020304568527912,30.47713156408809,28.472614342179558,False,-2.7261,5.1701,1,2,1,50.0,20.95730918499352,20.95730918499352,17.11675126903553,2.8832487309644708,历史1/2次成功; 当前距低点2.88%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
120,62.77311970252232,53.11740857799278,603123,翠微股份,bottom_area,2026-06-04,9.66,13.39,2026-06-04,9.58,0.835073068893529,2.7139874739039644,28.454070201643017,27.856609410007472,False,-1.1259,1.7919,2,7,2,28.57142857142857,37.51123366013071,45.93749999999999,19.16492693110647,0.835073068893529,历史2/7次成功; 当前距低点0.84%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
121,62.760542591653326,55.001414477818265,002218,拓日新能,bottom_area,2026-06-04,4.48,6.46,2026-06-02,4.36,2.7522935779816535,5.5045871559632875,32.50773993808049,30.6501547987616,False,-0.4444,2.6065,1,4,1,25.0,39.04109589041095,39.04109589041095,17.247706422018346,2.7522935779816535,历史1/4次成功; 当前距低点2.75%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
122,62.59682550995672,52.48094466521906,002460,赣锋锂业,bottom_area,2026-06-04,66.79,91.67,2026-06-04,66.57,0.3304791948325268,2.5537028691602868,27.3808225155449,27.14083124250027,False,-2.9074,3.4712,1,3,1,33.33333333333333,34.25324675324675,34.25324675324675,19.669520805167473,0.3304791948325268,历史1/3次成功; 当前距低点0.33%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
123,62.32026416426669,52.38744596042759,300746,汉嘉数智,bottom_area,2026-06-04,10.58,14.6,2026-06-04,10.53,0.47483380816714826,3.5137701804368566,27.876712328767127,27.534246575342465,False,-2.3084,1.2797,1,4,1,25.0,36.90896259703598,36.90896259703598,19.525166191832852,0.47483380816714826,历史1/4次成功; 当前距低点0.47%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
124,62.19231947810994,52.572644163150485,300569,天能重工,bottom_area,2026-06-04,5.17,7.18,2026-06-04,5.13,0.7797270955165699,3.5087719298245554,28.55153203342618,27.99442896935933,False,-2.2684,1.709,1,3,1,33.33333333333333,40.25316455696202,40.25316455696202,19.220272904483434,0.7797270955165699,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
125,61.547768086841856,52.89664102621858,688176,亚虹医药,bottom_area,2026-06-04,10.26,14.59,2026-06-04,10.09,1.6848364717542115,6.144697720515372,30.843043180260455,29.677861549006167,False,-0.5814,2.4264,1,5,1,20.0,25.473484848484844,25.473484848484844,18.31516352824579,1.6848364717542115,历史1/5次成功; 当前距低点1.68%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
126,61.07167587231854,53.6265997976126,688091,上海谊众,bottom_area,2026-06-04,42.8,61.98,2026-06-02,41.61,2.859889449651521,11.031002162941608,32.865440464666015,30.945466279444982,False,-2.8377,2.4838,1,4,1,25.0,32.96853625171,32.96853625171,17.14011055034848,2.859889449651521,历史1/4次成功; 当前距低点2.86%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
127,61.04598998139279,51.7246891737665,600328,中盐化工,bottom_area,2026-06-04,6.67,9.07,2026-06-04,6.61,0.9077155824508262,3.630862329803318,27.122381477398015,26.460859977949287,False,-2.6277,1.4988,1,3,1,33.33333333333333,37.26315789473683,37.26315789473683,19.092284417549173,0.9077155824508262,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
128,60.48209722322092,51.0681169462893,002589,瑞康医药,bottom_area,2026-06-04,2.81,3.95,2026-05-27,2.79,0.7168458781362014,5.734767025089611,29.367088607594937,28.86075949367089,False,-2.0906,1.3902,2,8,2,25.0,32.78239542171958,37.073170731707336,19.2831541218638,0.7168458781362014,历史2/8次成功; 当前距低点0.72%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
129,60.320623427438875,54.26036490215467,301191,菲菱科思,bottom_area,2026-06-04,141.25,190.0,2026-06-04,135.58,4.182032748192939,5.059743324974174,28.642105263157884,25.657894736842106,False,-1.1547,8.7005,1,2,1,50.0,31.749460043196553,31.749460043196553,15.817967251807064,4.182032748192939,历史1/2次成功; 当前距低点4.18%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
130,60.11750397331995,51.04969393243922,002298,中电鑫龙,bottom_area,2026-06-04,8.85,12.01,2026-06-04,8.76,1.027397260273971,3.5388127853881337,27.060782681099084,26.311407160699417,False,-2.3179,4.1255,1,8,1,12.5,23.734729493891784,23.734729493891784,18.972602739726028,1.027397260273971,历史1/8次成功; 当前距低点1.03%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
131,60.09191020555359,50.466983411467744,002324,普利特,bottom_area,2026-06-04,11.85,16.2,2026-06-04,11.8,0.423728813559313,2.8813559322033884,27.160493827160487,26.851851851851848,False,-2.4691,2.0597,1,4,1,25.0,25.957446808510653,25.957446808510653,19.57627118644069,0.423728813559313,历史1/4次成功; 当前距低点0.42%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
132,59.823314530944806,50.32428436466696,000792,盐湖股份,bottom_area,2026-06-04,29.35,41.6,2026-06-04,29.2,0.5136986301369937,3.3561643835616453,29.807692307692314,29.447115384615387,False,-2.9431,1.6177,1,3,1,33.33333333333333,24.904214559386965,24.904214559386965,19.486301369863007,0.5136986301369937,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
133,59.654765055798244,50.37570931271696,300505,川金诺,bottom_area,2026-06-04,19.49,26.68,2026-06-04,19.35,0.7235142118862894,4.2377260981912155,27.473763118440775,26.949025487256378,False,-3.6103,5.3496,1,4,1,25.0,39.35656836461126,39.35656836461126,19.27648578811371,0.7235142118862894,历史1/4次成功; 当前距低点0.72%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
134,59.40579807432453,53.86125692072091,300485,赛升药业,bottom_area,2026-06-04,8.84,12.14,2026-05-27,8.45,4.615384615384623,7.810650887573967,30.395387149917635,27.18286655683691,True,1.6092,2.0574,1,5,1,20.0,34.915773353751916,34.915773353751916,15.384615384615378,4.615384615384623,历史1/5次成功; 当前距低点4.62%; 最新日涨幅1.61%; 状态bottom_area; 底部已确认
135,59.376992053094,50.33327634884436,002312,川发龙蟒,bottom_area,2026-06-04,8.66,11.76,2026-06-04,8.58,0.9324009324009332,3.030303030303028,27.04081632653061,26.36054421768707,False,-2.3675,1.2046,2,7,2,28.57142857142857,23.735832045337464,25.833333333333343,19.067599067599065,0.9324009324009332,历史2/7次成功; 当前距低点0.93%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
