rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.7120078744886,80.60291115040864,600011,华能国际,bottom_area,2024-08-30,6.94,2024-08-27,6.86,1.1661807580174937,3.6443148688046643,30.707070707070706,False,0.0,0.7235,1,1,1,100.0,22.267759562841515,22.267759562841515,8.833819241982507,1.1661807580174937,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,74.97813727393225,74.97453272908952,301510,固高科技,bottom_area,2024-08-30,20.8,2024-08-21,19.81,4.997476022211015,7.3700151438667385,28.91998564764981,True,0.0,1.9163,2,2,2,100.0,13.11170999855176,16.010654039656714,5.002523977788986,4.997476022211015,历史2/2次成功; 当前距低点5.00%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
17,74.62505312922328,74.25241091829504,600262,北方股份,bottom_area,2024-08-30,16.14,2024-08-29,15.41,4.737183646982482,6.55418559377029,31.48065807025344,False,1.4456,3.3216,2,2,2,100.0,15.232202330188693,17.269624573378834,5.262816353017518,4.737183646982482,历史2/2次成功; 当前距低点4.74%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
18,74.39655558151857,73.61158799540759,600183,生益科技,bottom_area,2024-08-30,17.63,2024-08-29,16.88,4.443127962085308,7.2274881516587826,29.519832985386223,True,1.3801,1.2962,3,4,3,75.0,19.822149187968265,25.158227848101262,5.556872037914692,4.443127962085308,历史3/4次成功; 当前距低点4.44%; 最新日涨幅1.38%; 状态bottom_area; 底部已确认
19,73.92880407211204,73.70292677099776,301509,金凯生科,bottom_area,2024-08-30,26.43,2024-08-28,25.21,4.839349464498211,6.227687425624754,29.6792189679219,False,1.4587,3.8208,2,2,2,100.0,13.530341666955287,15.05054819877544,5.160650535501789,4.839349464498211,历史2/2次成功; 当前距低点4.84%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
20,73.4906101935477,72.20667422446665,600997,开滦股份,bottom_area,2024-08-30,6.13,2024-07-30,5.89,4.074702886247882,6.451612903225805,30.70588235294118,False,0.3273,0.5425,1,1,1,100.0,12.77955271565495,12.77955271565495,5.925297113752119,4.074702886247882,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
21,71.72890148774677,71.04701063060055,301518,长华化学,bottom_area,2024-08-30,14.17,2024-08-28,13.56,4.4985250737463085,5.752212389380526,28.21598729486501,False,1.5043,1.8322,1,1,1,100.0,11.740041928721173,11.740041928721173,5.5014749262536915,4.4985250737463085,历史1/1次成功; 当前距低点4.50%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
22,70.44785792706537,70.1486943775142,002140,东华科技,bottom_area,2024-08-30,6.8,2024-08-23,6.49,4.776579352850533,5.855161787365176,27.888888888888886,False,0.7407,0.7466,1,1,1,100.0,10.318791946308728,10.318791946308728,5.223420647149468,4.776579352850533,历史1/1次成功; 当前距低点4.78%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
23,69.9323123431125,68.7040829276462,000037,深南电A,bottom_area,2024-08-30,7.16,2024-08-28,6.88,4.069767441860469,5.087209302325589,28.92561983471074,False,1.5603,1.4465,5,8,5,62.5,25.1379177155272,45.16765285996055,5.930232558139532,4.069767441860469,历史5/8次成功; 当前距低点4.07%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
24,64.44313299311045,64.25000614180445,002732,燕塘乳业,bottom_area,2024-08-30,13.64,2024-08-23,13.01,4.842428900845509,5.918524212144502,29.599567099567103,False,0.5158,0.4551,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,5.157571099154492,4.842428900845509,历史2/3次成功; 当前距低点4.84%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
25,59.34661840835398,58.60996527062423,603282,亚光股份,bottom_area,2024-08-30,12.73,2024-08-26,12.2,4.344262295081977,6.311475409836078,27.164179104477615,False,1.112,2.0699,1,2,1,50.0,34.64991023339317,34.64991023339317,5.655737704918024,4.344262295081977,历史1/2次成功; 当前距低点4.34%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
26,55.00109434183378,54.232981089585955,301538,骏鼎达,bottom_area,2024-08-30,69.97,2024-08-28,67.11,4.261659961257635,6.526598122485465,29.984350547730827,False,2.1758,9.0328,1,2,1,50.0,10.10519247985676,10.10519247985676,5.738340038742366,4.261659961257635,历史1/2次成功; 当前距低点4.26%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
27,53.49299632476802,53.368246171558276,300751,迈为股份,bottom_area,2024-08-30,81.71,2024-08-28,77.91,4.877422667180077,6.738544474393532,27.89449329014345,False,1.239,2.1161,1,2,1,50.0,13.004138993165853,13.004138993165853,5.122577332819924,4.877422667180077,历史1/2次成功; 当前距低点4.88%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
