rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.6980193734757,68.84847003081572,000695,滨海能源,bottom_area,2024-12-12,11.93,2024-12-04,11.7,1.9658119658119695,7.179487179487179,30.810171496156123,True,-0.8313,4.0687,2,3,2,66.66666666666666,21.042229280647017,21.910112359550556,18.03418803418803,1.9658119658119695,历史2/3次成功; 当前距低点1.97%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
2,62.503829437463025,56.39217397254506,001229,魅视科技,bottom_area,2024-12-12,41.3,2024-12-06,39.58,4.34562910560889,5.356240525517951,31.033281059418023,False,0.56,18.6269,1,3,1,33.33333333333333,42.18749999999999,42.18749999999999,15.654370894391112,4.34562910560889,历史1/3次成功; 当前距低点4.35%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
3,60.819352297504985,54.187233804281554,001209,洪兴股份,bottom_area,2024-12-12,19.56,2024-12-11,18.87,3.656597774244821,4.29252782193958,32.4865831842576,False,0.6691,23.0627,1,3,1,33.33333333333333,21.88679245283018,21.88679245283018,16.34340222575518,3.656597774244821,历史1/3次成功; 当前距低点3.66%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
4,57.704187169932446,49.89037127453974,002520,日发精机,bottom_area,2024-12-12,7.1,2024-12-11,6.96,2.011494252873559,6.465517241379313,28.09917355371901,False,-3.0055,16.6066,1,6,1,16.666666666666664,30.752212389380546,30.752212389380546,17.988505747126442,2.011494252873559,历史1/6次成功; 当前距低点2.01%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
