rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.04279471337452,80.32343005989509,002246,北化股份,bottom_area,2025-01-15,9.55,2025-01-06,9.2,3.804347826086972,6.521739130434799,27.38752959747435,False,-0.9336,1.6204,4,4,4,100.0,25.577113458996685,31.992687385740403,11.195652173913027,3.804347826086972,历史4/4次成功; 当前距低点3.80%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
2,80.82749960018867,76.8123106351685,605208,永茂泰,bottom_area,2025-01-15,7.26,2025-01-13,6.93,4.761904761904763,7.647907647907652,29.501525940996952,True,-2.5503,4.9351,3,3,3,100.0,25.911040281243864,46.887631366208595,10.238095238095237,4.761904761904763,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-2.55%; 状态bottom_area; 底部已确认
3,80.11004386816799,74.00514731954343,300682,朗新科技,bottom_area,2025-01-15,10.51,2025-01-13,10.18,3.241650294695482,7.26915520628684,29.256428075052128,True,-3.0443,1.6345,2,2,2,100.0,19.0651074809093,21.503593145384194,11.758349705304518,3.241650294695482,历史2/2次成功; 当前距低点3.24%; 最新日涨幅-3.04%; 状态bottom_area; 底部已确认
4,77.55318304697686,73.98118172580234,000818,航锦科技,bottom_area,2025-01-15,15.43,2025-01-13,14.7,4.965986394557826,8.027210884353753,31.340495095749652,True,-2.6498,1.7621,1,1,1,100.0,46.52489626556016,46.52489626556016,10.034013605442173,4.965986394557826,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
5,75.02688311089925,71.00644408911614,688197,首药控股,bottom_area,2025-01-15,28.32,2025-01-13,27.09,4.540420819490588,6.976744186046514,27.216550241805482,False,-1.2552,0.3812,2,2,2,100.0,17.841954610509095,19.863013698630137,10.459579180509412,4.540420819490588,历史2/2次成功; 当前距低点4.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
6,75.02263208758592,70.87213194657662,300434,金石亚药,bottom_area,2025-01-15,8.7,2025-01-13,8.33,4.441776710684264,7.563025210084043,27.439024390243905,True,-2.7933,6.3553,3,4,3,75.0,27.550445413638354,39.62264150943396,10.558223289315736,4.441776710684264,历史3/4次成功; 当前距低点4.44%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
7,72.43303380813015,69.11392628118772,002047,宝鹰股份,bottom_area,2025-01-15,2.53,2025-01-13,2.41,4.979253112033181,7.46887966804978,28.27380952380952,True,-1.5564,1.8109,1,1,1,100.0,20.51948051948051,20.51948051948051,10.02074688796682,4.979253112033181,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
8,70.79519478545505,67.46156761389142,601216,君正集团,bottom_area,2025-01-15,5.13,2025-01-13,4.89,4.907975460122705,5.930470347648263,32.45856353591161,False,-0.7737,0.8995,1,1,1,100.0,19.955654101995574,19.955654101995574,10.092024539877295,4.907975460122705,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
9,70.28247250685473,65.19305208394455,600325,华发股份,bottom_area,2025-01-15,5.38,2025-01-13,5.2,3.4615384615384563,4.8076923076923075,29.539295392953925,False,-0.9208,1.0103,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,11.538461538461544,3.4615384615384563,历史2/3次成功; 当前距低点3.46%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
10,64.8595914185017,60.21095994606732,300347,泰格医药,bottom_area,2025-01-15,50.21,2025-01-13,48.51,3.5044320758606538,5.400948258091125,29.797395079594786,False,-0.7708,1.8727,2,4,2,50.0,22.102500424890394,23.423271500843175,11.495567924139346,3.5044320758606538,历史2/4次成功; 当前距低点3.50%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
11,64.3566912440327,61.126604629153945,000002,万科A,bottom_area,2025-01-15,6.86,2025-01-13,6.55,4.7328244274809235,6.259541984732826,27.1412680756396,False,-0.7236,0.9131,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,10.267175572519076,4.7328244274809235,历史2/3次成功; 当前距低点4.73%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
