rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.33443401965985,82.7597062009163,603322,超讯通信,bottom_area,2025-12-24,38.82,2025-12-23,38.44,0.9885535900104125,4.214360041623321,30.500813596094744,False,0.129,4.3556,7,7,7,100.0,21.524776269570104,39.45833333333333,9.011446409989588,0.9885535900104125,历史7/7次成功; 当前距低点0.99%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,89.23281250439966,83.86116491396463,002728,特一药业,bottom_area,2025-12-24,11.1,2025-12-19,10.91,1.7415215398716728,4.12465627864344,27.508305647840537,False,-1.2456,6.6908,4,4,4,100.0,19.310935617591518,39.3073593073593,8.258478460128329,1.7415215398716728,历史4/4次成功; 当前距低点1.74%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
3,89.12207906781565,85.68346627645779,300609,汇纳科技,bottom_area,2025-12-24,36.48,2025-12-17,35.44,2.934537246049659,6.997742663656896,28.20097244732577,False,2.0134,2.5998,5,5,5,100.0,21.25919998629576,49.87035436473638,7.065462753950341,2.934537246049659,历史5/5次成功; 当前距低点2.93%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
4,87.58740729041993,81.3617999166091,600048,保利发展,bottom_area,2025-12-24,6.26,2025-12-17,6.19,1.1308562197091987,2.9079159935379595,27.60233918128655,False,-0.1595,0.8842,2,2,2,100.0,31.721247836269217,31.987577639751546,8.869143780290802,1.1308562197091987,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
5,84.37284176793273,83.35350326056667,300598,诚迈科技,bottom_area,2025-12-24,45.22,2025-12-17,43.33,4.361873990306949,4.661897069005316,32.296875,False,1.3674,1.9864,5,5,5,100.0,26.22890300250812,45.24950099800398,5.638126009693052,4.361873990306949,历史5/5次成功; 当前距低点4.36%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
6,84.17496998428845,78.47338789503948,605368,蓝天燃气,bottom_area,2025-12-24,7.68,2025-12-18,7.58,1.319261213720312,2.6385224274406354,31.65013525698828,False,0.6553,0.8313,1,1,1,100.0,12.695179904955879,12.695179904955879,8.680738786279688,1.319261213720312,历史1/1次成功; 当前距低点1.32%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
7,81.99498823137318,80.11474423404358,600222,太龙药业,bottom_area,2025-12-24,6.86,2025-12-16,6.61,3.7821482602118,8.623298033282895,29.978813559322028,True,0.0,2.9614,2,2,2,100.0,25.849689609282233,37.696335078534034,6.217851739788201,3.7821482602118,历史2/2次成功; 当前距低点3.78%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
8,81.77211048432004,79.26059990889365,600161,天坛生物,bottom_area,2025-12-24,16.6,2025-12-24,16.06,3.3623910336239273,4.794520547945203,27.264492753623188,False,2.9138,1.2084,2,2,2,100.0,25.305653040624797,36.77455357142857,6.6376089663760744,3.3623910336239273,历史2/2次成功; 当前距低点3.36%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
9,81.00879722015388,78.37960784313726,600708,光明地产,bottom_area,2025-12-24,3.16,2025-12-17,3.06,3.2679738562091534,6.209150326797384,27.65957446808511,False,0.0,0.5542,1,1,1,100.0,36.07843137254903,36.07843137254903,6.732026143790848,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,79.65332692471885,77.36955780351273,301567,贝隆精密,bottom_area,2025-12-24,44.99,2025-12-17,43.48,3.47286108555659,6.20975160993561,31.527559055118115,False,2.5296,9.9891,2,2,2,100.0,16.4929090246331,16.59192825112107,6.5271389144434115,3.47286108555659,历史2/2次成功; 当前距低点3.47%; 最新日涨幅2.53%; 状态bottom_area; 底部未确认
11,79.58317068974348,78.88872766452756,002129,TCL中环,bottom_area,2025-12-24,8.52,2025-12-16,8.15,4.539877300613488,4.907975460122704,29.253472222222214,False,1.5495,1.7897,3,3,3,100.0,21.073375859818903,31.12759643916912,5.460122699386513,4.539877300613488,历史3/3次成功; 当前距低点4.54%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
