rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.32852713316319,89.89042885061885,603222,济民健康,bottom_area,2023-07-11,9.62,2023-07-10,9.49,1.3698630136986196,4.636459430979974,27.112135176651304,False,0.1041,1.4449,7,7,7,100.0,24.697400655116585,68.46504559270518,8.630136986301382,1.3698630136986196,历史7/7次成功; 当前距低点1.37%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
2,89.5876606510688,84.67426061536119,688258,卓易信息,bottom_area,2023-07-11,62.04,2023-07-07,60.8,2.0394736842105297,7.828947368421062,29.654055304871,False,0.1938,1.6097,3,3,3,100.0,21.528282878285978,27.716894977168955,7.960526315789471,2.0394736842105297,历史3/3次成功; 当前距低点2.04%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,86.24875277524035,82.14462819701579,688156,路德科技,bottom_area,2023-07-11,26.44,2023-07-11,25.81,2.4409143742735475,3.370786516853937,28.285634898582945,False,0.5323,1.2589,2,2,2,100.0,29.515661130964897,44.22535211267606,7.5590856257264525,2.4409143742735475,历史2/2次成功; 当前距低点2.44%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
4,84.59932888295505,81.49476635514019,002535,林州重机,bottom_area,2023-07-11,4.41,2023-07-10,4.28,3.037383177570091,5.140186915887844,30.179445350734092,False,3.0374,14.966,1,1,1,100.0,54.03225806451613,54.03225806451613,6.96261682242991,3.037383177570091,历史1/1次成功; 当前距低点3.04%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
5,83.3899183261794,79.83936944462747,688195,腾景科技,bottom_area,2023-07-11,41.6,2023-07-11,40.5,2.716049382716053,5.753086419753082,29.626411815812332,False,-4.2798,10.9371,7,7,7,100.0,19.849258264623995,38.77410468319559,7.283950617283947,2.716049382716053,历史7/7次成功; 当前距低点2.72%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
6,82.76268501019364,79.24645172187216,603178,圣龙股份,bottom_area,2023-07-11,12.08,2023-07-11,11.76,2.721088435374152,3.7414965986394515,28.11735941320293,False,1.6835,6.4675,2,2,2,100.0,17.36845889529691,21.994535519125673,7.278911564625849,2.721088435374152,历史2/2次成功; 当前距低点2.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
7,82.2659638357463,78.15531198635128,002825,纳尔股份,bottom_area,2023-07-11,8.86,2023-07-07,8.66,2.3094688221708926,2.3094688221708926,32.55451713395638,False,1.0262,0.9546,1,1,1,100.0,23.123123123123136,23.123123123123136,7.690531177829108,2.3094688221708926,历史1/1次成功; 当前距低点2.31%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
8,81.7621553771307,75.83787873260704,605266,健之佳,bottom_area,2023-07-11,59.5,2023-07-10,58.88,1.0529891304347783,4.330842391304343,32.50028659864726,False,-0.7837,0.5634,3,4,3,75.0,21.901580376335108,33.154615273148806,8.947010869565222,1.0529891304347783,历史3/4次成功; 当前距低点1.05%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
9,81.45989471696187,78.78338289307307,688236,春立医疗,bottom_area,2023-07-11,24.49,2023-06-28,23.72,3.2462057335581775,7.082630691399662,32.228571428571435,True,2.5544,1.7335,1,1,1,100.0,28.788881535407025,28.788881535407025,6.753794266441823,3.2462057335581775,历史1/1次成功; 当前距低点3.25%; 最新日涨幅2.55%; 状态bottom_area; 底部已确认
10,79.22036759636761,75.69032245602223,688085,三友医疗,bottom_area,2023-07-11,25.58,2023-06-26,24.93,2.6073004412354535,6.498194945848379,29.25652667423383,False,0.8675,0.2668,1,1,1,100.0,13.52133044107013,13.52133044107013,7.392699558764547,2.6073004412354535,历史1/1次成功; 当前距低点2.61%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
11,78.6114305424809,73.93695740365112,601669,中国电建,bottom_area,2023-07-11,5.71,2023-06-07,5.61,1.7825311942958937,5.882352941176471,29.78723404255319,False,-0.1748,0.614,1,1,1,100.0,16.457680250783696,16.457680250783696,8.217468805704106,1.7825311942958937,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
