rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.87885102633365,85.83189189189189,301260,格力博,bottom_area,2025-06-23,18.71,2025-06-23,18.5,1.1351351351351398,2.108108108108111,29.3353705118411,False,0.107,2.1601,1,1,1,100.0,58.71313672922254,58.71313672922254,18.86486486486486,1.1351351351351398,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
2,98.3779471662982,84.56153846153849,001230,劲旅环境,bottom_area,2025-06-23,19.83,2025-06-23,19.5,1.6923076923076836,2.7692307692307647,30.629669156883672,False,1.0188,3.5477,1,1,1,100.0,84.69119579500656,84.69119579500656,18.307692307692317,1.6923076923076836,历史1/1次成功; 当前距低点1.69%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
3,94.8253658536585,82.71999999999998,603787,新日股份,bottom_area,2025-06-23,11.89,2025-06-23,11.6,2.500000000000008,2.6724137931034524,28.39506172839506,False,1.0195,3.5014,1,1,1,100.0,92.85714285714283,92.85714285714283,17.499999999999993,2.500000000000008,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
4,94.58050691244242,82.59142857142858,000605,渤海股份,bottom_area,2025-06-23,6.82,2025-06-20,6.65,2.5563909774436078,2.857142857142849,29.25531914893617,False,1.6393,1.6788,1,1,1,100.0,56.66666666666668,56.66666666666668,17.443609022556394,2.5563909774436078,历史1/1次成功; 当前距低点2.56%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
5,93.57713103547532,82.06230769230771,600250,南京商旅,bottom_area,2025-06-23,10.69,2025-06-23,10.4,2.7884615384615303,5.09615384615384,28.52233676975945,False,1.1353,6.2651,1,1,1,100.0,53.93258426966293,53.93258426966293,17.21153846153847,2.7884615384615303,历史1/1次成功; 当前距低点2.79%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
6,92.32479748241649,79.77159327013884,600770,综艺股份,bottom_area,2025-06-23,5.16,2025-06-23,5.06,1.976284584980248,2.569169960474324,32.980132450331126,False,0.3891,1.6999,1,1,1,100.0,27.72861356932153,27.72861356932153,18.023715415019755,1.976284584980248,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
7,91.82567749777161,79.92923344947734,002127,南极电商,bottom_area,2025-06-23,3.87,2025-06-20,3.78,2.3809523809523894,2.6455026455026482,29.34579439252336,False,0.7813,1.5923,1,1,1,100.0,33.53658536585366,33.53658536585366,17.619047619047613,2.3809523809523894,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
8,91.71109756528247,79.01056326804512,003025,思进智能,bottom_area,2025-06-23,12.89,2025-06-23,12.66,1.8167456556082182,1.9747235387045814,27.98634812286689,False,0.9397,1.4535,1,1,1,100.0,21.681415929203535,21.681415929203535,18.183254344391784,1.8167456556082182,历史1/1次成功; 当前距低点1.82%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
9,91.18649185987492,79.46535238333328,688306,均普智能,bottom_area,2025-06-23,8.8,2025-06-23,8.59,2.4447031431897654,2.910360884749709,28.416666666666668,False,1.1494,0.766,1,1,1,100.0,31.824062095730905,31.824062095730905,17.555296856810234,2.4447031431897654,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
10,90.74992619161719,79.49966662074668,002678,珠江钢琴,bottom_area,2025-06-23,4.89,2025-06-23,4.76,2.7310924369747878,2.7310924369747878,29.79351032448378,False,1.2422,2.1866,1,1,1,100.0,35.5191256830601,35.5191256830601,17.268907563025213,2.7310924369747878,历史1/1次成功; 当前距低点2.73%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
11,89.78242838674383,78.0693407815313,603681,永冠新材,bottom_area,2025-06-23,14.53,2025-06-20,14.2,2.323943661971832,3.380281690140848,29.000000000000004,False,1.4665,3.1677,1,1,1,100.0,22.83834586466165,22.83834586466165,17.676056338028168,2.323943661971832,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
12,89.3469617573373,77.96041872407663,600706,曲江文旅,bottom_area,2025-06-23,9.38,2025-06-23,9.15,2.513661202185797,2.841530054644806,27.66798418972332,False,0.6438,3.6757,1,1,1,100.0,24.578313253012034,24.578313253012034,17.486338797814206,2.513661202185797,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
13,88.15600840904601,77.55842519095404,600232,金鹰股份,bottom_area,2025-06-23,6.25,2025-06-23,6.07,2.9654036243822026,3.459637561779241,30.786773090079812,False,2.1242,8.5634,1,1,1,100.0,27.954545454545443,27.954545454545443,17.0345963756178,2.9654036243822026,历史1/1次成功; 当前距低点2.97%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
14,87.47333562931874,77.10357449390956,002615,哈尔斯,bottom_area,2025-06-23,8.06,2025-06-23,7.82,3.0690537084399003,3.0690537084399003,30.673758865248217,False,1.5113,10.9561,1,1,1,100.0,26.779661016949152,26.779661016949152,16.9309462915601,3.0690537084399003,历史1/1次成功; 当前距低点3.07%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
15,87.39356273786176,77.08163793103444,603577,汇金通,bottom_area,2025-06-23,8.97,2025-06-23,8.7,3.103448275862085,3.4482758620689737,32.34836702954899,False,1.9318,2.5899,1,1,1,100.0,27.083333333333325,27.083333333333325,16.896551724137915,3.103448275862085,历史1/1次成功; 当前距低点3.10%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
16,86.805909162017,76.3885202982119,603327,福蓉科技,bottom_area,2025-06-23,8.99,2025-06-23,8.73,2.978235967926687,3.092783505154634,28.148148148148145,False,1.2387,0.7284,1,1,1,100.0,21.82203389830509,21.82203389830509,17.021764032073314,2.978235967926687,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
17,85.57474548001083,76.65490230294128,002909,集泰股份,bottom_area,2025-06-23,6.05,2025-06-23,5.82,3.9518900343642533,4.46735395189003,30.465949820788516,False,2.8912,3.6954,1,1,1,100.0,35.18930957683742,35.18930957683742,16.04810996563575,3.9518900343642533,历史1/1次成功; 当前距低点3.95%; 最新日涨幅2.89%; 状态bottom_area; 底部未确认
18,82.35200077685658,74.14033731419131,688448,磁谷科技,bottom_area,2025-06-23,28.35,2025-06-23,27.2,4.227941176470596,4.227941176470596,30.946940847930946,False,3.2035,2.268,1,1,1,100.0,25.053995680345576,25.053995680345576,15.772058823529406,4.227941176470596,历史1/1次成功; 当前距低点4.23%; 最新日涨幅3.20%; 状态bottom_area; 底部未确认
19,77.95695885928006,67.1844927536232,605136,丽人丽妆,bottom_area,2025-06-23,10.54,2025-06-23,10.35,1.8357487922705265,2.3188405797101472,28.768066070199588,False,0.381,4.9501,1,2,1,50.0,52.667814113597245,52.667814113597245,18.164251207729475,1.8357487922705265,历史1/2次成功; 当前距低点1.84%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
20,66.94296321641664,59.039890936642834,300949,奥雅股份,bottom_area,2025-06-23,39.25,2025-06-23,38.07,3.0995534541633827,3.25715786708695,27.89772727272727,False,1.8687,4.9923,1,2,1,50.0,21.703617269544917,21.703617269544917,16.900446545836616,3.0995534541633827,历史1/2次成功; 当前距低点3.10%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
