rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
12,82.09508204400501,73.62985339070266,603178,圣龙股份,bottom_area,2025-12-16,18.37,2025-12-05,17.66,4.0203850509626315,5.039637599094001,28.182187881252542,False,0.4923,1.3071,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,15.97961494903737,4.0203850509626315,历史5/7次成功; 当前距低点4.02%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
13,78.54456543587428,67.49633460033168,688337,普源精电,bottom_area,2025-12-16,36.35,2025-12-04,35.75,1.678321678321682,6.545454545454556,28.499999999999996,False,-2.7815,0.7716,3,6,3,50.0,38.886602295188766,54.46153846153845,18.32167832167832,1.678321678321682,历史3/6次成功; 当前距低点1.68%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
14,78.0798412697009,66.62128035758086,688005,容百科技,bottom_area,2025-12-16,26.71,2025-12-16,26.37,1.2893439514599918,4.057641259006448,28.864310763420555,False,-2.1612,2.4637,3,6,3,50.0,29.41389552101958,38.76758854924795,18.71065604854001,1.2893439514599918,历史3/6次成功; 当前距低点1.29%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
15,77.41289900839278,64.85339438897223,000692,惠天热电,bottom_area,2025-12-16,3.47,2025-12-16,3.46,0.2890173410404691,4.624277456647403,27.46331236897274,False,-4.1436,5.195,3,5,3,60.0,36.0341608954005,59.042553191489375,19.710982658959534,0.2890173410404691,历史3/5次成功; 当前距低点0.29%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
16,73.43530269401565,64.33011691524283,605228,神通科技,bottom_area,2025-12-16,14.3,2025-12-16,13.92,2.72988505747127,5.3160919540229905,28.247422680412367,False,1.3466,1.8209,2,5,2,40.0,33.94760670041569,47.56554307116105,17.270114942528732,2.72988505747127,历史2/5次成功; 当前距低点2.73%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
17,72.85075146292176,62.296084172353005,603032,德新科技,bottom_area,2025-12-16,17.99,2025-12-16,17.74,1.4092446448703495,3.7204058624577234,28.869286287089025,False,-0.6077,2.5048,2,5,2,40.0,29.296569691706477,33.061224489795926,18.59075535512965,1.4092446448703495,历史2/5次成功; 当前距低点1.41%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
18,72.81065833955431,60.88696167767608,603038,华立股份,bottom_area,2025-12-16,15.84,2025-12-16,15.81,0.1897533206831079,2.7830487033523053,28.623024830699766,False,-1.676,1.7641,2,4,2,50.0,24.944081982976137,28.753412192902637,19.810246679316894,0.1897533206831079,历史2/4次成功; 当前距低点0.19%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
19,71.74583583260592,60.16508487204201,300598,诚迈科技,bottom_area,2025-12-16,43.9,2025-12-16,43.75,0.34285714285713964,3.039999999999996,31.640625,False,-1.3261,2.1294,2,5,2,40.0,44.60644708471124,45.24950099800398,19.657142857142862,0.34285714285713964,历史2/5次成功; 当前距低点0.34%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
20,71.12813154165023,61.10726718996287,600222,太龙药业,bottom_area,2025-12-16,6.72,2025-12-16,6.61,1.6641452344931835,5.143721633888046,29.978813559322028,False,-2.3256,5.4353,1,2,1,50.0,37.696335078534034,37.696335078534034,18.335854765506816,1.6641452344931835,历史1/2次成功; 当前距低点1.66%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
21,69.72667802663838,58.433676528997495,002317,众生药业,bottom_area,2025-12-16,19.59,2025-12-16,19.53,0.3072196620583652,5.325140809011772,28.1985294117647,False,-4.8567,7.2022,2,5,2,40.0,45.076007303712714,58.31999999999999,19.692780337941638,0.3072196620583652,历史2/5次成功; 当前距低点0.31%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
22,69.11266160879349,58.193253388671906,002184,海得控制,bottom_area,2025-12-16,12.46,2025-12-16,12.39,0.5649717514124316,2.0177562550443904,28.257093225246088,False,-1.4241,2.325,2,5,2,40.0,36.72789775210886,50.27203482045704,19.435028248587567,0.5649717514124316,历史2/5次成功; 当前距低点0.56%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
23,67.88563524455411,57.73200902612546,300681,英搏尔,bottom_area,2025-12-16,23.71,2025-12-16,23.45,1.108742004264399,3.3262260127931818,28.133619368679135,False,-3.9303,7.1434,2,6,2,33.33333333333333,25.734448723198668,27.487589035182385,18.891257995735604,1.108742004264399,历史2/6次成功; 当前距低点1.11%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
24,66.85135352628585,56.93752554843985,002589,瑞康医药,bottom_area,2025-12-16,3.4,2025-12-16,3.36,1.1904761904761916,5.952380952380958,28.35820895522389,False,-5.2925,11.6821,2,7,2,28.57142857142857,32.78239542171958,37.073170731707336,18.80952380952381,1.1904761904761916,历史2/7次成功; 当前距低点1.19%; 最新日涨幅-5.29%; 状态bottom_area; 底部未确认
25,66.79051118051461,57.412552578507636,300609,汇纳科技,bottom_area,2025-12-16,36.61,2025-12-16,36.0,1.6944444444444429,5.222222222222229,27.06645056726094,False,-2.7106,3.5142,1,5,1,20.0,49.87035436473638,49.87035436473638,18.305555555555557,1.6944444444444429,历史1/5次成功; 当前距低点1.69%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
26,66.72124117441861,58.31629014967221,600383,金地集团,bottom_area,2025-12-16,3.15,2025-12-15,3.07,2.605863192182413,3.583061889250825,32.675438596491226,False,1.6129,2.1105,1,4,1,25.0,32.594936708860764,32.594936708860764,17.39413680781759,2.605863192182413,历史1/4次成功; 当前距低点2.61%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
27,66.01692618481195,56.030034348236214,002176,江特电机,bottom_area,2025-12-16,9.1,2025-12-16,9.01,0.998890122086569,3.995560488346276,29.99222999222999,False,-2.3605,3.3199,2,5,2,40.0,30.416687239750484,39.01808785529715,19.001109877913432,0.998890122086569,历史2/5次成功; 当前距低点1.00%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
28,65.86073383908318,58.219433227918834,603197,保隆科技,bottom_area,2025-12-16,35.2,2025-11-21,34.1,3.2258064516129075,6.334310850439873,27.431368376250266,False,1.7341,2.0664,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,16.774193548387096,3.2258064516129075,历史2/6次成功; 当前距低点3.23%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
29,65.76248487818904,56.42625645506789,002129,TCL中环,bottom_area,2025-12-16,8.28,2025-12-16,8.15,1.595092024539865,3.067484662576687,29.253472222222214,False,-1.7794,2.0339,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,18.404907975460137,1.595092024539865,历史1/3次成功; 当前距低点1.60%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
30,64.97711787045411,55.936714879211166,603353,和顺石油,bottom_area,2025-12-16,26.94,2025-12-16,26.47,1.775595013222525,8.122402720060453,30.342105263157897,False,-6.263,4.3525,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,18.224404986777476,1.775595013222525,历史2/6次成功; 当前距低点1.78%; 最新日涨幅-6.26%; 状态bottom_area; 底部未确认
31,64.15032379722754,53.79812085188973,600375,汉马科技,bottom_area,2025-12-16,5.81,2025-12-16,5.79,0.34542314335059715,3.2815198618307493,27.44360902255639,False,-1.3582,1.6997,1,2,1,50.0,22.073578595317713,22.073578595317713,19.654576856649403,0.34542314335059715,历史1/2次成功; 当前距低点0.35%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
32,61.27859267733697,52.00183648932975,000070,特发信息,bottom_area,2025-12-16,11.2,2025-12-16,11.09,0.9918845807033313,9.648331830477911,29.721166032953107,False,-8.347,14.4685,1,3,1,33.33333333333333,50.60532687651331,50.60532687651331,19.00811541929667,0.9918845807033313,历史1/3次成功; 当前距低点0.99%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
33,57.34125463671258,48.09678787878789,002605,姚记科技,bottom_area,2025-12-16,22.58,2025-12-16,22.5,0.35555555555554796,2.0888888888888837,27.395934172313645,False,-1.6979,1.0353,1,5,1,20.0,23.2121212121212,23.2121212121212,19.644444444444453,0.35555555555554796,历史1/5次成功; 当前距低点0.36%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
34,53.851132944130725,45.25724752295244,002459,晶澳科技,bottom_area,2025-12-16,10.88,2025-12-16,10.83,0.46168051708218566,3.8781163434903037,29.215686274509807,False,-3.5461,1.2538,1,6,1,16.666666666666664,26.683937823834192,26.683937823834192,19.538319482917814,0.46168051708218566,历史1/6次成功; 当前距低点0.46%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
