rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.75309425939975,78.43806288748793,605198,安德利,bottom_area,2025-07-04,39.91,2025-06-20,39.13,1.9933554817275594,5.877843087145405,29.748653500897664,False,-0.3744,0.6141,1,1,1,100.0,43.241469816272954,43.241469816272954,18.00664451827244,1.9933554817275594,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
2,88.0291881888841,75.36063769052244,000999,华润三九,bottom_area,2025-07-04,31.04,2025-06-23,30.59,1.4710689767897982,4.347826086956528,29.645814167433297,False,-0.5128,0.3613,1,1,1,100.0,20.293951384963254,20.293951384963254,18.528931023210202,1.4710689767897982,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
3,82.74648306858525,70.22700260431061,301348,蓝箭电子,bottom_area,2025-07-04,20.25,2025-07-04,20.05,0.9975062344139616,3.690773067331663,29.001416430594894,False,-1.4599,9.3052,1,1,1,100.0,26.727509778357234,26.727509778357234,19.00249376558604,0.9975062344139616,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
4,82.54555936646224,72.9610395227495,002155,湖南黄金,bottom_area,2025-07-04,17.95,2025-06-30,17.39,3.220241518113851,5.405405405405392,29.28019520130134,False,-1.4278,2.0995,1,1,1,100.0,28.834355828220854,28.834355828220854,16.77975848188615,3.220241518113851,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
5,81.74489273689409,72.43744307251036,600770,综艺股份,bottom_area,2025-07-04,5.23,2025-06-23,5.06,3.3596837944664197,6.916996047430842,32.980132450331126,False,-0.947,1.6141,1,1,1,100.0,27.72861356932153,27.72861356932153,16.64031620553358,3.3596837944664197,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
6,80.01958930661031,69.43053087205135,688114,华大智造,bottom_area,2025-07-04,63.47,2025-06-23,62.1,2.206119162640898,7.004830917874398,28.20809248554913,True,0.4272,1.3859,2,4,2,50.0,24.08861592942264,27.745919717688572,17.7938808373591,2.206119162640898,历史2/4次成功; 当前距低点2.21%; 最新日涨幅0.43%; 状态bottom_area; 底部已确认
7,80.00363234353918,71.74581965477073,603681,永冠新材,bottom_area,2025-07-04,14.77,2025-06-20,14.2,4.014084507042256,7.4647887323943705,29.000000000000004,True,-1.7299,2.2798,1,1,1,100.0,22.83834586466165,22.83834586466165,15.985915492957744,4.014084507042256,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
8,79.47054249582256,71.72887931034481,603577,汇金通,bottom_area,2025-07-04,9.08,2025-06-23,8.7,4.367816091954032,8.275862068965525,32.34836702954899,True,-1.7316,2.7952,1,1,1,100.0,27.083333333333325,27.083333333333325,15.632183908045969,4.367816091954032,历史1/1次成功; 当前距低点4.37%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
9,78.54212567329783,70.44747802737632,605377,华旺科技,bottom_area,2025-07-04,8.79,2025-06-23,8.45,4.023668639053253,4.852071005917162,30.04966887417219,False,-0.453,0.6407,1,1,1,100.0,25.16904583020285,25.16904583020285,15.97633136094675,4.023668639053253,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
10,76.71131663240506,69.99386672595604,688448,磁谷科技,bottom_area,2025-07-04,28.55,2025-06-23,27.2,4.963235294117652,10.11029411764706,30.946940847930946,True,-1.5857,2.1076,1,1,1,100.0,25.053995680345576,25.053995680345576,15.03676470588235,4.963235294117652,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
11,73.76460121372266,66.44151634648479,300346,南大光电,bottom_area,2025-07-04,31.12,2025-06-13,29.85,4.254606365159128,8.576214405360117,27.513355998057303,True,-1.1436,2.4861,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,15.745393634840873,4.254606365159128,历史2/3次成功; 当前距低点4.25%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
