rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.86850077415846,82.73372522261704,002838,道恩股份,bottom_area,2023-01-12,17.32,2023-01-12,17.07,1.4645577035735209,1.6403046280023499,31.937799043062192,False,0.5807,1.1538,2,2,2,100.0,20.71460638045511,24.95606326889279,6.535442296426479,1.4645577035735209,历史2/2次成功; 当前距低点1.46%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,84.35669018035065,82.92767631993635,688075,安旭生物,bottom_area,2023-01-12,86.49,2022-12-30,83.88,3.1115879828326176,5.996661897949453,29.441453566621806,False,-0.9392,2.5337,4,4,4,100.0,31.086542584917854,40.134529147982065,4.888412017167383,3.1115879828326176,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
3,83.33619037124743,79.2507996072968,000715,中兴商业,bottom_area,2023-01-12,6.58,2023-01-12,6.49,1.3867488443759608,6.625577812018485,27.24215246636771,False,-3.8012,10.479,3,3,3,100.0,17.056919206849418,24.33862433862435,6.613251155624039,1.3867488443759608,历史3/3次成功; 当前距低点1.39%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
4,81.95695745186897,77.9920947430844,002095,生意宝,bottom_area,2023-01-12,22.11,2023-01-12,21.8,1.4220183486238471,3.6238532110091706,27.333333333333332,False,-1.0738,8.3146,1,1,1,100.0,33.84030418250951,33.84030418250951,6.577981651376152,1.4220183486238471,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
5,80.70988010086312,75.60934286310403,000411,英特集团,bottom_area,2023-01-12,11.61,2023-01-05,11.54,0.6065857885615277,2.772963604852689,31.675547661338076,False,-1.1915,1.8617,2,2,2,100.0,34.206228285076975,47.98426745329401,7.393414211438473,0.6065857885615277,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
6,80.41229811992164,76.15469216417911,000919,金陵药业,bottom_area,2023-01-12,7.77,2022-12-29,7.68,1.1718749999999982,4.947916666666677,31.12107623318386,False,-0.8929,1.3786,1,1,1,100.0,20.8955223880597,20.8955223880597,6.828125000000002,1.1718749999999982,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
7,80.12677391375463,76.99138894764141,300434,金石亚药,bottom_area,2023-01-12,12.71,2023-01-10,12.47,1.924619085805936,5.773857257417793,28.250863060989634,False,-0.9353,5.4633,2,2,2,100.0,17.954411092897637,26.7379679144385,6.0753809141940645,1.924619085805936,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
8,79.51694574724135,77.54954104827347,002116,中国海诚,confirmed_rebound,2023-01-12,10.28,2022-12-30,10.01,2.697302697302693,8.6913086913087,30.340988169798187,True,-0.5803,0.883,3,3,3,100.0,14.781673108191493,18.51179673321235,5.3026973026973065,2.697302697302693,历史3/3次成功; 当前距低点2.70%; 最新日涨幅-0.58%; 状态confirmed_rebound; 底部已确认
9,79.03798855222938,73.62505608028333,002395,双象股份,bottom_area,2023-01-12,9.63,2023-01-12,9.6,0.3125000000000119,2.604166666666667,29.721815519765745,False,-0.9259,0.8423,1,1,1,100.0,36.59976387249114,36.59976387249114,7.6874999999999885,0.3125000000000119,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
10,78.61313029018878,73.01785600807864,000650,仁和药业,bottom_area,2023-01-12,6.17,2023-01-12,6.16,0.16233766233765887,1.7857142857142767,27.444051825677267,False,-1.1218,2.065,2,2,2,100.0,14.827881065637138,17.19038817005545,7.8376623376623415,0.16233766233765887,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
11,78.38080695596744,72.81010122468297,002349,精华制药,bottom_area,2023-01-12,11.92,2023-01-12,11.9,0.1680672268907527,2.857142857142856,27.03862660944205,False,-2.9316,3.2256,2,2,2,100.0,13.781153236526267,18.615984405458093,7.831932773109247,0.1680672268907527,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
