rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.39863328856795,90.29710209666591,300720,海川智能,bottom_area,2024-12-26,17.7,2024-12-26,17.5,1.1428571428571388,4.857142857142866,27.476170741815164,False,-0.4499,1.8663,4,4,4,100.0,46.57428162569997,75.69193742478939,6.857142857142861,1.1428571428571388,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
2,92.51271637505032,87.87282244008613,688196,卓越新能,bottom_area,2024-12-26,33.65,2024-12-25,33.21,1.3249021379102612,6.233062330623307,30.61011282908483,False,0.8996,0.9222,4,4,4,100.0,13.298921045814655,19.41979522184301,6.675097862089739,1.3249021379102612,历史4/4次成功; 当前距低点1.32%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
3,92.44916048180583,87.30736858994068,600416,湘电股份,bottom_area,2024-12-26,10.84,2024-12-25,10.73,1.025163094128606,3.168685927306616,27.500000000000004,False,0.1848,0.739,3,3,3,100.0,23.251292712655438,34.41084462982274,6.974836905871394,1.025163094128606,历史3/3次成功; 当前距低点1.03%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
4,90.2912563506249,86.74939770243509,002298,中电鑫龙,bottom_area,2024-12-26,5.31,2024-12-25,5.21,1.9193857965450989,6.717850287907863,28.23691460055096,False,0.9506,3.7285,5,5,5,100.0,14.54622214278447,23.734729493891784,6.080614203454901,1.9193857965450989,历史5/5次成功; 当前距低点1.92%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
5,88.22495473907652,86.5831966092399,002741,光华科技,bottom_area,2024-12-26,17.72,2024-12-25,17.2,3.0232558139534857,6.279069767441871,31.746031746031743,False,0.283,8.4592,4,4,4,100.0,27.183977769106743,40.99999999999999,4.976744186046514,3.0232558139534857,历史4/4次成功; 当前距低点3.02%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
6,87.79988096870655,85.45701450366232,300511,雪榕生物,bottom_area,2024-12-26,3.56,2024-12-25,3.47,2.593659942363108,7.204610951008646,27.100840336134446,False,0.565,2.712,5,5,5,100.0,15.86322135618395,29.220779220779214,5.406340057636892,2.593659942363108,历史5/5次成功; 当前距低点2.59%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
7,87.62811808839918,81.5827571184849,002693,双成药业,bottom_area,2024-12-26,17.63,2024-12-26,17.58,0.28441410693970826,3.412969283276459,30.403800475059395,False,-2.1643,4.0672,8,8,8,100.0,29.038824098427074,102.85714285714285,7.715585893060292,0.28441410693970826,历史8/8次成功; 当前距低点0.28%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
8,87.57474067192463,85.12878679773613,002374,中锐股份,bottom_area,2024-12-26,2.84,2024-12-26,2.77,2.5270758122743624,4.332129963898921,32.1078431372549,False,0.0,1.814,4,4,4,100.0,13.28236370818097,20.94240837696336,5.472924187725638,2.5270758122743624,历史4/4次成功; 当前距低点2.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,87.23511736454542,85.39293274796022,002146,荣盛发展,bottom_area,2024-12-26,1.78,2024-12-25,1.73,2.890173410404627,5.202312138728328,27.61506276150628,False,0.0,3.1072,5,5,5,100.0,19.153377009047105,33.33333333333333,5.109826589595373,2.890173410404627,历史5/5次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,87.23352055581394,83.94168959144359,600408,安泰集团,bottom_area,2024-12-26,2.04,2024-12-25,2.0,2.0000000000000018,6.499999999999995,30.069930069930066,False,0.0,2.3096,3,3,3,100.0,17.10585801851391,21.457489878542503,5.999999999999998,2.0000000000000018,历史3/3次成功; 当前距低点2.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,87.09142913148467,85.35120798204521,300340,科恒股份,bottom_area,2024-12-26,9.77,2024-12-25,9.49,2.950474183350889,6.95468914646997,29.703703703703706,False,2.4109,3.6254,4,4,4,100.0,19.66822107572696,42.54473161033797,5.049525816649111,2.950474183350889,历史4/4次成功; 当前距低点2.95%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
