rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.87673572035811,79.45914064664518,000803,山高环能,bottom_area,2025-12-01,6.83,2025-11-28,6.73,1.4858841010401134,3.417533432392266,29.822732012513033,False,-0.7267,2.1804,2,2,2,100.0,25.843851596863644,36.1111111111111,13.514115898959886,1.4858841010401134,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
2,85.72545539354876,76.73718741979889,600506,统一股份,bottom_area,2025-12-01,25.51,2025-11-28,25.12,1.5525477707006392,4.657643312101904,31.17808219178082,False,-1.8469,11.0876,1,1,1,100.0,28.69352869352869,28.69352869352869,13.447452229299362,1.5525477707006392,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
3,85.40151551566424,76.33810098100982,002321,华英农业,bottom_area,2025-12-01,2.75,2025-11-28,2.71,1.4760147601476028,2.9520295202952056,29.792746113989637,False,-1.0791,2.8394,1,1,1,100.0,25.609756097560986,25.609756097560986,13.523985239852395,1.4760147601476028,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
4,82.56773213232016,74.78372643858391,300730,科创信息,bottom_area,2025-12-01,13.58,2025-11-24,13.29,2.182091798344627,8.803611738148998,31.84615384615385,True,-1.1645,4.4323,3,4,3,75.0,20.881159886073412,24.329896907216508,12.817908201655372,2.182091798344627,历史3/4次成功; 当前距低点2.18%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
5,82.35206996148908,74.26788617886179,600094,大名城,bottom_area,2025-12-01,4.18,2025-11-21,4.1,1.9512195121951237,8.292682926829286,30.743243243243246,True,-1.182,1.5255,2,3,2,66.66666666666666,51.71595225176342,87.28070175438596,13.048780487804876,1.9512195121951237,历史2/3次成功; 当前距低点1.95%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
6,81.97177574808516,75.19091500732308,603151,邦基科技,bottom_area,2025-12-01,18.69,2025-11-21,18.17,2.8618602091359358,4.237754540451291,32.62884686688913,False,-0.5851,1.5724,1,1,1,100.0,36.42987249544626,36.42987249544626,12.138139790864063,2.8618602091359358,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
7,81.6373575397273,75.32574685769112,301291,明阳电气,bottom_area,2025-12-01,41.89,2025-11-24,40.6,3.1773399014778305,4.926108374384236,27.0440251572327,False,0.0239,2.6728,1,1,1,100.0,18.54882705946537,18.54882705946537,11.822660098522169,3.1773399014778305,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
8,81.03983343617159,74.57894193971036,600550,保变电气,bottom_area,2025-12-01,9.5,2025-11-28,9.22,3.036876355748366,4.121475054229924,29.076923076923073,False,-0.1052,2.8036,1,1,1,100.0,35.285053929121716,35.285053929121716,11.963123644251633,3.036876355748366,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
9,80.13007393700651,74.71644749021004,688766,普冉股份,bottom_area,2025-12-01,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,11.258333333333336,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,78.43158901672552,74.56552846480054,300072,海新能科,bottom_area,2025-12-01,4.6,2025-11-24,4.39,4.783599088838268,7.972665148063794,31.29890453834116,True,-1.4989,2.4492,1,1,1,100.0,47.4308300395257,47.4308300395257,10.216400911161731,4.783599088838268,历史1/1次成功; 当前距低点4.78%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
11,78.15206217053422,72.91332375483327,603173,福斯达,bottom_area,2025-12-01,38.24,2025-11-24,36.85,3.772048846675714,5.427408412483039,32.86573146292585,False,-0.5203,2.5087,1,1,1,100.0,35.34190927555856,35.34190927555856,11.227951153324286,3.772048846675714,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
