rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.50405356324694,80.65929095495221,603078,江化微,bottom_area,2021-05-12,20.59,2021-05-12,20.32,1.3287401574803128,3.0511811023622095,32.49169435215947,False,0.1459,1.3627,1,1,1,100.0,24.563540397888758,24.563540397888758,8.671259842519689,1.3287401574803128,历史1/1次成功; 当前距低点1.33%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
2,75.93794556246532,74.02873220981962,600009,上海机场,bottom_area,2021-05-12,45.56,2021-05-10,43.95,3.663253697383389,4.345847554038673,29.781115194120467,False,0.2862,0.9852,1,1,1,100.0,17.531992687385745,17.531992687385745,6.336746302616611,3.663253697383389,历史1/1次成功; 当前距低点3.66%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
3,74.29195873436402,72.98901434603802,300658,延江股份,bottom_area,2021-05-12,18.15,2021-05-10,17.44,4.071100917431177,5.447247706422014,31.28447596532702,False,1.227,1.4055,1,1,1,100.0,16.941529235382294,16.941529235382294,5.928899082568824,4.071100917431177,历史1/1次成功; 当前距低点4.07%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
