rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.33925635852226,76.80082919654349,300437,清水源,bottom_area,2021-05-06,7.97,2021-05-06,7.84,1.6581632653061211,3.061224489795921,30.985915492957744,False,-0.4994,3.3765,1,1,1,100.0,30.330330330330323,30.330330330330323,6.341836734693879,1.6581632653061211,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
2,78.69561274550166,73.62869200534865,300658,延江股份,bottom_area,2021-05-06,18.6,2021-05-06,18.5,0.5405405405405482,3.243243243243251,27.107959022852633,False,0.3236,1.9399,1,1,1,100.0,16.941529235382294,16.941529235382294,7.4594594594594525,0.5405405405405482,历史1/1次成功; 当前距低点0.54%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
3,76.39472700891974,75.08002106073184,600333,长春燃气,bottom_area,2021-05-06,4.66,2021-04-27,4.52,3.0973451327433756,5.530973451327434,32.030075187969935,False,1.9694,1.2165,1,1,1,100.0,16.247139588100683,16.247139588100683,4.902654867256624,3.0973451327433756,历史1/1次成功; 当前距低点3.10%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
4,74.75538097604479,74.77101935917874,002222,福晶科技,bottom_area,2021-05-06,15.3,2021-04-30,14.71,4.010876954452752,4.214819850441871,30.743879472693024,False,1.5262,3.7039,1,1,1,100.0,25.783972125435533,25.783972125435533,3.989123045547248,4.010876954452752,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
5,73.2808599305008,68.92434386013888,002352,顺丰控股,bottom_area,2021-05-06,63.17,2021-04-19,62.66,0.8139163740823574,7.452920523459945,27.34230055658627,True,-1.8337,0.455,1,1,1,100.0,8.27996340347668,8.27996340347668,7.186083625917643,0.8139163740823574,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
6,71.88368317112688,72.15173916803599,000767,晋控电力,bottom_area,2021-05-06,3.23,2021-04-30,3.1,4.1935483870967705,5.483870967741932,28.571428571428566,False,3.8585,1.4805,1,1,1,100.0,13.941018766756033,13.941018766756033,3.80645161290323,4.1935483870967705,历史1/1次成功; 当前距低点4.19%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
