rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.74700858170965,82.9266358076929,300454,深信服,bottom_area,2024-04-01,63.23,2024-03-29,60.88,3.8600525624178617,4.2378449408672765,28.620002344940794,False,1.9839,2.5535,4,4,4,100.0,17.782557258094812,29.49391262831224,6.139947437582139,3.8600525624178617,历史4/4次成功; 当前距低点3.86%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
2,79.72210775754554,78.14262908455974,000917,电广传媒,bottom_area,2024-04-01,6.58,2024-03-29,6.33,3.949447077409163,4.423380726698266,30.970556161395855,False,1.3867,6.0565,1,1,1,100.0,43.157894736842124,43.157894736842124,6.050552922590838,3.949447077409163,历史1/1次成功; 当前距低点3.95%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
3,73.08350679381685,71.17609307579073,688220,翱捷科技,bottom_area,2024-04-01,40.45,2024-03-29,39.04,3.6116803278688616,6.557377049180333,27.970479704797054,False,-1.7011,2.0227,3,4,3,75.0,28.20281840500936,45.103092783505154,6.388319672131139,3.6116803278688616,历史3/4次成功; 当前距低点3.61%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
4,71.18197899695637,70.97441231941846,688048,长光华芯,bottom_area,2024-04-01,42.4,2024-03-29,40.44,4.846686449060339,6.676557863501491,29.114811568799297,False,1.6543,3.5713,3,4,3,75.0,19.78417969503248,23.810089020771517,5.153313550939662,4.846686449060339,历史3/4次成功; 当前距低点4.85%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
5,67.96242755980862,66.89215311004786,000893,亚钾国际,bottom_area,2024-04-01,18.75,2024-04-01,18.0,4.166666666666666,4.777777777777774,28.57142857142857,False,-3.6485,7.0449,1,1,1,100.0,18.02232854864435,18.02232854864435,5.833333333333335,4.166666666666666,历史1/1次成功; 当前距低点4.17%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
