rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.06269860731581,90.78167102847416,603273,天元智能,bottom_area,2025-01-02,16.2,2025-01-02,16.03,1.0605115408608743,4.86587648159699,27.79279279279279,False,-1.937,5.6816,5,5,5,100.0,48.17009323460729,201.34228187919464,6.939488459139126,1.0605115408608743,历史5/5次成功; 当前距低点1.06%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
2,94.16498371501505,89.79832029666733,603319,美湖股份,bottom_area,2025-01-02,19.89,2025-01-02,19.59,1.5313935681470174,5.564063297600816,30.185317177476833,False,0.9645,4.5172,4,4,4,100.0,26.182245333561973,43.981481481481474,6.468606431852983,1.5313935681470174,历史4/4次成功; 当前距低点1.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
3,92.08318619928613,86.99342181827654,002559,亚威股份,bottom_area,2025-01-02,8.71,2025-01-02,8.62,1.0440835266821535,5.4524361948956,29.5175797219951,False,-2.8986,4.4204,4,4,4,100.0,27.60178633931094,68.1470137825421,6.955916473317847,1.0440835266821535,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
4,90.57559254643238,85.8422962133912,000868,安凯客车,bottom_area,2025-01-02,5.02,2025-01-02,4.96,1.209677419354831,5.2419354838709635,28.01161103047895,False,-1.5686,3.1761,6,6,6,100.0,23.4427996210763,69.53846153846153,6.790322580645169,1.209677419354831,历史6/6次成功; 当前距低点1.21%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
5,89.97935289320502,85.55604705886893,002836,新宏泽,bottom_area,2025-01-02,7.35,2024-12-25,7.25,1.3793103448275814,7.5862068965517215,27.500000000000004,True,-0.1359,2.3949,3,3,3,100.0,31.456315296106556,59.30851063829788,6.620689655172418,1.3793103448275814,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
6,89.91422100668629,85.18400340579953,300340,科恒股份,bottom_area,2025-01-02,9.35,2025-01-02,9.24,1.1904761904761842,5.627705627705623,31.555555555555554,False,-1.8888,3.533,4,4,4,100.0,19.66822107572696,42.54473161033797,6.8095238095238155,1.1904761904761842,历史4/4次成功; 当前距低点1.19%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
7,89.63094447501102,84.98771330886798,002146,荣盛发展,bottom_area,2025-01-02,1.64,2025-01-02,1.62,1.2345679012345552,5.5555555555555465,32.21757322175732,False,-0.6061,4.5777,5,5,5,100.0,19.153377009047105,33.33333333333333,6.765432098765444,1.2345679012345552,历史5/5次成功; 当前距低点1.23%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
8,89.61893040953483,85.02417617741966,000532,华金资本,bottom_area,2025-01-02,12.82,2025-01-02,12.66,1.263823064770933,5.292259083728277,28.99607403252944,False,-2.8788,2.8199,3,3,3,100.0,36.37469228546977,51.36986301369863,6.736176935229067,1.263823064770933,历史3/3次成功; 当前距低点1.26%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
9,89.52641253444058,85.04284235394412,002343,慈文传媒,bottom_area,2025-01-02,6.1,2025-01-02,6.02,1.328903654485051,4.817275747508306,29.009433962264158,False,-1.6129,3.0954,4,4,4,100.0,20.60614347403244,40.33149171270718,6.671096345514949,1.328903654485051,历史4/4次成功; 当前距低点1.33%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
10,89.24880282585828,84.26057668604443,002370,亚太药业,bottom_area,2025-01-02,3.0,2025-01-02,2.97,1.0101010101010035,4.377104377104373,30.117647058823525,False,-1.6393,3.3692,6,6,6,100.0,12.492510693950058,15.633423180592995,6.989898989898996,1.0101010101010035,历史6/6次成功; 当前距低点1.01%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
11,89.04861496902691,84.14701385587185,688023,安恒信息,bottom_area,2025-01-02,39.21,2025-01-02,38.8,1.0567010309278446,5.128865979381449,31.905931905931904,False,-3.8971,2.5187,4,4,4,100.0,22.668237668749086,39.261744966442954,6.943298969072155,1.0567010309278446,历史4/4次成功; 当前距低点1.06%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
12,88.95256629524776,84.61113954874655,002167,东方锆业,bottom_area,2025-01-02,7.25,2025-01-02,7.15,1.3986013986013937,4.475524475524467,31.316042267050907,False,-1.2262,3.105,4,4,4,100.0,19.139520094396374,41.1650485436893,6.601398601398606,1.3986013986013937,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
