rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.65458266656955,81.58639346968421,605198,安德利,bottom_area,2024-06-12,29.32,2024-06-11,28.62,2.445842068483575,3.5290006988120126,29.123328380386333,False,0.1708,0.411,1,1,1,100.0,43.241469816272954,43.241469816272954,7.554157931516425,2.445842068483575,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,85.56043161748269,79.93145585317461,600162,香江控股,bottom_area,2024-06-12,1.42,2024-06-11,1.4,1.42857142857143,4.28571428571429,27.083333333333336,False,-0.6993,0.7815,2,2,2,100.0,27.68063822751323,28.90624999999999,8.57142857142857,1.42857142857143,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
3,85.51959172383214,80.47793701454766,002837,英维克,bottom_area,2024-06-12,23.05,2024-06-11,22.64,1.810954063604241,4.372791519434622,31.97115384615385,False,-1.3693,1.1475,3,3,3,100.0,18.639313330996423,24.517374517374524,8.18904593639576,1.810954063604241,历史3/3次成功; 当前距低点1.81%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
4,82.87261274450879,82.25309350030027,002761,浙江建投,bottom_area,2024-06-12,8.63,2024-06-06,8.25,4.606060606060615,4.848484848484853,28.26086956521739,False,1.649,2.0491,6,6,6,100.0,23.305976785583134,43.73730534867976,5.393939393939385,4.606060606060615,历史6/6次成功; 当前距低点4.61%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
5,81.56305373525556,79.73428571428572,002687,乔治白,bottom_area,2024-06-12,4.36,2024-06-06,4.2,3.809523809523813,5.714285714285719,28.2051282051282,False,0.2299,1.1514,1,1,1,100.0,64.00000000000001,64.00000000000001,6.190476190476188,3.809523809523813,历史1/1次成功; 当前距低点3.81%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
6,81.2729166034976,78.40581163788347,688105,诺唯赞,bottom_area,2024-06-12,21.85,2024-06-11,21.19,3.114676734308637,4.719207173194903,27.30703259005145,False,0.7841,0.747,2,2,2,100.0,17.673519312404096,25.237580993520524,6.885323265691364,3.114676734308637,历史2/2次成功; 当前距低点3.11%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
7,80.08431399223608,77.79619073531504,001322,箭牌家居,bottom_area,2024-06-12,8.33,2024-06-06,8.05,3.4782608695652093,6.211180124223602,28.634751773049633,False,0.0,1.31,2,2,2,100.0,18.85282536518115,26.897069872276486,6.521739130434792,3.4782608695652093,历史2/2次成功; 当前距低点3.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,78.83366396618531,76.47529411764708,000420,吉林化纤,bottom_area,2024-06-12,3.34,2024-06-06,3.23,3.405572755417953,5.26315789473684,29.321663019693663,False,-0.5952,1.5751,1,1,1,100.0,53.9249146757679,53.9249146757679,6.5944272445820475,3.405572755417953,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
9,78.42884225118044,76.66699623736903,605177,东亚药业,bottom_area,2024-06-12,21.54,2024-06-11,20.75,3.8072289156626464,4.8674698795180795,29.54159592529711,False,1.6997,0.725,2,2,2,100.0,16.81439873698852,21.452513966480446,6.1927710843373545,3.8072289156626464,历史2/2次成功; 当前距低点3.81%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
10,76.99793317386127,71.17650518852349,605266,健之佳,bottom_area,2024-06-12,36.9,2024-06-12,36.58,0.8747949699289237,5.139420448332429,31.626168224299068,False,-2.6385,0.4487,4,5,4,80.0,23.661493118072226,33.154615273148806,9.125205030071076,0.8747949699289237,历史4/5次成功; 当前距低点0.87%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
11,75.17156709643696,69.4472537149147,600376,首开股份,bottom_area,2024-06-12,2.39,2024-06-06,2.37,0.8438818565400852,7.172995780590714,29.25373134328358,False,-0.8299,0.4922,1,1,1,100.0,20.652173913043484,20.652173913043484,9.156118143459915,0.8438818565400852,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
12,74.84963566247423,69.06192664303244,600201,生物股份,bottom_area,2024-06-12,7.78,2024-06-12,7.72,0.7772020725388666,2.9792746113989694,29.497716894977167,False,-1.3942,1.9895,1,1,1,100.0,17.76315789473684,17.76315789473684,9.222797927461134,0.7772020725388666,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
13,74.4971691174361,73.12895005194804,600322,津投城开,bottom_area,2024-06-12,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.3072,1.6345,3,4,3,75.0,21.318054331394194,35.828877005347586,5.973154362416104,4.026845637583897,历史3/4次成功; 当前距低点4.03%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
14,73.01639339912101,72.42064516129034,600173,卧龙新能,bottom_area,2024-06-12,3.89,2024-06-06,3.72,4.569892473118277,5.913978494623649,29.545454545454547,False,1.039,0.5745,1,1,1,100.0,20.000000000000004,20.000000000000004,5.430107526881723,4.569892473118277,历史1/1次成功; 当前距低点4.57%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
15,71.4166479846361,71.24326834927282,000886,海南高速,bottom_area,2024-06-12,4.52,2024-06-06,4.31,4.872389791183294,5.80046403712297,30.818619582664535,False,1.8018,1.0454,1,1,1,100.0,17.378048780487816,17.378048780487816,5.127610208816707,4.872389791183294,历史1/1次成功; 当前距低点4.87%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
16,67.11313935814903,66.63631421173235,688032,禾迈股份,bottom_area,2024-06-12,195.65,2024-06-11,187.0,4.625668449197864,7.4866310160427805,27.821522309711284,False,-2.6132,2.8411,1,1,1,100.0,12.058270300556288,12.058270300556288,5.374331550802137,4.625668449197864,历史1/1次成功; 当前距低点4.63%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
17,56.953209812121145,54.5991602397093,000521,长虹美菱,bottom_area,2024-06-12,8.86,2024-06-12,8.62,2.7842227378190283,3.3642691415313335,31.80379746835444,False,1.373,4.3223,1,3,1,33.33333333333333,13.407821229050265,13.407821229050265,7.215777262180972,2.7842227378190283,历史1/3次成功; 当前距低点2.78%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
18,56.172215075778446,54.14238562234102,688059,华锐精密,bottom_area,2024-06-12,53.08,2024-06-11,51.5,3.0679611650485406,4.757281553398063,29.053588648574184,False,-0.2068,0.8993,1,4,1,25.0,38.29213483146067,38.29213483146067,6.9320388349514594,3.0679611650485406,历史1/4次成功; 当前距低点3.07%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
19,55.45478495478073,54.98349783051913,000779,甘咨询,bottom_area,2024-06-12,7.35,2024-06-06,7.03,4.551920341394017,7.254623044096725,27.30093071354705,False,0.6849,0.9443,1,2,1,50.0,17.69825918762089,17.69825918762089,5.448079658605984,4.551920341394017,历史1/2次成功; 当前距低点4.55%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
