rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.27289805038049,91.07765186037582,300358,楚天科技,bottom_area,2025-12-15,9.06,2025-12-05,8.96,1.1160714285714244,4.575892857142839,27.74193548387096,False,0.0,2.2482,4,4,4,100.0,27.96932643827245,38.205499276411004,6.883928571428576,1.1160714285714244,历史4/4次成功; 当前距低点1.12%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.34115944566598,89.01157954197964,603030,全筑股份,bottom_area,2025-12-15,2.93,2025-12-15,2.87,2.0905923344947754,6.6202090592334475,28.606965174129346,False,0.6873,2.4649,7,7,7,100.0,28.80715088509532,51.87969924812029,5.909407665505224,2.0905923344947754,历史7/7次成功; 当前距低点2.09%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
3,90.32487289447923,86.89824698499977,002459,晶澳科技,bottom_area,2025-12-15,11.28,2025-12-12,11.06,1.9891500904159027,3.797468354430379,27.712418300653596,False,0.0887,1.2349,6,6,6,100.0,16.2016623180001,26.683937823834192,6.010849909584097,1.9891500904159027,历史6/6次成功; 当前距低点1.99%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
4,87.4042674110748,81.24641379630434,300598,诚迈科技,bottom_area,2025-12-15,44.49,2025-12-15,44.4,0.2027027027027104,2.3648648648648747,30.625000000000004,False,-2.3271,2.2058,5,5,5,100.0,26.22890300250812,45.24950099800398,7.797297297297289,0.2027027027027104,历史5/5次成功; 当前距低点0.20%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
5,86.71913716737996,83.2473588357148,300768,迪普科技,bottom_area,2025-12-15,19.01,2025-12-05,18.66,1.875669882100758,6.216505894962488,27.05238467552775,False,-1.4004,1.2178,3,3,3,100.0,34.32196863927173,47.28781110402041,6.124330117899242,1.875669882100758,历史3/3次成功; 当前距低点1.88%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
6,86.41456759241842,81.72846815834768,301001,凯淳股份,bottom_area,2025-12-15,29.37,2025-12-15,29.05,1.1015490533562833,2.340791738382099,29.898648648648646,False,-0.4407,4.2274,1,1,1,100.0,58.89483065953654,58.89483065953654,6.898450946643717,1.1015490533562833,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
7,85.88817481843225,79.71668796378121,603038,华立股份,bottom_area,2025-12-15,16.11,2025-12-15,16.09,0.12430080795524906,2.9832193909260436,27.3589164785553,False,-2.8347,2.1514,4,4,4,100.0,17.04351508558693,28.753412192902637,7.875699192044751,0.12430080795524906,历史4/4次成功; 当前距低点0.12%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
8,85.41303950510711,79.95926245435773,605228,神通科技,bottom_area,2025-12-15,14.11,2025-12-12,14.03,0.5702066999287247,1.7818959372772631,27.680412371134018,False,-0.2827,0.5394,5,5,5,100.0,23.813622205350633,47.56554307116105,7.429793300071276,0.5702066999287247,历史5/5次成功; 当前距低点0.57%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
9,84.66532704403127,81.38902979373567,600708,光明地产,bottom_area,2025-12-15,3.14,2025-12-15,3.08,1.9480519480519498,2.5974025974025996,27.186761229314428,False,0.3195,0.6298,1,1,1,100.0,36.07843137254903,36.07843137254903,6.05194805194805,1.9480519480519498,历史1/1次成功; 当前距低点1.95%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
10,84.20317333396936,81.63441054870347,605299,舒华体育,bottom_area,2025-12-15,12.0,2025-12-15,11.72,2.3890784982935096,4.522184300341292,32.05797101449275,False,-2.5183,9.2192,3,3,3,100.0,31.943599595767008,56.12903225806454,5.610921501706491,2.3890784982935096,历史3/3次成功; 当前距低点2.39%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
11,83.71275336175988,78.64948198907278,002176,江特电机,bottom_area,2025-12-15,9.32,2025-12-15,9.25,0.7567567567567599,2.1621621621621547,28.12742812742812,False,-0.6397,2.3202,5,5,5,100.0,19.058534378915056,39.01808785529715,7.24324324324324,0.7567567567567599,历史5/5次成功; 当前距低点0.76%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
12,83.63697662251097,78.52789127627138,603032,德新科技,bottom_area,2025-12-15,18.1,2025-12-15,17.97,0.7234279354479831,2.114635503617154,27.947072975140347,False,-0.2755,1.9136,5,5,5,100.0,17.996274027380522,33.061224489795926,7.276572064552017,0.7234279354479831,历史5/5次成功; 当前距低点0.72%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
13,83.5848534336156,78.98678128581302,688365,光云科技,bottom_area,2025-12-15,16.23,2025-12-15,16.06,1.0585305105853158,2.677459526774594,30.14354066985646,False,-2.2289,2.5771,1,1,1,100.0,34.732423924449115,34.732423924449115,6.941469489414684,1.0585305105853158,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
14,82.1227194469448,77.63323177968545,300035,中科电气,bottom_area,2025-12-15,20.64,2025-12-05,20.42,1.0773751224289856,5.729676787463261,29.097222222222218,False,-1.6206,2.5744,1,1,1,100.0,27.686274509803933,27.686274509803933,6.922624877571016,1.0773751224289856,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
15,81.46953960111617,77.59430935362859,603197,保隆科技,bottom_area,2025-12-15,34.6,2025-11-21,34.1,1.4662756598240467,5.014662756598243,27.431368376250266,False,-0.6889,0.7372,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,6.5337243401759535,1.4662756598240467,历史5/6次成功; 当前距低点1.47%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
