rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.6368881237154,85.5380960654629,603319,美湖股份,bottom_area,2025-01-03,19.45,2025-01-03,19.15,1.5665796344647556,4.804177545691915,31.753385602280833,False,-2.2122,3.5516,4,4,4,100.0,26.182245333561973,43.981481481481474,6.433420365535245,1.5665796344647556,历史4/4次成功; 当前距低点1.57%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
22,83.76344741942864,78.34461177187403,603185,弘元绿能,bottom_area,2025-01-03,15.36,2025-01-03,15.28,0.5235602094240842,5.955497382198965,29.09512761020882,False,-3.6991,1.5367,6,6,6,100.0,24.77596263097275,43.51028702057404,7.476439790575916,0.5235602094240842,历史6/6次成功; 当前距低点0.52%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
23,83.04052792911295,77.52111221064555,002167,东方锆业,confirmed_rebound,2025-01-03,7.09,2025-01-03,7.06,0.42492917847025846,8.498583569405108,32.18059558117196,False,-2.2069,7.2539,4,4,4,100.0,19.139520094396374,41.1650485436893,7.575070821529742,0.42492917847025846,历史4/4次成功; 当前距低点0.42%; 最新日涨幅-2.21%; 状态confirmed_rebound; 底部未确认
24,82.96645907313082,77.1220761804312,300359,全通教育,bottom_area,2025-01-03,4.93,2025-01-03,4.92,0.2032520325203209,7.5203252032520345,32.13793103448276,False,-5.1923,2.6785,4,4,4,100.0,14.276832336438266,18.19484240687678,7.796747967479679,0.2032520325203209,历史4/4次成功; 当前距低点0.20%; 最新日涨幅-5.19%; 状态bottom_area; 底部未确认
25,82.47892093751075,77.432043784435,300437,清水源,bottom_area,2025-01-03,8.42,2025-01-03,8.36,0.7177033492823026,7.775119617224885,29.152542372881364,False,-5.3933,2.863,8,8,8,100.0,22.249502262358302,30.330330330330323,7.282296650717697,0.7177033492823026,历史8/8次成功; 当前距低点0.72%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
26,82.44799223926015,80.1340101484564,002077,大港股份,bottom_area,2025-01-03,14.24,2025-01-03,13.89,2.519798416126707,7.127429805615552,29.59959452610238,False,-0.5587,7.0146,3,3,3,100.0,25.479303963576843,26.22826908541193,5.480201583873293,2.519798416126707,历史3/3次成功; 当前距低点2.52%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
27,82.43997006678043,76.33330561738929,603232,格尔软件,bottom_area,2025-01-03,11.87,2025-01-03,11.87,0.0,7.41364785172705,27.17791411042946,False,-5.04,4.1521,6,6,6,100.0,19.8027183730606,48.01488833746897,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
28,82.38775209756331,77.4101343988593,688107,安路科技,bottom_area,2025-01-03,26.5,2025-01-03,26.3,0.7604562737642558,6.806083650190111,27.146814404432135,False,-4.9157,1.0618,6,6,6,100.0,22.655777973343003,67.95615731785945,7.239543726235745,0.7604562737642558,历史6/6次成功; 当前距低点0.76%; 最新日涨幅-4.92%; 状态bottom_area; 底部未确认
29,82.34886131502664,76.89851072995606,002314,南山控股,bottom_area,2025-01-03,2.28,2025-01-03,2.27,0.4405286343612241,5.286343612334806,27.0096463022508,False,-3.3898,1.897,4,4,4,100.0,15.983419442471158,26.12612612612611,7.5594713656387755,0.4405286343612241,历史4/4次成功; 当前距低点0.44%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
30,82.32847791733269,77.89700391673617,688077,大地熊,confirmed_rebound,2025-01-03,19.8,2025-01-03,19.58,1.12359550561799,10.061287027579176,28.748180494905395,False,-3.2731,2.6787,2,2,2,100.0,33.43441757819996,53.68518518518518,6.87640449438201,1.12359550561799,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.27%; 状态confirmed_rebound; 底部未确认
31,82.24889470640302,76.56945710385385,002535,林州重机,bottom_area,2025-01-03,3.57,2025-01-03,3.56,0.2808988764044884,6.4606741573033695,29.08366533864541,False,-5.0532,2.0924,2,2,2,100.0,45.59089538739825,54.03225806451613,7.719101123595512,0.2808988764044884,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
32,82.01880739579624,76.4564041918719,002370,亚太药业,bottom_area,2025-01-03,2.87,2025-01-03,2.86,0.34965034965035774,5.9440559440559415,32.70588235294118,False,-4.3333,3.7406,6,6,6,100.0,12.492510693950058,15.633423180592995,7.650349650349643,0.34965034965035774,历史6/6次成功; 当前距低点0.35%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
33,81.8733308403038,76.90122538276873,000532,华金资本,bottom_area,2025-01-03,12.2,2025-01-03,12.11,0.7431874483897594,7.018992568125529,32.080762759394275,False,-4.8362,2.9792,3,3,3,100.0,36.37469228546977,51.36986301369863,7.256812551610241,0.7431874483897594,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
34,81.8725296470172,76.23263768627378,300520,科大国创,confirmed_rebound,2025-01-03,20.74,2025-01-03,20.68,0.29013539651836906,8.800773694390717,29.007895640233432,False,-6.5345,5.3909,4,4,4,100.0,20.774980593202418,32.59013282732449,7.7098646034816305,0.29013539651836906,历史4/4次成功; 当前距低点0.29%; 最新日涨幅-6.53%; 状态confirmed_rebound; 底部未确认
35,81.64640626749616,76.52153988050922,688011,新光光电,bottom_area,2025-01-03,14.37,2025-01-03,14.28,0.6302521008403352,6.792717086834739,27.51269035532995,False,-4.645,0.8059,4,4,4,100.0,16.28233693776982,19.069767441860456,7.369747899159665,0.6302521008403352,历史4/4次成功; 当前距低点0.63%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
36,81.32052971439771,75.29678677259047,603032,德新科技,bottom_area,2025-01-03,12.56,2025-01-03,12.56,0.0,5.812101910828014,27.77458309373203,False,-4.1221,1.806,4,4,4,100.0,14.23003641177667,25.53191489361702,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
37,81.16339750949331,75.43247597958617,300663,科蓝软件,confirmed_rebound,2025-01-03,15.5,2025-01-03,15.47,0.1939237233354839,9.825468648998047,27.33677782996711,False,-7.8478,5.2489,2,2,2,100.0,48.62700036984445,76.77304964539006,7.806076276664515,0.1939237233354839,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-7.85%; 状态confirmed_rebound; 底部未确认
38,80.93146138467765,75.57492298372583,002256,兆新股份,confirmed_rebound,2025-01-03,2.28,2025-01-03,2.27,0.4405286343612241,9.251101321585901,28.164556962025316,False,-6.1728,4.3219,6,6,6,100.0,19.08241005413661,31.775700934579426,7.5594713656387755,0.4405286343612241,历史6/6次成功; 当前距低点0.44%; 最新日涨幅-6.17%; 状态confirmed_rebound; 底部未确认
39,80.7817887569888,74.96163799728993,002855,捷荣技术,bottom_area,2025-01-03,17.64,2025-01-03,17.62,0.11350737797956624,7.604994324631099,30.079365079365072,False,-5.8698,1.9843,3,3,3,100.0,18.228144188620067,21.093749999999993,7.886492622020434,0.11350737797956624,历史3/3次成功; 当前距低点0.11%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
40,80.73227247287795,76.59019820248794,000402,金融街,bottom_area,2025-01-03,3.21,2025-01-02,3.17,1.2618296529968467,5.993690851735014,28.28054298642534,False,-1.8349,1.3531,1,1,1,100.0,24.339622641509433,24.339622641509433,6.738170347003153,1.2618296529968467,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
41,80.63976502120244,75.23377358490568,300348,长亮科技,confirmed_rebound,2025-01-03,12.77,2025-01-03,12.72,0.3930817610062809,8.49056603773585,32.51989389920424,False,-6.5154,6.0088,2,2,2,100.0,61.67178134052256,87.71331058020478,7.606918238993719,0.3930817610062809,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-6.52%; 状态confirmed_rebound; 底部未确认
42,80.5953834049031,75.17533459001785,300648,星云股份,confirmed_rebound,2025-01-03,21.06,2025-01-03,20.98,0.3813155386081902,8.913250714966638,29.121621621621625,False,-6.4,3.0294,6,6,6,100.0,16.20824740884154,26.78362573099414,7.61868446139181,0.3813155386081902,历史6/6次成功; 当前距低点0.38%; 最新日涨幅-6.40%; 状态confirmed_rebound; 底部未确认
43,80.5791786040112,75.30539502882927,300486,东杰智能,confirmed_rebound,2025-01-03,6.26,2025-01-03,6.23,0.481540930979123,8.828250401284105,31.912568306010925,False,-6.8452,3.5144,4,4,4,100.0,18.1360664057079,21.839080459770123,7.518459069020878,0.481540930979123,历史4/4次成功; 当前距低点0.48%; 最新日涨幅-6.85%; 状态confirmed_rebound; 底部未确认
44,80.5472731789317,74.96356105930738,601865,福莱特,bottom_area,2025-01-03,18.86,2025-01-03,18.81,0.2658160552897433,4.891015417331216,29.865771812080546,False,-2.7835,0.7489,2,2,2,100.0,26.557105727784926,39.24894003634159,7.734183944710257,0.2658160552897433,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
45,80.40228318823267,75.15028892798213,002639,雪人集团,confirmed_rebound,2025-01-03,6.17,2025-01-03,6.14,0.488599348534206,8.957654723127048,32.527472527472526,False,-6.3733,7.6105,3,3,3,100.0,34.05535184215122,63.25301204819277,7.511400651465793,0.488599348534206,历史3/3次成功; 当前距低点0.49%; 最新日涨幅-6.37%; 状态confirmed_rebound; 底部未确认
46,80.29817497209102,74.63383120014855,300418,昆仑万维,bottom_area,2025-01-03,35.47,2025-01-03,35.4,0.1977401129943511,5.564971751412426,32.63558515699334,False,-4.5736,3.0675,3,3,3,100.0,17.498272353632636,32.568306010928964,7.80225988700565,0.1977401129943511,历史3/3次成功; 当前距低点0.20%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
47,80.23645581784504,74.60986818411467,688277,天智航,bottom_area,2025-01-03,9.07,2025-01-03,9.05,0.22099447513811685,6.519337016574584,31.3874147081122,False,-5.1255,0.8715,3,3,3,100.0,17.65449240553536,21.148825065274142,7.7790055248618835,0.22099447513811685,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
48,80.21484925653976,74.75801763261528,301322,绿通科技,bottom_area,2025-01-03,20.78,2025-01-03,20.71,0.3380009657170463,4.200869145340403,27.000352485019384,False,-2.6242,1.6465,1,1,1,100.0,43.003547497043755,43.003547497043755,7.661999034282954,0.3380009657170463,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
49,79.98818005957912,74.8044738125355,000430,张家界,confirmed_rebound,2025-01-03,5.83,2025-01-03,5.8,0.5172413793103492,8.44827586206897,28.128872366790585,False,-6.4205,5.3974,3,3,3,100.0,32.547226652489805,53.99999999999999,7.482758620689651,0.5172413793103492,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-6.42%; 状态confirmed_rebound; 底部未确认
50,79.9481234389323,75.28688335634797,300609,汇纳科技,confirmed_rebound,2025-01-03,21.85,2025-01-03,21.66,0.8771929824561462,11.357340720221611,28.60909690177983,False,-9.4113,6.1402,4,4,4,100.0,22.886469657784787,49.87035436473638,7.122807017543854,0.8771929824561462,历史4/4次成功; 当前距低点0.88%; 最新日涨幅-9.41%; 状态confirmed_rebound; 底部未确认
51,79.62585326729098,74.55163576285774,000670,盈方微,confirmed_rebound,2025-01-03,6.97,2025-01-03,6.93,0.5772005772005777,9.523809523809526,31.386138613861387,False,-7.5597,12.3612,5,5,5,100.0,15.256199348790634,23.28519855595668,7.4227994227994225,0.5772005772005777,历史5/5次成功; 当前距低点0.58%; 最新日涨幅-7.56%; 状态confirmed_rebound; 底部未确认
52,79.58031637839247,77.16879163965329,688062,迈威生物,bottom_area,2025-01-03,19.2,2025-01-03,18.75,2.3999999999999964,6.293333333333331,31.066176470588236,False,-3.5176,1.9403,3,3,3,100.0,18.283826019641282,35.34313725490197,5.600000000000003,2.3999999999999964,历史3/3次成功; 当前距低点2.40%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
53,79.40291939887602,73.943804126841,000420,吉林化纤,bottom_area,2025-01-03,3.37,2025-01-03,3.36,0.2976190476190545,5.357142857142862,27.89699570815451,False,-3.7143,1.8948,2,2,2,100.0,31.679438469959422,53.9249146757679,7.7023809523809454,0.2976190476190545,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
54,79.40166301896755,74.00046084326164,002324,普利特,bottom_area,2025-01-03,8.9,2025-01-03,8.87,0.33821871476889676,6.426155580608797,30.757220921155355,False,-5.1173,1.9874,3,3,3,100.0,15.81505114481031,25.957446808510653,7.661781285231103,0.33821871476889676,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
55,79.35674370277695,74.5769728968453,002796,世嘉科技,bottom_area,2025-01-03,10.46,2025-01-03,10.38,0.7707129094412337,7.321772639691712,28.463128876636794,False,-4.9091,7.214,3,3,3,100.0,24.21612005575977,36.33841886269071,7.229287090558767,0.7707129094412337,历史3/3次成功; 当前距低点0.77%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
56,79.17998068610858,75.11362029922886,300363,博腾股份,bottom_area,2025-01-03,15.28,2025-01-03,15.09,1.2591119946984723,3.2471835652750176,28.177058543550697,False,0.0655,2.1036,3,5,3,60.0,30.56126692011493,46.29503738953092,6.740888005301528,1.2591119946984723,历史3/5次成功; 当前距低点1.26%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
57,79.0821899243503,73.92444503777993,300507,苏奥传感,bottom_area,2025-01-03,6.1,2025-01-03,6.07,0.49423393739702404,7.7429983525535375,28.58823529411764,False,-5.8642,3.1077,3,3,3,100.0,17.318808683038426,33.6283185840708,7.505766062602976,0.49423393739702404,历史3/3次成功; 当前距低点0.49%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
58,78.833940570173,72.99438941682685,000608,阳光股份,confirmed_rebound,2025-01-03,2.09,2025-01-03,2.09,0.0,9.090909090909088,27.93103448275862,False,-7.5221,4.3568,4,4,4,100.0,12.066609767886307,17.05426356589147,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-7.52%; 状态confirmed_rebound; 底部未确认
59,78.6428595308022,73.38221260145139,300397,天和防务,bottom_area,2025-01-03,10.01,2025-01-03,9.97,0.4012036108324889,7.522567703109327,29.838142153413088,False,-5.7439,3.5895,2,2,2,100.0,29.929875452416432,45.75260804769001,7.598796389167512,0.4012036108324889,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
60,78.56740199001213,72.87791706277177,002186,全聚德,confirmed_rebound,2025-01-03,10.77,2025-01-03,10.76,0.09293680297397572,10.223048327137544,28.976897689768983,False,-8.1841,5.0234,3,3,3,100.0,16.988241793292634,23.20675105485231,7.907063197026025,0.09293680297397572,历史3/3次成功; 当前距低点0.09%; 最新日涨幅-8.18%; 状态confirmed_rebound; 底部未确认
61,78.46222267303759,73.33083147759348,000633,合金投资,bottom_area,2025-01-03,4.15,2025-01-03,4.13,0.48426150121066497,6.537530266343837,29.28082191780822,False,-5.0343,2.4766,3,3,3,100.0,14.005095163192422,16.59090909090908,7.515738498789336,0.48426150121066497,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
62,78.37816553087592,73.89941321482586,603079,圣达生物,bottom_area,2025-01-03,12.87,2025-01-03,12.75,0.9411764705882292,7.9999999999999964,29.40199335548172,False,-5.0885,2.5693,3,3,3,100.0,22.662879396596878,34.84698914116485,7.058823529411772,0.9411764705882292,历史3/3次成功; 当前距低点0.94%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
63,78.37505649477494,73.98019351375952,300399,天利科技,confirmed_rebound,2025-01-03,22.22,2025-01-03,22.0,0.9999999999999948,10.454545454545459,32.26600985221674,False,-7.7626,8.3829,5,5,5,100.0,17.366631794405947,31.95098963242225,7.000000000000004,0.9999999999999948,历史5/5次成功; 当前距低点1.00%; 最新日涨幅-7.76%; 状态confirmed_rebound; 底部未确认
64,78.27734943532984,72.78576685103309,605186,健麾信息,bottom_area,2025-01-03,18.28,2025-01-03,18.24,0.2192982456140499,6.359649122807019,29.765113592606856,False,-4.9402,2.0607,2,2,2,100.0,24.49337016684467,37.29468599033817,7.780701754385951,0.2192982456140499,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
65,78.22821041090234,73.6672469477053,000607,华媒控股,bottom_area,2025-01-03,3.45,2025-01-03,3.42,0.8771929824561476,7.894736842105264,28.301886792452823,False,-5.4795,2.1582,2,2,2,100.0,37.297026600566255,59.82721382289418,7.1228070175438525,0.8771929824561476,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
66,77.92697908145267,73.1949651014615,300334,津膜科技,bottom_area,2025-01-03,5.42,2025-01-03,5.38,0.7434944237918222,7.063197026022302,27.785234899328863,False,-4.4092,1.7557,3,3,3,100.0,16.45232466509062,20.444444444444457,7.256505576208178,0.7434944237918222,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
67,77.84139462446947,72.77090571045096,300768,迪普科技,bottom_area,2025-01-03,16.12,2025-01-03,16.04,0.49875311720699406,7.107231920199506,29.895104895104897,False,-5.0648,1.5765,2,2,2,100.0,27.839047406897382,45.76659038901602,7.501246882793006,0.49875311720699406,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
68,77.82663540647873,72.66529515654267,300456,赛微电子,bottom_area,2025-01-03,16.23,2025-01-03,16.16,0.43316831683168494,5.3836633663366396,27.53363228699552,False,-1.9928,2.8166,1,1,1,100.0,32.91891891891892,32.91891891891892,7.566831683168315,0.43316831683168494,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
69,77.79982469046217,72.62331972084237,300464,星徽股份,confirmed_rebound,2025-01-03,4.77,2025-01-03,4.75,0.4210526315789384,10.315789473684216,28.139183055975796,False,-7.5581,6.3663,3,3,3,100.0,19.641503875496504,23.68421052631579,7.578947368421061,0.4210526315789384,历史3/3次成功; 当前距低点0.42%; 最新日涨幅-7.56%; 状态confirmed_rebound; 底部未确认
70,77.7690478736215,72.44438553667581,688247,宣泰医药,bottom_area,2025-01-03,9.6,2025-01-03,9.57,0.3134796238244447,4.806687565308245,27.554882664647995,False,-2.1407,2.0401,2,2,2,100.0,13.59741440320179,17.72030651340996,7.686520376175555,0.3134796238244447,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
71,77.38800585862826,72.09706689536877,000567,海德股份,bottom_area,2025-01-03,6.29,2025-01-03,6.27,0.3189792663476948,6.060606060606073,30.33333333333334,False,-4.5524,0.8772,1,1,1,100.0,38.67924528301886,38.67924528301886,7.681020733652305,0.3189792663476948,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
72,77.38629662006588,72.30214863534322,688329,艾隆科技,confirmed_rebound,2025-01-03,12.89,2025-01-03,12.83,0.46765393608729927,8.729540140296175,29.11602209944752,False,-4.4477,2.9355,3,3,3,100.0,18.486019406571245,21.72890326374596,7.532346063912701,0.46765393608729927,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-4.45%; 状态confirmed_rebound; 底部未确认
