rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.17370059245808,87.8247967479675,300586,美联新材,bottom_area,2025-01-10,7.52,2025-01-08,7.38,1.8970189701896976,9.756097560975606,30.508474576271183,True,-2.9677,1.7175,3,3,3,100.0,50.871511414083926,124.33414043583537,8.102981029810302,1.8970189701896976,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
2,90.24885550330546,84.10890540848597,688011,新光光电,bottom_area,2025-01-10,14.0,2025-01-06,13.82,1.3024602026049183,8.827785817655563,29.847715736040602,True,-4.502,0.8871,4,4,4,100.0,16.28233693776982,19.069767441860456,8.697539797395082,1.3024602026049183,历史4/4次成功; 当前距低点1.30%; 最新日涨幅-4.50%; 状态bottom_area; 底部已确认
3,90.17774376769007,83.5917287734206,002489,浙江永强,bottom_area,2025-01-10,2.97,2025-01-06,2.94,1.0204081632653146,7.142857142857142,27.58620689655172,True,-2.623,1.1299,1,1,1,100.0,49.82935153583616,49.82935153583616,8.979591836734686,1.0204081632653146,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
4,89.01948851679084,84.58493835082525,002777,久远银海,bottom_area,2025-01-10,15.45,2025-01-08,15.1,2.3178807947019844,8.145695364238401,29.66930600838379,True,-2.9523,2.2107,5,5,5,100.0,21.07369119755796,51.99999999999999,7.682119205298016,2.3178807947019844,历史5/5次成功; 当前距低点2.32%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
5,88.98106804560663,81.58767327528706,688135,利扬芯片,bottom_area,2025-01-10,15.67,2025-01-08,15.6,0.44871794871795057,7.435897435897449,27.97783933518006,True,-2.6103,2.141,4,4,4,100.0,21.885753754645094,40.41850220264317,9.551282051282051,0.44871794871795057,历史4/4次成功; 当前距低点0.45%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
6,88.37644596542395,80.84386484250379,002246,北化股份,bottom_area,2025-01-10,9.23,2025-01-06,9.2,0.3260869565217515,4.347826086956526,27.38752959747435,False,-2.7397,1.2181,4,4,4,100.0,25.577113458996685,31.992687385740403,9.67391304347825,0.3260869565217515,历史4/4次成功; 当前距低点0.33%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
7,88.25733147212013,83.35414639033567,300520,科大国创,bottom_area,2025-01-10,20.4,2025-01-06,20.0,1.9999999999999927,8.499999999999996,31.342258839684174,True,-4.5837,4.901,4,4,4,100.0,20.774980593202418,32.59013282732449,8.000000000000007,1.9999999999999927,历史4/4次成功; 当前距低点2.00%; 最新日涨幅-4.58%; 状态bottom_area; 底部已确认
8,88.01581544687816,82.8439209470749,000155,川能动力,bottom_area,2025-01-10,10.62,2025-01-02,10.43,1.82166826462128,6.711409395973164,27.569444444444446,False,-2.925,1.1857,3,3,3,100.0,31.490992421566784,45.280898876404486,8.17833173537872,1.82166826462128,历史3/3次成功; 当前距低点1.82%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
9,87.99553347586635,82.79062206879108,300663,科蓝软件,bottom_area,2025-01-10,15.27,2025-01-06,15.0,1.7999999999999972,7.999999999999995,29.544387036167212,True,-3.9623,3.2885,2,2,2,100.0,48.62700036984445,76.77304964539006,8.200000000000003,1.7999999999999972,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-3.96%; 状态bottom_area; 底部已确认
10,87.9500589295064,82.08176952458153,000718,苏宁环球,bottom_area,2025-01-10,2.21,2025-01-08,2.18,1.3761467889908165,5.045871559633022,28.75816993464052,False,-1.7778,1.2238,3,3,3,100.0,21.932173136992418,36.111111111111114,8.623853211009184,1.3761467889908165,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
11,87.85046934536405,83.71761760577374,002819,东方中科,bottom_area,2025-01-10,24.47,2025-01-06,23.88,2.4706867671691786,6.616415410385268,28.072289156626518,False,-2.3933,1.513,4,4,4,100.0,27.47733029526597,51.677148846960186,7.529313232830822,2.4706867671691786,历史4/4次成功; 当前距低点2.47%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
12,87.24406876451594,81.8808716701229,002077,大港股份,bottom_area,2025-01-10,14.0,2025-01-06,13.77,1.6702977487291242,7.915758896151052,30.207805372529144,True,-3.3149,5.3296,3,3,3,100.0,25.479303963576843,26.22826908541193,8.329702251270877,1.6702977487291242,历史3/3次成功; 当前距低点1.67%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
13,87.04048954058277,79.12771776416615,001212,中旗新材,bottom_area,2025-01-10,19.74,2025-01-10,19.74,0.0,5.623100303951383,27.639296187683293,False,-5.2328,2.0042,4,4,4,100.0,34.82643959229107,82.06521739130437,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
14,86.91823405234835,82.51430447939386,300562,乐心医疗,confirmed_rebound,2025-01-10,12.16,2025-01-08,11.89,2.270815811606388,10.008410428931871,27.411477411477403,True,-1.3788,9.5965,4,4,4,100.0,19.57937919277642,22.71604938271605,7.729184188393612,2.270815811606388,历史4/4次成功; 当前距低点2.27%; 最新日涨幅-1.38%; 状态confirmed_rebound; 底部已确认
15,86.66483655294873,82.0738663467161,301456,盘古智能,bottom_area,2025-01-10,20.97,2025-01-06,20.53,2.143205065757417,7.598636142230875,28.715277777777775,True,-4.3339,1.861,2,2,2,100.0,48.98050482066129,55.619596541786734,7.856794934242584,2.143205065757417,历史2/2次成功; 当前距低点2.14%; 最新日涨幅-4.33%; 状态bottom_area; 底部已确认
16,85.96695904766592,82.097469906613,300490,华自科技,bottom_area,2025-01-10,7.15,2025-01-06,6.97,2.582496413199435,9.03873744619799,31.126482213438734,True,-4.4118,1.2619,4,4,4,100.0,21.158934025310238,32.06349206349206,7.417503586800565,2.582496413199435,历史4/4次成功; 当前距低点2.58%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
17,85.25782429752267,77.50711299774788,000829,天音控股,bottom_area,2025-01-10,9.98,2025-01-10,9.98,0.0,5.811623246492986,28.097982708933717,False,-4.68,2.5804,4,4,4,100.0,26.113510740579983,46.4765100671141,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
18,85.13012145690837,77.39101950628033,603215,比依股份,bottom_area,2025-01-10,16.15,2025-01-10,16.15,0.0,6.439628482972154,31.567796610169502,False,-7.9247,33.6188,4,4,4,100.0,25.48935218430281,36.01562499999999,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
19,84.62196995699978,79.71282638109112,300424,航新科技,bottom_area,2025-01-10,14.76,2025-01-08,14.49,1.8633540372670776,8.005521048999311,27.404809619238478,True,-4.3422,4.6753,2,2,2,100.0,32.85630960247343,52.29885057471265,8.136645962732922,1.8633540372670776,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-4.34%; 状态bottom_area; 底部已确认
20,84.45632939425819,79.146795172645,000917,电广传媒,bottom_area,2025-01-10,6.38,2025-01-06,6.28,1.5923566878980837,8.280254777070056,30.299667036625966,True,-4.2042,3.1044,1,1,1,100.0,43.157894736842124,43.157894736842124,8.407643312101918,1.5923566878980837,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-4.20%; 状态bottom_area; 底部已确认
21,84.42316552500225,76.74833229545658,002761,浙江建投,bottom_area,2025-01-10,7.94,2025-01-10,7.94,0.0,4.408060453400488,29.107142857142847,False,-3.1707,1.3614,7,7,7,100.0,22.034044599228856,43.73730534867976,10.0,0.0,历史7/7次成功; 当前距低点0.00%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
22,84.33554168151913,77.66375593662764,603222,济民健康,bottom_area,2025-01-10,5.96,2025-01-10,5.92,0.6756756756756763,6.4189189189189175,28.415961305925023,False,-5.0955,2.2779,8,8,8,100.0,22.980088586925643,68.46504559270518,9.324324324324325,0.6756756756756763,历史8/8次成功; 当前距低点0.68%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
23,84.15356898982299,80.29541625810617,605399,晨光新材,bottom_area,2025-01-10,10.51,2025-01-06,10.25,2.536585365853657,7.902439024390248,30.60257278266757,True,-3.6664,0.6205,2,2,2,100.0,44.24102630243285,52.857533497402244,7.463414634146344,2.536585365853657,历史2/2次成功; 当前距低点2.54%; 最新日涨幅-3.67%; 状态bottom_area; 底部已确认
24,84.14236738068358,79.00044326774552,603155,新亚强,bottom_area,2025-01-10,12.03,2025-01-06,11.83,1.6906170752324539,6.593406593406588,27.155172413793093,False,-4.1434,1.029,3,3,3,100.0,19.435753759545772,25.624375624375624,8.309382924767547,1.6906170752324539,历史3/3次成功; 当前距低点1.69%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
25,83.74123411148152,76.12839464680137,002459,晶澳科技,bottom_area,2025-01-10,12.5,2025-01-10,12.5,0.0,7.040000000000006,29.298642533936654,False,-5.8735,1.6359,4,4,4,100.0,18.701046488179387,26.683937823834192,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
