rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.17370059245808,87.8247967479675,300586,美联新材,bottom_area,2025-01-10,7.52,2025-01-08,7.38,1.8970189701896976,9.756097560975606,30.508474576271183,True,-2.9677,1.7175,3,3,3,100.0,50.871511414083926,124.33414043583537,8.102981029810302,1.8970189701896976,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
26,83.57255791180211,77.57908358434712,600939,重庆建工,bottom_area,2025-01-10,2.77,2025-01-06,2.74,1.0948905109488978,6.934306569343063,27.894736842105257,False,-3.8194,0.515,2,2,2,100.0,21.158247039304307,31.277533039647576,8.905109489051103,1.0948905109488978,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
27,83.27105104983316,80.33931398700106,300342,天银机电,bottom_area,2025-01-10,14.88,2025-01-06,14.43,3.118503118503126,9.078309078309083,28.986220472440948,True,-4.0619,2.9589,4,4,4,100.0,18.276887619291326,26.68539325842696,6.881496881496875,3.118503118503126,历史4/4次成功; 当前距低点3.12%; 最新日涨幅-4.06%; 状态bottom_area; 底部已确认
28,83.20523087482725,79.07755623612826,688329,艾隆科技,bottom_area,2025-01-10,12.74,2025-01-06,12.45,2.329317269076313,7.871485943775104,31.21546961325968,True,-3.265,2.2298,3,3,3,100.0,18.486019406571245,21.72890326374596,7.670682730923688,2.329317269076313,历史3/3次成功; 当前距低点2.33%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
29,83.1852076179296,75.62291601629964,002314,南山控股,bottom_area,2025-01-10,2.2,2025-01-10,2.2,0.0,4.999999999999994,29.260450160771693,False,-3.9301,1.5709,4,4,4,100.0,15.983419442471158,26.12612612612611,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
30,83.12453056491464,77.9095005428883,300706,阿石创,bottom_area,2025-01-10,20.96,2025-01-06,20.63,1.5996122152205619,9.112942317014069,28.566481994459835,True,-4.2922,4.3763,2,2,2,100.0,19.92804512683427,28.81508078994613,8.40038778477944,1.5996122152205619,历史2/2次成功; 当前距低点1.60%; 最新日涨幅-4.29%; 状态bottom_area; 底部已确认
31,83.05918903854773,78.02352442288674,300427,红相股份,bottom_area,2025-01-10,5.33,2025-01-06,5.24,1.7175572519083944,8.015267175572518,30.59602649006622,True,-4.8214,2.4697,2,2,2,100.0,21.986854608805835,31.168831168831172,8.282442748091606,1.7175572519083944,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-4.82%; 状态bottom_area; 底部已确认
32,83.02764361294349,77.41475697773306,300732,设研院,bottom_area,2025-01-10,6.11,2025-01-06,6.03,1.3266998341625218,7.462686567164181,27.611044417767104,True,-4.3818,1.6279,2,2,2,100.0,13.922755911954837,14.3801652892562,8.673300165837478,1.3266998341625218,历史2/2次成功; 当前距低点1.33%; 最新日涨幅-4.38%; 状态bottom_area; 底部已确认
33,82.77375264622582,75.81092408466353,002186,全聚德,bottom_area,2025-01-10,10.3,2025-01-06,10.26,0.38986354775829357,7.0175438596491295,32.27722772277228,True,-4.7179,2.0416,3,3,3,100.0,16.988241793292634,23.20675105485231,9.610136452241708,0.38986354775829357,历史3/3次成功; 当前距低点0.39%; 最新日涨幅-4.72%; 状态bottom_area; 底部已确认
34,82.64485452767123,77.30192720607488,002075,沙钢股份,bottom_area,2025-01-10,5.44,2025-01-08,5.36,1.492537313432837,8.395522388059689,29.842931937172768,False,-1.8051,3.2809,1,1,1,100.0,30.994152046783608,30.994152046783608,8.507462686567163,1.492537313432837,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
35,82.49694550239822,79.14836099861084,002663,普邦股份,bottom_area,2025-01-10,1.82,2025-01-06,1.77,2.8248587570621493,8.474576271186436,27.755102040816332,True,-3.7037,1.892,2,2,2,100.0,41.60773636942224,66.45569620253163,7.175141242937852,2.8248587570621493,历史2/2次成功; 当前距低点2.82%; 最新日涨幅-3.70%; 状态bottom_area; 底部已确认
36,82.28003993152531,79.19608041385196,600990,四创电子,bottom_area,2025-01-10,19.26,2025-01-06,18.7,2.9946524064171247,7.593582887700544,27.123928293063138,True,-2.8254,1.5305,3,3,3,100.0,17.063913443457043,20.55837563451777,7.005347593582875,2.9946524064171247,历史3/3次成功; 当前距低点2.99%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
37,82.2413203937726,76.24195355653693,001219,青岛食品,bottom_area,2025-01-10,12.81,2025-01-06,12.68,1.025236593059943,6.0725552050473155,27.749287749287753,False,-3.3208,1.5053,5,6,5,83.33333333333334,15.893331480539011,27.212020033388985,8.974763406940058,1.025236593059943,历史5/6次成功; 当前距低点1.03%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
38,82.16555449792419,80.39974774655859,001696,宗申动力,bottom_area,2025-01-10,20.99,2025-01-08,20.21,3.859475507174654,8.411677387431961,27.769835596854897,True,-1.7782,6.0808,3,3,3,100.0,34.13630055331614,65.16853932584267,6.140524492825347,3.859475507174654,历史3/3次成功; 当前距低点3.86%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
39,82.14199023726093,77.42778124497711,300489,光智科技,bottom_area,2025-01-10,49.93,2025-01-06,49.0,1.8979591836734688,8.12244897959183,31.75487465181058,True,-4.073,2.3127,2,2,2,100.0,20.995312815874314,22.924477771826446,8.102040816326532,1.8979591836734688,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
40,82.11793111639648,74.79660973966146,000014,沙河股份,bottom_area,2025-01-10,9.92,2025-01-10,9.91,0.10090817356205638,4.339051463168514,28.602305475504323,False,-3.408,1.4355,3,3,3,100.0,17.186453631091226,20.605355064027936,9.899091826437944,0.10090817356205638,历史3/3次成功; 当前距低点0.10%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
41,81.58946121057623,77.40008754031177,000042,中洲控股,bottom_area,2025-01-10,4.12,2025-01-06,4.03,2.233250620347391,7.692307692307682,32.495812395309876,True,-3.9627,1.3998,2,2,2,100.0,24.956445993031362,28.57142857142858,7.76674937965261,2.233250620347391,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-3.96%; 状态bottom_area; 底部已确认
42,81.44499061008305,74.13382781446121,000818,航锦科技,bottom_area,2025-01-10,15.23,2025-01-10,15.22,0.06570302233902618,4.73061760840998,28.91172349369453,False,-4.0328,2.2838,1,1,1,100.0,46.52489626556016,46.52489626556016,9.934296977660974,0.06570302233902618,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
43,81.37404668914729,78.85908139073989,002657,中科金财,bottom_area,2025-01-10,16.65,2025-01-06,16.11,3.351955307262565,9.062693978895101,27.004984141368375,True,-4.3103,4.3886,3,3,3,100.0,29.84698651235768,56.540447504302946,6.648044692737436,3.351955307262565,历史3/3次成功; 当前距低点3.35%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
44,81.29680430588866,75.02643829013232,688277,天智航,bottom_area,2025-01-10,8.95,2025-01-06,8.88,0.7882882882882714,7.319819819819803,32.67626990144048,True,-3.7634,0.5742,3,3,3,100.0,17.65449240553536,21.148825065274142,9.211711711711729,0.7882882882882714,历史3/3次成功; 当前距低点0.79%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
45,81.19992920164452,75.65256705464762,000062,深圳华强,bottom_area,2025-01-10,20.47,2025-01-08,20.21,1.2864918357248787,5.78921326076199,27.35442127965492,False,-2.6629,1.1121,3,4,3,75.0,23.76757225860402,37.385512073272274,8.713508164275122,1.2864918357248787,历史3/4次成功; 当前距低点1.29%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
46,81.1908462090462,77.38637631213669,002457,青龙管业,bottom_area,2025-01-10,10.74,2025-01-06,10.48,2.480916030534349,6.393129770992366,27.72413793103448,False,-2.8933,2.065,2,2,2,100.0,26.89712291266139,42.51290877796902,7.519083969465651,2.480916030534349,历史2/2次成功; 当前距低点2.48%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
47,81.02079409299252,73.65526735726591,600162,香江控股,bottom_area,2025-01-10,1.75,2025-01-10,1.75,0.0,5.142857142857148,27.685950413223136,False,-4.3716,0.8975,3,3,3,100.0,22.071329877773678,28.90624999999999,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
48,80.77905328449036,73.82322028639156,605168,三人行,bottom_area,2025-01-10,29.08,2025-01-10,29.0,0.27586206896551135,7.5862068965517215,30.952380952380953,False,-5.9508,2.7699,2,2,2,100.0,30.764439804478172,47.67726161369193,9.72413793103449,0.27586206896551135,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
49,80.76232249047776,73.50888859674583,300456,赛微电子,bottom_area,2025-01-10,15.84,2025-01-08,15.83,0.06317119393556403,4.801010739102968,29.01345291479821,False,-2.8817,2.1167,1,1,1,100.0,32.91891891891892,32.91891891891892,9.936828806064437,0.06317119393556403,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
50,80.67141184861528,73.6938197969543,600429,三元股份,bottom_area,2025-01-10,3.95,2025-01-10,3.94,0.25380710659899064,3.807106598984769,32.64957264957265,False,-2.9484,0.6843,1,1,1,100.0,36.25000000000001,36.25000000000001,9.746192893401009,0.25380710659899064,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
51,80.507923891143,77.36935568867776,300334,津膜科技,bottom_area,2025-01-10,5.3,2025-01-06,5.15,2.9126213592232904,8.932038834951456,30.872483221476504,True,-4.1591,1.1644,3,3,3,100.0,16.45232466509062,20.444444444444457,7.087378640776711,2.9126213592232904,历史3/3次成功; 当前距低点2.91%; 最新日涨幅-4.16%; 状态bottom_area; 底部已确认
52,80.46077273057446,74.35249417249419,002375,亚厦股份,bottom_area,2025-01-10,3.53,2025-01-06,3.5,0.8571428571428517,5.999999999999999,29.149797570850204,False,-3.5519,0.6625,3,3,3,100.0,24.06870906870906,36.9047619047619,9.142857142857148,0.8571428571428517,历史3/3次成功; 当前距低点0.86%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
53,80.4306417396821,73.520937577656,300682,朗新科技,bottom_area,2025-01-10,10.47,2025-01-10,10.44,0.2873563218390914,4.5977011494252915,27.44961779013204,False,-2.6952,0.924,2,2,2,100.0,19.0651074809093,21.503593145384194,9.712643678160909,0.2873563218390914,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
54,80.13858041986354,73.16295499870134,601865,福莱特,bottom_area,2025-01-10,18.04,2025-01-10,18.0,0.2222222222222175,6.88888888888888,32.88590604026846,False,-6.0417,1.0382,2,2,2,100.0,26.557105727784926,39.24894003634159,9.777777777777782,0.2222222222222175,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
55,79.9718491884074,73.11629191662124,605266,健之佳,bottom_area,2025-01-10,20.2,2025-01-10,20.14,0.29791459781528656,5.3128103277060585,29.531140657802652,False,-4.672,2.037,5,6,5,83.33333333333334,30.011848743584668,55.413271245634455,9.702085402184714,0.29791459781528656,历史5/6次成功; 当前距低点0.30%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
56,79.96912395408165,75.74266121381031,300648,星云股份,bottom_area,2025-01-10,20.43,2025-01-06,20.0,2.1499999999999986,7.750000000000004,32.432432432432435,True,-4.2194,1.9452,5,6,5,83.33333333333334,17.80283806708044,26.78362573099414,7.850000000000001,2.1499999999999986,历史5/6次成功; 当前距低点2.15%; 最新日涨幅-4.22%; 状态bottom_area; 底部已确认
57,79.7971206699968,75.61420708648892,002551,尚荣医疗,bottom_area,2025-01-10,2.82,2025-01-06,2.76,2.173913043478263,9.420289855072472,31.000000000000007,True,-4.4068,1.9459,3,4,3,75.0,35.46090766462019,52.61780104712043,7.826086956521738,2.173913043478263,历史3/4次成功; 当前距低点2.17%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
58,79.76557729726561,74.13157741381563,000620,盈新发展,bottom_area,2025-01-10,1.75,2025-01-10,1.73,1.1560693641618507,8.670520231213867,29.387755102040824,False,-7.4074,3.4303,6,8,6,75.0,24.206535290885213,58.4192439862543,8.84393063583815,1.1560693641618507,历史6/8次成功; 当前距低点1.16%; 最新日涨幅-7.41%; 状态bottom_area; 底部未确认
59,79.68877358490568,72.44433962264152,000567,海德股份,bottom_area,2025-01-10,6.03,2025-01-08,6.03,0.0,5.472636815920398,32.99999999999999,False,-2.8986,0.6531,1,1,1,100.0,38.67924528301886,38.67924528301886,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
60,79.67739308916971,72.433993717427,000965,天保基建,bottom_area,2025-01-10,2.8,2025-01-06,2.8,0.0,5.000000000000004,27.083333333333336,False,-3.7801,1.6993,3,3,3,100.0,15.50534256681183,16.666666666666664,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
61,79.45019343343459,73.52717130086492,600227,赤天化,bottom_area,2025-01-10,2.16,2025-01-06,2.14,0.9345794392523372,7.476635514018677,28.666666666666664,True,-4.4248,1.6513,1,1,1,100.0,44.72049689440993,44.72049689440993,9.065420560747665,0.9345794392523372,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.42%; 状态bottom_area; 底部已确认
62,79.23901755833869,75.64584015115867,300671,富满微,bottom_area,2025-01-10,32.0,2025-01-06,31.2,2.5641025641025665,9.551282051282053,31.578947368421055,True,-3.8462,3.531,2,2,2,100.0,19.580612888777,20.266753415744958,7.435897435897434,2.5641025641025665,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-3.85%; 状态bottom_area; 底部已确认
63,79.15267713696137,72.06404288011574,605577,龙版传媒,bottom_area,2025-01-10,12.85,2025-01-10,12.84,0.07788161993769305,4.984423676012466,32.42105263157895,False,-4.176,1.1005,3,4,3,75.0,39.71297297620256,80.80939947780678,9.922118380062308,0.07788161993769305,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-4.18%; 状态bottom_area; 底部未确认
64,79.10177333111578,74.62431446331676,300369,绿盟科技,bottom_area,2025-01-10,6.3,2025-01-06,6.18,1.9417475728155358,8.414239482200655,32.60632497273719,True,-4.4006,2.0563,1,1,1,100.0,23.126338329764458,23.126338329764458,8.058252427184465,1.9417475728155358,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-4.40%; 状态bottom_area; 底部已确认
65,79.0960994976203,74.66440573770493,000068,华控赛格,bottom_area,2025-01-10,3.1,2025-01-06,3.04,1.9736842105263175,6.907894736842104,32.29398663697105,False,-4.0248,1.1358,2,2,2,100.0,16.260245901639355,18.750000000000007,8.026315789473683,1.9736842105263175,历史2/2次成功; 当前距低点1.97%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
66,78.88558661069375,74.38640866711808,000036,华联控股,bottom_area,2025-01-10,3.72,2025-01-06,3.65,1.9178082191780899,6.301369863013698,29.94241842610365,False,-2.8721,0.9519,1,1,1,100.0,20.532319391634985,20.532319391634985,8.08219178082191,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
67,78.48957133595742,72.19977498736488,600231,凌钢股份,bottom_area,2025-01-10,1.63,2025-01-10,1.62,0.6172839506172707,4.938271604938262,28.63436123348017,False,-3.5503,0.3472,2,2,2,100.0,26.221410724581972,29.302325581395344,9.382716049382731,0.6172839506172707,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
68,78.46199888440889,71.32908989491716,300603,立昂技术,bottom_area,2025-01-10,8.61,2025-01-10,8.61,0.0,6.968641114982595,27.03389830508475,False,-5.9016,6.0171,6,7,6,85.71428571428571,23.85071372075284,49.427168576104755,10.0,0.0,历史6/7次成功; 当前距低点0.00%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
69,78.42083328697804,76.26963835890632,002855,捷荣技术,bottom_area,2025-01-10,17.55,2025-01-06,16.95,3.5398230088495657,8.495575221238946,32.73809523809524,True,-3.8356,1.3992,3,3,3,100.0,18.228144188620067,21.093749999999993,6.460176991150435,3.5398230088495657,历史3/3次成功; 当前距低点3.54%; 最新日涨幅-3.84%; 状态bottom_area; 底部已确认
70,78.40375394449147,75.37115591456302,688310,迈得医疗,bottom_area,2025-01-10,10.19,2025-01-06,9.9,2.9292929292929206,6.3636363636363535,27.631578947368418,False,-1.6409,0.5893,2,2,2,100.0,21.558837598660606,23.648648648648653,7.07070707070708,2.9292929292929206,历史2/2次成功; 当前距低点2.93%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
71,78.1078227806525,74.57445454699095,002616,长青集团,bottom_area,2025-01-10,4.39,2025-01-06,4.28,2.5700934579439116,7.9439252336448565,29.021558872305143,True,-3.9387,2.1728,1,1,1,100.0,30.560578661844474,30.560578661844474,7.429906542056089,2.5700934579439116,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-3.94%; 状态bottom_area; 底部已确认
72,77.92221894104712,73.807198475017,300409,道氏技术,bottom_area,2025-01-10,12.34,2025-01-08,12.08,2.1523178807947003,7.0364238410596,28.26603325415677,True,-2.8346,2.7467,4,6,4,66.66666666666666,33.321594497646515,50.03460207612457,7.8476821192053,2.1523178807947003,历史4/6次成功; 当前距低点2.15%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
73,77.90931035451361,71.07067523725934,300393,中来股份,bottom_area,2025-01-10,5.56,2025-01-10,5.55,0.18018018018017634,5.0450450450450495,27.260812581913502,False,-4.3029,1.4216,4,5,4,80.0,24.792935742312604,36.516853932584276,9.819819819819823,0.18018018018017634,历史4/5次成功; 当前距低点0.18%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
