rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.20781616480565,84.43359067603718,000065,北方国际,bottom_area,2024-07-09,9.81,2024-07-09,9.54,2.8301886792452975,3.4591194968553474,28.000000000000007,False,1.343,0.6684,3,3,3,100.0,29.926993896325044,41.48061104582843,17.169811320754704,2.8301886792452975,历史3/3次成功; 当前距低点2.83%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
2,93.95545962273376,82.16933096000028,605567,春雪食品,bottom_area,2024-07-09,7.39,2024-07-09,7.2,2.6388888888888817,3.333333333333336,29.961089494163417,False,0.0,1.2063,2,2,2,100.0,32.07525605734906,36.46616541353383,17.361111111111118,2.6388888888888817,历史2/2次成功; 当前距低点2.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,93.22451309686366,82.33986032753839,600155,华创云信,bottom_area,2024-07-09,5.84,2024-07-08,5.66,3.1802120141342707,4.41696113074205,27.806122448979586,False,2.4561,0.9782,2,2,2,100.0,39.627654407336166,46.19883040935671,16.81978798586573,3.1802120141342707,历史2/2次成功; 当前距低点3.18%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
4,91.38139866337627,80.47644690090799,605099,共创草坪,bottom_area,2024-07-09,18.42,2024-07-09,17.88,3.020134228187935,3.9709172259507883,28.96305125148988,False,0.3268,0.2403,1,1,1,100.0,44.31372549019606,44.31372549019606,16.979865771812065,3.020134228187935,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
5,90.68977029410313,79.24597047215629,688303,大全能源,bottom_area,2024-07-09,18.6,2024-07-09,18.13,2.5923883066740343,4.136789851075565,30.74866310160428,False,0.3236,0.8767,1,1,1,100.0,32.45492371705965,32.45492371705965,17.40761169332597,2.5923883066740343,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
6,90.58039854580412,80.45990024937653,002687,乔治白,bottom_area,2024-07-09,4.15,2024-07-09,4.01,3.491271820448892,3.9900249376558645,31.45299145299145,False,1.467,1.2797,1,1,1,100.0,64.00000000000001,64.00000000000001,16.508728179551106,3.491271820448892,历史1/1次成功; 当前距低点3.49%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
7,90.21142827564776,78.60746862193373,300390,天华新能,bottom_area,2024-07-09,16.38,2024-07-09,15.99,2.439024390243895,3.12695434646653,27.972972972972972,False,0.8,1.0876,1,1,1,100.0,27.142173288654863,27.142173288654863,17.560975609756106,2.439024390243895,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
8,89.80148933582358,78.46382635354526,000789,万年青,bottom_area,2024-07-09,4.36,2024-07-09,4.25,2.5882352941176547,3.9999999999999982,29.752066115702476,False,-0.6834,0.639,2,2,2,100.0,34.00539152759949,47.599999999999994,17.411764705882344,2.5882352941176547,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
9,89.5820535894486,78.17533765489753,601699,潞安环能,bottom_area,2024-07-09,17.49,2024-07-09,17.06,2.520515826494723,2.754982415005876,28.738512949039276,False,0.6329,0.5121,1,1,1,100.0,25.817815802717657,25.817815802717657,17.479484173505277,2.520515826494723,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
10,89.55842701797623,79.75732115996782,603218,日月股份,bottom_area,2024-07-09,9.7,2024-07-05,9.36,3.6324786324786316,5.982905982905988,27.216174183514774,False,0.5181,0.8019,1,1,1,100.0,47.95361527967258,47.95361527967258,16.36752136752137,3.6324786324786316,历史1/1次成功; 当前距低点3.63%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
11,89.26704078376626,79.17203871292105,603063,禾望电气,bottom_area,2024-07-09,13.96,2024-07-09,13.5,3.4074074074074137,4.074074074074079,28.4957627118644,False,1.5273,1.6553,2,2,2,100.0,25.38133119252664,28.846153846153843,16.592592592592588,3.4074074074074137,历史2/2次成功; 当前距低点3.41%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
12,89.0571600739041,80.14220577190021,600973,宝胜股份,bottom_area,2024-07-09,3.47,2024-07-09,3.33,4.204204204204208,4.504504504504501,28.077753779697623,False,2.6627,0.736,2,2,2,100.0,40.36446966390223,46.551724137931025,15.795795795795792,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
13,88.18234223341354,79.06724902456479,002254,泰和新材,bottom_area,2024-07-09,8.31,2024-07-09,7.99,4.005006257822282,4.755944931163943,31.416309012875537,False,1.8382,1.109,2,2,2,100.0,32.14335103440648,38.58695652173914,15.994993742177721,4.005006257822282,历史2/2次成功; 当前距低点4.01%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
