rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.18400674302076,85.33307809072154,002432,九安医疗,bottom_area,2024-04-16,40.56,2024-04-16,39.88,1.7051153460381134,4.312938816449345,27.464532557293552,False,0.1729,3.2066,2,2,2,100.0,37.638392901550795,65.03496503496503,6.294884653961887,1.7051153460381134,历史2/2次成功; 当前距低点1.71%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
72,78.16773740441096,72.37753463371385,002213,大为股份,bottom_area,2024-04-16,9.52,2024-04-16,9.52,0.0,6.9327731092436995,28.042328042328045,False,-10.0189,4.8609,3,3,3,100.0,15.2017991059884,20.248254460822338,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
73,78.08068343026189,72.29692910209434,600421,退市华嵘,bottom_area,2024-04-16,6.12,2024-04-16,6.12,0.0,0.0,31.848552338530066,False,-10.0,0.3355,2,2,2,100.0,31.435102699431873,44.900662251655625,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
74,77.99356380848891,72.43220560707854,688011,新光光电,confirmed_rebound,2024-04-16,12.92,2024-04-16,12.9,0.15503875968991915,14.806201550387598,28.847214561500266,False,-11.8089,1.1042,3,3,3,100.0,15.353193436406274,18.487394957983174,7.844961240310081,0.15503875968991915,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-11.81%; 状态confirmed_rebound; 底部未确认
75,77.96894887294503,72.62517086831357,002772,众兴菌业,bottom_area,2024-04-16,6.48,2024-04-16,6.46,0.30959752321982137,6.037151702786373,27.82122905027932,False,-5.814,2.5448,2,2,2,100.0,24.736845275563287,32.175502742230364,7.690402476780179,0.30959752321982137,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-5.81%; 状态bottom_area; 底部未确认
76,77.8720391832019,72.7743524829601,000735,罗牛山,bottom_area,2024-04-16,4.18,2024-04-16,4.16,0.48076923076922046,6.730769230769236,27.017543859649123,False,-6.278,2.1231,1,1,1,100.0,44.303797468354425,44.303797468354425,7.51923076923078,0.48076923076922046,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
77,77.7326135902223,71.97464221316879,002767,先锋电子,confirmed_rebound,2024-04-16,10.13,2024-04-16,10.13,0.0,10.365251727541944,28.611698379140233,False,-9.9556,3.894,3,3,3,100.0,23.250764586928995,52.04379562043795,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
78,77.69583474774234,72.40489337192899,300721,怡达股份,confirmed_rebound,2024-04-16,9.01,2024-04-16,8.98,0.3340757238307278,20.712694877505562,30.81664098613251,False,-18.9019,11.4584,3,3,3,100.0,17.40100011969386,22.270742358078603,7.665924276169273,0.3340757238307278,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-18.90%; 状态confirmed_rebound; 底部未确认
79,77.46031394228974,72.14874955767557,000572,海马汽车,confirmed_rebound,2024-04-16,3.26,2024-04-16,3.25,0.30769230769230116,8.923076923076923,28.256070640176606,False,-9.6953,3.1377,3,3,3,100.0,15.700473221580793,22.92191435768261,7.6923076923077,0.30769230769230116,历史3/3次成功; 当前距低点0.31%; 最新日涨幅-9.70%; 状态confirmed_rebound; 底部未确认
80,77.43753889440362,72.56718880670411,688288,鸿泉技术,confirmed_rebound,2024-04-16,11.3,2024-04-16,11.23,0.623330365093502,15.494211932324134,31.8154219793564,False,-11.5114,2.2496,3,3,3,100.0,21.819258274824108,41.992882562277565,7.376669634906498,0.623330365093502,历史3/3次成功; 当前距低点0.62%; 最新日涨幅-11.51%; 状态confirmed_rebound; 底部未确认
81,77.42203692291389,71.68707122492026,600178,东安动力,confirmed_rebound,2024-04-16,9.39,2024-04-16,9.39,0.0,11.075612353567616,29.398496240601503,False,-9.9712,5.7204,3,3,3,100.0,21.70468400494762,36.84210526315788,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
82,77.38002456057359,72.36846182924596,000701,厦门信达,confirmed_rebound,2024-04-16,3.87,2024-04-16,3.85,0.5194805194805199,11.428571428571427,31.85840707964602,False,-9.3677,12.7711,3,3,3,100.0,19.4778355573201,30.161579892280066,7.48051948051948,0.5194805194805199,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-9.37%; 状态confirmed_rebound; 底部未确认
83,77.37958598439737,71.64776480036792,603268,松发股份,bottom_area,2024-04-16,13.66,2024-04-16,13.66,0.0,3.1478770131771574,27.609962904080554,False,-10.0132,1.3171,2,2,2,100.0,27.94497204498886,37.532133676092535,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
84,77.31461929242292,72.29510546577481,300738,奥飞数据,confirmed_rebound,2024-04-16,9.84,2024-04-16,9.79,0.5107252298263607,8.784473953013292,29.416005767844272,False,-5.4755,6.5375,2,2,2,100.0,35.642790267628556,44.8948948948949,7.48927477017364,0.5107252298263607,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-5.48%; 状态confirmed_rebound; 底部未确认
85,77.2369735063167,72.67161557792508,688135,利扬芯片,confirmed_rebound,2024-04-16,14.53,2024-04-16,14.41,0.8327550312283083,10.062456627342119,27.51509054325955,False,-9.0738,1.2878,3,3,3,100.0,24.94783359744953,40.41850220264317,7.167244968771692,0.8327550312283083,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-9.07%; 状态confirmed_rebound; 底部未确认
86,77.15373425077216,71.43864282478903,605178,时空科技,bottom_area,2024-04-16,12.8,2024-04-16,12.8,0.0,4.0624999999999964,32.23928004235045,False,-9.9859,1.0414,3,3,3,100.0,10.153993681661406,11.97247706422018,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
87,77.08559019258752,71.4796800366146,688328,深科达,confirmed_rebound,2024-04-16,13.22,2024-04-16,13.21,0.07570022710067968,13.171839515518533,31.83694530443756,False,-11.8667,6.8628,2,2,2,100.0,25.92621803443088,29.170984455958543,7.924299772899321,0.07570022710067968,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-11.87%; 状态confirmed_rebound; 底部未确认
88,76.9661321711464,71.26493719550592,002693,双成药业,confirmed_rebound,2024-04-16,4.55,2024-04-16,4.55,0.0,10.54945054945056,32.89085545722714,False,-9.901,2.8565,3,3,3,100.0,19.43514621239739,34.61538461538462,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.90%; 状态confirmed_rebound; 底部未确认
89,76.8956292425041,71.93791835083051,300567,精测电子,bottom_area,2024-04-16,56.3,2024-04-16,56.0,0.5357142857142806,7.732142857142854,28.19592255417361,False,-6.3695,2.0634,2,2,2,100.0,23.81369313042512,29.212752114508785,7.464285714285719,0.5357142857142806,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
90,76.86173674479302,71.16827476369724,002798,帝欧水华,confirmed_rebound,2024-04-16,3.37,2024-04-16,3.37,0.0,9.792284866468846,32.46492985971944,False,-9.893,3.6863,3,3,3,100.0,18.915455718802356,29.776674937965264,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
91,76.81231414646697,71.53376303532313,002467,二六三,confirmed_rebound,2024-04-16,3.35,2024-04-16,3.34,0.29940119760479733,10.179640718562883,28.172043010752695,False,-4.2857,3.6782,3,3,3,100.0,12.292461106785295,13.91509433962264,7.700598802395203,0.29940119760479733,历史3/3次成功; 当前距低点0.30%; 最新日涨幅-4.29%; 状态confirmed_rebound; 底部未确认
92,76.788946488159,71.55121079590941,300614,百川畅银,confirmed_rebound,2024-04-16,9.18,2024-04-16,9.15,0.32786885245900943,14.754098360655732,32.720588235294116,False,-12.8205,5.5849,3,3,3,100.0,12.7352246210535,15.244180739388408,7.67213114754099,0.32786885245900943,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-12.82%; 状态confirmed_rebound; 底部未确认
93,76.74143568179909,71.05688489055471,300752,隆利科技,confirmed_rebound,2024-04-16,9.4,2024-04-16,9.4,0.0,10.851063829787229,27.636643571978443,False,-11.4043,4.7187,3,3,3,100.0,18.316585433089873,21.807655194596325,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-11.40%; 状态confirmed_rebound; 底部未确认
94,76.67630707970555,71.57333772867378,688021,奥福科技,confirmed_rebound,2024-04-16,9.56,2024-04-16,9.52,0.4201680672269005,8.403361344537823,29.741697416974176,False,-9.2118,2.8091,3,3,3,100.0,13.985596354575867,24.96392496392497,7.5798319327731,0.4201680672269005,历史3/3次成功; 当前距低点0.42%; 最新日涨幅-9.21%; 状态confirmed_rebound; 底部未确认
95,76.66773448836398,71.50715768664129,300644,南京聚隆,confirmed_rebound,2024-04-16,13.28,2024-04-16,13.23,0.37792894935751276,14.663643235071802,27.14757709251101,False,-13.3159,5.3916,2,2,2,100.0,29.77868651170118,45.02014968336211,7.622071050642488,0.37792894935751276,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-13.32%; 状态confirmed_rebound; 底部未确认
96,76.60963764396216,71.12483742119072,300561,汇金科技,confirmed_rebound,2024-04-16,7.21,2024-04-16,7.2,0.13888888888888593,12.499999999999991,27.272727272727277,False,-11.8582,3.6032,2,2,2,100.0,24.79303273041607,27.62128325508607,7.861111111111114,0.13888888888888593,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-11.86%; 状态confirmed_rebound; 底部未确认
97,76.6095718482119,71.65543132232382,300359,全通教育,confirmed_rebound,2024-04-16,3.83,2024-04-16,3.81,0.5249343832021002,8.923884514435704,29.44444444444445,False,-8.1535,2.0968,3,3,3,100.0,15.711192021637723,18.19484240687678,7.475065616797901,0.5249343832021002,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-8.15%; 状态confirmed_rebound; 底部未确认
98,76.55263903147701,70.88207317729352,000070,特发信息,confirmed_rebound,2024-04-16,6.81,2024-04-16,6.81,0.0,12.334801762114548,27.936507936507937,False,-10.0396,5.6116,2,2,2,100.0,34.04340417899739,50.60532687651331,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
99,76.54376379554782,70.87385536624798,002679,福建金森,bottom_area,2024-04-16,7.69,2024-04-16,7.69,0.0,3.9011703511053293,27.178030303030305,False,-9.9532,1.6147,2,2,2,100.0,23.784168635741825,33.50951374207188,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
100,76.4906640721308,71.6707731952522,300651,金陵体育,confirmed_rebound,2024-04-16,11.42,2024-04-16,11.35,0.6167400881057294,12.951541850220272,28.436317780580072,False,-12.8909,7.913,3,3,3,100.0,16.919035463082015,25.720461095100855,7.38325991189427,0.6167400881057294,历史3/3次成功; 当前距低点0.62%; 最新日涨幅-12.89%; 状态confirmed_rebound; 底部未确认
101,76.48935698426877,74.36067079383325,300656,民德电子,confirmed_rebound,2024-04-16,16.6,2024-04-16,16.19,2.5324274243360105,10.31500926497837,28.772547294324674,False,-7.4693,1.4566,3,3,3,100.0,15.024759792039525,17.25799386771792,5.46757257566399,2.5324274243360105,历史3/3次成功; 当前距低点2.53%; 最新日涨幅-7.47%; 状态confirmed_rebound; 底部未确认
102,76.41725793863469,70.75672031355063,002298,中电鑫龙,confirmed_rebound,2024-04-16,4.3,2024-04-16,4.3,0.0,10.000000000000014,31.089743589743595,False,-10.0418,5.8983,3,3,3,100.0,16.70279738468079,23.734729493891784,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
103,76.41000000000001,70.75,600052,东望时代,confirmed_rebound,2024-04-16,3.38,2024-04-16,3.38,0.0,9.467455621301783,27.311827956989255,False,-10.1064,1.3873,1,1,1,100.0,56.0655737704918,56.0655737704918,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态confirmed_rebound; 底部未确认
104,76.36882103496504,70.71187132867132,002652,扬子新材,bottom_area,2024-04-16,2.01,2024-04-16,2.01,0.0,7.9601990049751326,28.469750889679723,False,-9.8655,2.0816,2,2,2,100.0,22.913286713286713,23.426573426573423,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态bottom_area; 底部未确认
105,76.31155182353311,71.07789764585466,300725,药石科技,confirmed_rebound,2024-04-16,29.4,2024-04-16,29.31,0.3070624360286587,9.757761856021846,27.053260328521656,False,-7.489,3.8119,1,1,1,100.0,43.26881720430109,43.26881720430109,7.692937563971341,0.3070624360286587,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-7.49%; 状态confirmed_rebound; 底部未确认
106,76.26841610190661,71.01883660110013,002558,巨人网络,bottom_area,2024-04-16,10.26,2024-04-16,10.23,0.29325513196480313,7.038123167155414,28.109627547434997,False,-5.3506,2.5099,2,2,2,100.0,15.900313451504728,18.872870249017044,7.706744868035196,0.29325513196480313,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-5.35%; 状态bottom_area; 底部未确认
107,76.23326920707223,71.1278105524018,600198,大唐电信,confirmed_rebound,2024-04-16,5.06,2024-04-16,5.04,0.39682539682538837,10.119047619047615,32.62032085561498,False,-8.167,1.9494,2,2,2,100.0,27.97081966217037,43.60189573459716,7.603174603174612,0.39682539682538837,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-8.17%; 状态confirmed_rebound; 底部未确认
108,76.21982538570413,72.72631324138274,300554,三超新材,confirmed_rebound,2024-04-16,17.57,2024-04-16,17.3,1.5606936416184947,15.549132947976865,31.889763779527552,False,-12.5,10.9766,2,2,2,100.0,10.99298249609085,12.927350427350436,6.439306358381505,1.5606936416184947,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-12.50%; 状态confirmed_rebound; 底部未确认
109,76.0907446489904,72.98377470277461,688280,精进电动,confirmed_rebound,2024-04-16,3.89,2024-04-16,3.82,1.8324607329843006,14.39790575916231,28.864059590316575,False,-10.1617,1.4351,1,1,1,100.0,32.37518910741301,32.37518910741301,6.1675392670157,1.8324607329843006,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-10.16%; 状态confirmed_rebound; 底部未确认
110,75.94066443848719,72.91671432750374,301360,荣旗科技,confirmed_rebound,2024-04-16,37.79,2024-04-16,37.09,1.887301159342129,10.272310595847923,30.255735238811575,False,-8.6978,8.7849,2,2,2,100.0,16.020220273138687,23.857583403420236,6.11269884065787,1.887301159342129,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-8.70%; 状态confirmed_rebound; 底部未确认
111,75.84760038273895,71.14064506408629,300365,恒华科技,confirmed_rebound,2024-04-16,4.51,2024-04-16,4.48,0.6696428571428428,11.607142857142847,29.00158478605387,False,-9.2555,3.7979,3,3,3,100.0,14.717369776193308,19.111111111111114,7.330357142857158,0.6696428571428428,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-9.26%; 状态confirmed_rebound; 底部未确认
112,75.73614657117884,72.6791275960066,688216,气派科技,confirmed_rebound,2024-04-16,12.61,2024-04-16,12.38,1.8578352180936886,15.589660743134084,32.89972899728997,False,-11.8798,4.7112,2,2,2,100.0,14.381676845484892,15.629025332760845,6.142164781906311,1.8578352180936886,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-11.88%; 状态confirmed_rebound; 底部未确认
113,75.69261647450597,71.89908385944571,300471,厚普股份,confirmed_rebound,2024-04-16,8.4,2024-04-16,8.29,1.3268998793727529,12.786489746682758,27.34443470639791,False,-10.6383,2.9141,1,1,1,100.0,20.346320346320343,20.346320346320343,6.673100120627247,1.3268998793727529,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-10.64%; 状态confirmed_rebound; 底部未确认
114,75.68050739721528,70.07454388631044,600319,亚星化学,bottom_area,2024-04-16,3.77,2024-04-16,3.77,0.0,5.835543766578255,32.67857142857142,False,-10.0239,2.0292,2,2,2,100.0,19.48679508769049,29.282868525896426,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
115,75.61876928042764,71.47315813412848,002669,康达新材,confirmed_rebound,2024-04-16,8.51,2024-04-16,8.42,1.0688836104513049,14.72684085510689,27.413793103448274,False,-9.0812,5.0661,1,1,1,100.0,14.89361702127659,14.89361702127659,6.931116389548696,1.0688836104513049,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-9.08%; 状态confirmed_rebound; 底部未确认
116,75.60644844266086,70.00597078024154,300556,丝路视觉,confirmed_rebound,2024-04-16,17.45,2024-04-16,17.45,0.0,11.289398280802306,27.952105697770435,False,-10.2828,10.5546,3,3,3,100.0,12.666509571191007,16.233354470513625,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.28%; 状态confirmed_rebound; 底部未确认
117,75.426668523385,69.897110226954,001359,平安电工,confirmed_rebound,2024-04-16,23.37,2024-04-16,23.36,0.042808219178088885,9.160958904109592,29.849849849849846,False,-9.9422,31.4214,1,1,1,100.0,33.681252509032504,33.681252509032504,7.957191780821911,0.042808219178088885,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
118,75.22957016567273,70.99374240644991,300635,中达安,confirmed_rebound,2024-04-16,7.16,2024-04-16,7.09,0.9873060648801169,14.809590973201702,30.42198233562316,False,-12.1472,5.637,3,3,3,100.0,17.821506636433217,23.97914856646394,7.012693935119883,0.9873060648801169,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-12.15%; 状态confirmed_rebound; 底部未确认
119,75.13016962549653,70.41253010824417,000560,我爱我家,confirmed_rebound,2024-04-16,1.6,2024-04-16,1.59,0.6289308176100634,9.433962264150937,30.567685589519648,False,-7.5145,3.2999,3,3,3,100.0,10.303722432231858,13.793103448275875,7.371069182389936,0.6289308176100634,历史3/3次成功; 当前距低点0.63%; 最新日涨幅-7.51%; 状态confirmed_rebound; 底部未确认
120,74.96146366207978,69.40876265007387,688277,天智航,bottom_area,2024-04-16,7.66,2024-04-16,7.66,0.0,6.788511749347252,29.981718464351005,False,-6.6991,1.2486,2,2,2,100.0,15.907326075665967,20.469798657718112,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
121,74.93296989264847,71.64902645988289,300727,润禾材料,confirmed_rebound,2024-04-16,20.09,2024-04-16,19.76,1.6700404858299507,12.095141700404842,30.520393811533047,False,-9.3002,4.9204,4,5,4,80.0,16.541498750404195,26.812499999999993,6.32995951417005,1.6700404858299507,历史4/5次成功; 当前距低点1.67%; 最新日涨幅-9.30%; 状态confirmed_rebound; 底部未确认
122,74.8676077570837,72.7860355554176,301337,亚华电子,confirmed_rebound,2024-04-16,29.54,2024-04-15,28.81,2.533842415827839,23.568205484206885,27.956989247311835,True,-9.939,15.343,2,2,2,100.0,14.04944227690898,18.994064354889115,5.466157584172161,2.533842415827839,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部已确认
123,74.8551030383188,70.40676206068419,300436,广生堂,confirmed_rebound,2024-04-16,14.84,2024-04-16,14.72,0.8152173913043425,10.869565217391301,30.924448615673384,False,-9.3464,2.2371,3,3,3,100.0,12.556224262677834,16.690751445086697,7.1847826086956585,0.8152173913043425,历史3/3次成功; 当前距低点0.82%; 最新日涨幅-9.35%; 状态confirmed_rebound; 底部未确认
124,74.84797023167195,74.81526410528713,688070,纵横股份,confirmed_rebound,2024-04-16,36.6,2024-04-16,35.2,3.977272727272723,10.880681818181813,30.912659470068693,False,-8.1786,3.3091,4,4,4,100.0,18.513150126177088,27.521446788778103,4.022727272727277,3.977272727272723,历史4/4次成功; 当前距低点3.98%; 最新日涨幅-8.18%; 状态confirmed_rebound; 底部未确认
125,74.80631877078956,69.4581420603424,001208,华菱线缆,confirmed_rebound,2024-04-16,6.93,2024-04-16,6.92,0.14450867052022812,8.236994219653184,31.889763779527563,False,-7.4766,3.1587,2,2,2,100.0,15.901192629723221,21.34213421342134,7.855491329479772,0.14450867052022812,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-7.48%; 状态confirmed_rebound; 底部未确认
126,74.78258066720461,70.68523324839909,300767,震安科技,confirmed_rebound,2024-04-16,9.44,2024-04-16,9.34,1.0706638115631655,9.421841541755898,30.814814814814817,False,-8.0818,4.8634,1,1,1,100.0,10.679283541737075,10.679283541737075,6.929336188436835,1.0706638115631655,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-8.08%; 状态confirmed_rebound; 底部未确认
127,74.77202237573589,69.6385464444811,300582,英飞特,confirmed_rebound,2024-04-16,6.62,2024-04-16,6.6,0.30303030303031003,12.42424242424243,28.802588996763756,False,-11.6155,4.0423,1,1,1,100.0,35.48094373865699,35.48094373865699,7.696969696969689,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-11.62%; 状态confirmed_rebound; 底部未确认
128,74.76856956052823,70.53274033286675,002173,创新医疗,bottom_area,2024-04-16,7.3,2024-04-16,7.23,0.9681881051175573,7.1922544951590535,31.077216396568158,False,-5.6848,3.8132,2,2,2,100.0,21.560264583520393,24.903474903474905,7.031811894882443,0.9681881051175573,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
129,74.72725087108014,69.19189895470383,000042,中洲控股,confirmed_rebound,2024-04-16,3.51,2024-04-16,3.51,0.0,10.256410256410266,31.844660194174768,False,-10.0,2.6022,2,2,2,100.0,24.956445993031362,28.57142857142858,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
130,74.64366660115563,69.11450611218113,002645,华宏科技,bottom_area,2024-04-16,9.16,2024-04-16,9.16,0.0,6.331877729257643,29.80842911877395,False,-10.0196,2.1764,2,2,2,100.0,14.325301678393142,16.50485436893203,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
131,74.62742172500076,69.09946456018588,300517,海波重科,confirmed_rebound,2024-04-16,6.4,2024-04-16,6.4,0.0,9.687499999999988,27.519818799546997,False,-9.2199,4.4544,2,2,2,100.0,24.459486882719794,36.88286544046467,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.22%; 状态confirmed_rebound; 底部未确认
132,74.5229041764256,71.57945015150395,605277,新亚电子,confirmed_rebound,2024-04-16,12.84,2024-04-16,12.6,1.9047619047619067,9.444444444444441,29.805013927576603,False,-8.0888,4.8646,1,1,1,100.0,25.711329539575807,25.711329539575807,6.095238095238094,1.9047619047619067,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-8.09%; 状态confirmed_rebound; 底部未确认
133,74.48081547132415,69.21428491955082,300749,顶固集创,confirmed_rebound,2024-04-16,5.32,2024-04-16,5.31,0.1883239171374892,13.747645951035793,32.86978508217447,False,-8.7479,6.1916,2,2,2,100.0,15.127222852818766,20.833333333333336,7.811676082862511,0.1883239171374892,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-8.75%; 状态confirmed_rebound; 底部未确认
134,74.43142409918637,68.91798527702441,600156,华升股份,confirmed_rebound,2024-04-16,3.59,2024-04-16,3.59,0.0,9.749303621169918,31.8785578747628,False,-10.0251,4.8865,2,2,2,100.0,23.483791811959197,35.05747126436782,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
135,74.39182959796963,70.6094281673065,688030,山石网科,confirmed_rebound,2024-04-16,10.23,2024-04-16,10.1,1.287128712871295,9.306930693069303,28.113879003558722,False,-8.5791,1.3093,1,1,1,100.0,12.9251700680272,12.9251700680272,6.712871287128705,1.287128712871295,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-8.58%; 状态confirmed_rebound; 底部未确认
136,74.37468445029656,73.35135477411421,688143,长盈通,confirmed_rebound,2024-04-16,19.21,2024-04-16,18.6,3.279569892473115,12.741935483870954,30.232558139534877,False,-8.9573,2.671,3,3,3,100.0,18.756850155660842,25.949367088607595,4.7204301075268855,3.279569892473115,历史3/3次成功; 当前距低点3.28%; 最新日涨幅-8.96%; 状态confirmed_rebound; 底部未确认
137,74.2216170037548,69.26278814494275,688337,普源精电,confirmed_rebound,2024-04-16,27.22,2024-04-16,27.11,0.4057543341940223,8.115086683880484,29.364252214695156,False,-5.3876,2.5543,3,4,3,75.0,38.886602295188766,54.46153846153845,7.594245665805978,0.4057543341940223,历史3/4次成功; 当前距低点0.41%; 最新日涨幅-5.39%; 状态confirmed_rebound; 底部未确认
138,74.21732032720948,68.79999767558836,002362,汉王科技,confirmed_rebound,2024-04-16,16.51,2024-04-16,16.5,0.06060606060607008,10.848484848484844,29.245283018867923,False,-9.7814,6.6703,2,2,2,100.0,11.334298353603266,12.642487046632112,7.93939393939393,0.06060606060607008,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-9.78%; 状态confirmed_rebound; 底部未确认
139,74.21287500000001,68.715625,002446,盛路通信,confirmed_rebound,2024-04-16,5.72,2024-04-16,5.72,0.0,10.314685314685313,30.83434099153567,False,-9.9213,7.1729,1,1,1,100.0,39.0625,39.0625,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
140,74.14574260380014,71.40383532723435,002638,勤上股份,confirmed_rebound,2024-04-16,2.0,2024-04-15,1.96,2.040816326530614,11.224489795918377,29.496402877697836,True,-5.2133,2.0759,1,1,1,100.0,17.241379310344833,17.241379310344833,5.9591836734693855,2.040816326530614,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-5.21%; 状态confirmed_rebound; 底部已确认
141,74.04707389110777,69.70687526966624,301555,惠柏新材,confirmed_rebound,2024-04-16,25.8,2024-04-16,25.58,0.8600469116497358,14.151681000781865,28.86540600667409,False,-13.9139,10.488,2,2,2,100.0,26.009581872191667,30.3952321204517,7.139953088350265,0.8600469116497358,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-13.91%; 状态confirmed_rebound; 底部未确认
142,73.99797939987526,68.69025960274942,300650,太龙股份,confirmed_rebound,2024-04-16,7.62,2024-04-16,7.61,0.13140604467805236,13.403416557161634,31.068840579710137,False,-12.8146,5.8541,2,2,2,100.0,11.61217948717948,14.666666666666664,7.868593955321948,0.13140604467805236,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-12.81%; 状态confirmed_rebound; 底部未确认
143,73.80783138461538,68.34058461538461,603177,德创环保,confirmed_rebound,2024-04-16,6.97,2024-04-16,6.97,0.0,8.464849354375895,27.01570680628273,False,-9.9483,0.9283,1,1,1,100.0,37.04615384615384,37.04615384615384,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
144,73.80311740370844,69.96625808914257,301316,慧博云通,confirmed_rebound,2024-04-16,14.88,2024-04-16,14.7,1.2244897959183776,10.884353741496609,32.351587666820066,False,-8.7117,2.992,1,1,1,100.0,8.699434536755112,8.699434536755112,6.775510204081622,1.2244897959183776,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-8.71%; 状态confirmed_rebound; 底部未确认
