rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
62,67.17423069894602,66.58006332812786,300564,筑博设计,confirmed_rebound,2023-04-27,11.99,2023-04-25,11.47,4.5335658238884005,14.908456843940707,31.726190476190474,True,-0.1665,2.7172,1,1,1,100.0,11.648351648351648,11.648351648351648,5.4664341761116,4.5335658238884005,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-0.17%; 状态confirmed_rebound; 底部已确认
63,66.56866687693083,61.09293017257418,002316,亚联发展,bottom_area,2023-04-27,4.05,2023-04-27,4.03,0.49627791563274376,5.955334987593035,32.26890756302521,False,-4.4811,9.2234,3,5,3,60.0,18.35722483987543,24.890829694323134,9.503722084367256,0.49627791563274376,历史3/5次成功; 当前距低点0.50%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
64,66.34269812294987,66.24587722546647,601877,正泰电器,bottom_area,2023-04-27,26.0,2023-04-25,24.78,4.923325262308309,6.2550443906375985,27.50146284376828,False,-0.345,0.4534,1,1,1,100.0,13.607843137254896,13.607843137254896,5.076674737691692,4.923325262308309,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
65,65.46937379558581,60.407199632808386,603232,格尔软件,bottom_area,2023-04-27,14.26,2023-04-27,14.15,0.7773851590105967,5.936395759717313,32.29665071770334,False,-4.9333,4.8622,2,3,2,66.66666666666666,20.338554455300404,22.78481012658228,9.222614840989404,0.7773851590105967,历史2/3次成功; 当前距低点0.78%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
66,64.34300310285481,63.09815660993379,002455,百川股份,bottom_area,2023-04-27,8.11,2023-04-25,7.8,3.974358974358969,6.923076923076923,27.102803738317753,False,-1.4581,0.809,2,3,2,66.66666666666666,23.941012929062143,35.42600896860987,6.025641025641031,3.974358974358969,历史2/3次成功; 当前距低点3.97%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
67,62.773601957630376,58.240028790361876,002769,普路通,bottom_area,2023-04-27,8.53,2023-04-25,8.44,1.0663507109004722,5.213270142180111,28.231292517006807,False,-2.9579,1.2311,1,2,1,50.0,14.953271028037399,14.953271028037399,8.933649289099527,1.0663507109004722,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
68,61.73801131127942,57.369672707799445,688049,炬芯科技,bottom_area,2023-04-27,32.57,2023-04-27,32.2,1.1490683229813585,5.372670807453406,28.761061946902654,False,-1.303,2.3895,1,2,1,50.0,11.287895076327672,11.287895076327672,8.850931677018641,1.1490683229813585,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
69,61.48873003098508,60.82659550427798,002786,银宝山新,bottom_area,2023-04-27,5.42,2023-04-25,5.19,4.431599229287082,5.973025048169549,30.522088353413647,False,-0.1842,1.3656,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,5.568400770712918,4.431599229287082,历史2/3次成功; 当前距低点4.43%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
70,61.09254462405154,58.29226444895394,688127,蓝特光学,bottom_area,2023-04-27,16.57,2023-04-25,16.16,2.537128712871288,9.282178217821782,28.08188696039163,False,1.6564,1.24,1,2,1,50.0,10.789881259679916,10.789881259679916,7.462871287128713,2.537128712871288,历史1/2次成功; 当前距低点2.54%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
71,60.999081302619246,60.38553839909899,002355,兴民智通,bottom_area,2023-04-27,3.74,2023-04-25,3.58,4.469273743016763,6.424581005586591,30.888030888030883,False,-0.2667,0.9691,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,5.530726256983237,4.469273743016763,历史2/3次成功; 当前距低点4.47%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
72,60.93332391873368,60.608938053097376,002753,永东股份,bottom_area,2023-04-27,7.1,2023-04-25,6.78,4.719764011799401,6.0471976401179965,29.521829521829513,False,1.1396,1.3549,1,2,1,50.0,69.36936936936937,69.36936936936937,5.2802359882006,4.719764011799401,历史1/2次成功; 当前距低点4.72%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
73,60.92448217697614,56.96936746987237,300458,全志科技,bottom_area,2023-04-27,26.1,2023-04-27,25.72,1.4774494556765263,5.36547433903578,32.22661396574441,False,0.7333,5.6242,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,8.522550544323474,1.4774494556765263,历史1/3次成功; 当前距低点1.48%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
74,58.53886328418794,53.70047573739296,688173,希荻微,bottom_area,2023-04-27,19.09,2023-04-27,19.0,0.47368421052631504,3.4736842105263164,30.909090909090907,False,-1.3437,1.0235,1,2,1,50.0,23.120837297811605,23.120837297811605,9.526315789473685,0.47368421052631504,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
75,57.422722156334224,56.09679784366577,300610,晨化股份,bottom_area,2023-04-27,11.0,2023-04-25,10.6,3.7735849056603805,5.471698113207548,27.989130434782616,False,0.0,0.9972,1,2,1,50.0,14.142857142857146,14.142857142857146,6.22641509433962,3.7735849056603805,历史1/2次成功; 当前距低点3.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
76,56.93943819995675,55.96689864965132,002622,皓宸医疗,bottom_area,2023-04-27,3.05,2023-04-25,2.93,4.095563139931729,5.802047781569963,29.736211031175053,False,1.6667,1.4562,1,2,1,50.0,17.391304347826082,17.391304347826082,5.904436860068272,4.095563139931729,历史1/2次成功; 当前距低点4.10%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
77,56.194710570539605,55.39161466771083,300758,七彩化学,bottom_area,2023-04-27,10.07,2023-04-26,9.66,4.244306418219463,5.590062111801234,30.252707581227433,False,-0.1982,0.8259,1,2,1,50.0,38.59480269489894,38.59480269489894,5.755693581780537,4.244306418219463,历史1/2次成功; 当前距低点4.24%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
78,55.32348622082745,50.97018057867252,688229,博睿数据,bottom_area,2023-04-27,56.13,2023-04-27,55.74,0.6996770721205607,6.458557588805169,28.538461538461533,False,-2.9229,4.0497,1,2,1,50.0,11.21206614573869,11.21206614573869,9.30032292787944,0.6996770721205607,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
79,54.24791599380092,52.73801204443402,002112,三变科技,bottom_area,2023-04-27,9.71,2023-04-25,9.38,3.5181236673773992,8.422174840085278,29.046898638426622,True,-3.1904,7.0673,1,2,1,50.0,16.44803229061553,16.44803229061553,6.481876332622602,3.5181236673773992,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-3.19%; 状态bottom_area; 底部已确认
80,53.663281380588195,53.529296061419515,001266,宏英智能,bottom_area,2023-04-27,24.77,2023-04-25,23.62,4.868755292125311,6.90093141405588,28.6404833836858,False,0.0404,2.049,1,2,1,50.0,13.763753373468953,13.763753373468953,5.131244707874689,4.868755292125311,历史1/2次成功; 当前距低点4.87%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
81,53.64283129837186,52.089181215099714,002403,爱仕达,bottom_area,2023-04-27,8.08,2023-04-25,7.81,3.457106274007689,4.865556978233034,28.545288197621225,False,-0.4926,0.8128,1,2,1,50.0,11.190233977619528,11.190233977619528,6.542893725992312,3.457106274007689,历史1/2次成功; 当前距低点3.46%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
82,53.59933705564732,52.4031775676892,603029,天鹅股份,bottom_area,2023-04-27,19.32,2023-04-25,18.61,3.8151531434712567,5.749596990865128,29.640831758034025,False,-0.155,1.9836,1,2,1,50.0,17.26734803657881,17.26734803657881,6.184846856528744,3.8151531434712567,历史1/2次成功; 当前距低点3.82%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
83,52.048292461617876,51.44094689213075,002758,浙农股份,bottom_area,2023-04-27,12.62,2023-04-25,12.09,4.383788254755991,5.789909015715462,28.249258160237396,False,-0.4732,1.681,1,2,1,50.0,19.064430714916153,19.064430714916153,5.616211745244009,4.383788254755991,历史1/2次成功; 当前距低点4.38%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
84,51.204082064746984,50.95101411385037,002623,亚玛顿,bottom_area,2023-04-27,27.18,2023-04-25,25.95,4.739884393063585,7.013487475915222,30.42895442359249,True,-1.4503,1.2461,1,2,1,50.0,11.601884570082444,11.601884570082444,5.260115606936416,4.739884393063585,历史1/2次成功; 当前距低点4.74%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
85,46.48559879086887,45.96404755736086,300769,德方纳米,confirmed_rebound,2023-04-27,171.5,2023-04-26,164.26,4.407646414221362,13.040301960306842,27.279971666371527,True,-3.8515,4.1618,1,3,1,33.33333333333333,20.592193808882907,20.592193808882907,5.592353585778639,4.407646414221362,历史1/3次成功; 当前距低点4.41%; 最新日涨幅-3.85%; 状态confirmed_rebound; 底部已确认
