rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.36085800234308,84.21676542642327,605303,园林股份,confirmed_rebound,2024-05-31,7.8,2024-05-28,7.64,2.094240837696337,8.376963350785337,29.19369786839666,False,0.6452,4.1467,4,4,4,100.0,13.28835772242428,23.681489141675293,5.905759162303663,2.094240837696337,历史4/4次成功; 当前距低点2.09%; 最新日涨幅0.65%; 状态confirmed_rebound; 底部未确认
2,84.99442044065879,80.13710861112685,300644,南京聚隆,bottom_area,2024-05-31,22.53,2024-05-31,22.32,0.9408602150537673,5.645161290322571,27.72020725388601,False,-2.9716,14.8046,3,3,3,100.0,45.97994570671739,78.38246409674981,7.059139784946233,0.9408602150537673,历史3/3次成功; 当前距低点0.94%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
3,84.82107027094274,80.98008510845615,002837,英维克,bottom_area,2024-05-31,23.63,2024-05-31,23.26,1.590713671539112,4.772141014617366,30.108173076923073,False,-2.0721,1.8561,3,3,3,100.0,18.639313330996423,24.517374517374524,6.409286328460888,1.590713671539112,历史3/3次成功; 当前距低点1.59%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
4,80.10684138368785,75.41490433852245,605108,同庆楼,bottom_area,2024-05-31,24.56,2024-05-31,24.35,0.8624229979466007,1.6016427104722668,29.725829725829715,False,0.4088,0.3751,2,2,2,100.0,13.82381061204675,17.52165223184544,7.1375770020533995,0.8624229979466007,历史2/2次成功; 当前距低点0.86%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
5,79.80704804208067,76.38896551724139,300368,汇金股份,confirmed_rebound,2024-05-31,2.36,2024-05-30,2.32,1.7241379310344844,8.189655172413792,27.725856697819317,False,0.0,4.2253,1,1,1,100.0,16.66666666666668,16.66666666666668,6.275862068965515,1.7241379310344844,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部未确认
6,79.41536356622042,74.42301242236024,600227,赤天化,bottom_area,2024-05-31,1.61,2024-05-31,1.6,0.6250000000000006,2.4999999999999885,31.330472103004293,False,-2.4242,1.2566,1,1,1,100.0,44.72049689440993,44.72049689440993,7.375,0.6250000000000006,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
7,79.14394910826498,76.28903861103913,603110,东方材料,bottom_area,2024-05-31,13.19,2024-05-27,12.92,2.0897832817337427,3.94736842105263,32.883116883116884,False,1.2279,2.135,1,1,1,100.0,10.396475770925107,10.396475770925107,5.910216718266257,2.0897832817337427,历史1/1次成功; 当前距低点2.09%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
8,78.71851113434104,74.17448842030439,000518,四环生物,bottom_area,2024-05-31,2.22,2024-05-31,2.2,0.9090909090909097,2.2727272727272645,28.57142857142857,False,-0.4484,1.3362,3,3,3,100.0,13.53341770447127,17.834394904458602,7.090909090909091,0.9090909090909097,历史3/3次成功; 当前距低点0.91%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
9,78.44227026224313,76.58457523686528,688205,德科立,bottom_area,2024-05-31,32.09,2024-05-31,31.23,2.753762407941092,4.995196926032657,27.168843283582095,False,0.9119,1.9384,1,1,1,100.0,20.12448132780082,20.12448132780082,5.246237592058908,2.753762407941092,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
10,74.87567063368697,69.60949756794095,002670,国盛证券,bottom_area,2024-05-31,9.57,2024-05-31,9.55,0.209424083769629,2.3036649214659564,28.731343283582085,False,-1.0341,1.7375,1,1,1,100.0,13.747228381374727,13.747228381374727,7.790575916230372,0.209424083769629,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
11,73.97459957898626,69.02145589274271,300563,神宇股份,bottom_area,2024-05-31,25.25,2024-05-31,25.15,0.39761431411531384,5.168986083499009,27.375108287611905,False,-2.3211,19.3122,1,1,1,100.0,12.89256198347108,12.89256198347108,7.602385685884687,0.39761431411531384,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
12,71.18876590952014,71.54851932297856,300719,安达维尔,bottom_area,2024-05-31,19.57,2024-05-31,18.77,4.262120404901442,5.647309536494399,27.612803702275357,False,2.2466,13.3389,1,1,1,100.0,11.538461538461547,11.538461538461547,3.737879595098559,4.262120404901442,历史1/1次成功; 当前距低点4.26%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
