rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.88592478996473,80.56660132139118,603229,奥翔药业,bottom_area,2022-09-16,25.32,2022-09-16,25.06,1.0375099760574684,4.748603351955313,28.297567954220327,False,-2.8396,1.2728,2,2,2,100.0,26.30174229463547,41.48479427549196,8.962490023942532,1.0375099760574684,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
13,77.53868008948547,70.48970917225951,600215,派斯林,bottom_area,2022-09-16,6.73,2022-09-16,6.73,0.0,4.606240713224363,29.1578947368421,False,-3.9943,1.1849,2,2,2,100.0,21.718866517524237,23.993288590604024,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
14,77.0221968190855,70.02017892644135,002012,凯恩股份,bottom_area,2022-09-16,5.21,2022-09-16,5.21,0.0,4.222648752399227,30.99337748344371,False,-2.0677,3.7308,1,1,1,100.0,25.646123260437374,25.646123260437374,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
15,76.9969792375033,70.10925799208812,002669,康达新材,bottom_area,2022-09-16,11.95,2022-09-16,11.94,0.08375209380234327,3.8525963149078803,32.50423968343698,False,-2.2895,1.9195,1,1,1,100.0,14.89361702127659,14.89361702127659,9.916247906197658,0.08375209380234327,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
16,76.46100000000001,69.51,002110,三钢闽光,bottom_area,2022-09-16,5.16,2022-09-15,5.16,0.0,1.5503875968992262,30.55181695827725,False,-0.7692,0.5307,1,1,1,100.0,22.90322580645161,22.90322580645161,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
17,75.54150274746017,68.67409340678196,688179,阿拉丁,bottom_area,2022-09-16,35.81,2022-09-16,35.81,0.0,4.412175370008373,30.801932367149753,False,-3.425,0.9547,2,2,2,100.0,11.957491434311619,12.021924482338617,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
18,75.377662270494,74.70587595368407,600343,航天动力,confirmed_rebound,2022-09-16,9.23,2022-08-29,8.83,4.530011325028316,10.192525481313709,27.504105090311988,True,-0.8593,1.2316,2,2,2,100.0,38.62527835886361,55.72413793103447,5.469988674971684,4.530011325028316,历史2/2次成功; 当前距低点4.53%; 最新日涨幅-0.86%; 状态confirmed_rebound; 底部已确认
19,73.9398,67.218,300635,中达安,bottom_area,2022-09-16,13.44,2022-09-16,13.44,0.0,3.1249999999999996,28.738069989395548,False,-2.3965,0.7734,1,1,1,100.0,10.580645161290327,10.580645161290327,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
20,73.82144504437679,67.30246216228957,300376,易事特,bottom_area,2022-09-16,6.69,2022-09-16,6.68,0.14970059880240533,4.19161676646707,28.936170212765965,False,-3.3237,0.7817,1,1,1,100.0,10.826771653543304,10.826771653543304,9.850299401197596,0.14970059880240533,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
21,73.65364385411286,71.95377232878259,600196,复星医药,confirmed_rebound,2022-09-16,32.17,2022-09-14,31.0,3.7741935483871023,10.516129032258057,31.049822064056944,True,-2.6332,1.0196,2,2,2,100.0,14.56415924250103,15.356166586267886,6.225806451612899,3.7741935483871023,历史2/2次成功; 当前距低点3.77%; 最新日涨幅-2.63%; 状态confirmed_rebound; 底部已确认
22,73.3666104651163,66.69691860465117,603186,华正新材,bottom_area,2022-09-16,21.48,2022-09-16,21.48,0.0,4.189944134078206,27.84682566341955,False,-3.3303,1.4164,1,1,1,100.0,17.994186046511643,17.994186046511643,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
23,73.05026740665996,66.4093340060545,002112,三变科技,bottom_area,2022-09-16,9.45,2022-09-16,9.45,0.0,5.291005291005291,28.73303167420815,False,-4.5455,7.6465,1,1,1,100.0,16.44803229061553,16.44803229061553,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
24,71.94330660156935,66.15589794388521,000728,国元证券,bottom_area,2022-09-16,6.71,2022-09-16,6.67,0.599700149925038,4.1979010494752655,27.735644637053092,False,-3.4532,2.5839,1,1,1,100.0,10.178571428571434,10.178571428571434,9.400299850074962,0.599700149925038,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
25,71.79871697085262,65.27156088259329,000661,长春高新,bottom_area,2022-09-16,160.03,2022-09-16,160.03,0.0,4.767856026994935,31.110632802410677,False,-4.4369,1.5722,1,1,1,100.0,10.330972487060738,10.330972487060738,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
26,70.39251456934093,68.4311132345915,002671,龙泉股份,confirmed_rebound,2022-09-16,4.71,2022-08-26,4.55,3.51648351648352,11.208791208791204,27.316293929712458,True,-4.0733,1.7853,1,1,1,100.0,19.347826086956534,19.347826086956534,6.48351648351648,3.51648351648352,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-4.07%; 状态confirmed_rebound; 底部已确认
27,68.86294686412286,68.53952984489106,000547,航天发展,bottom_area,2022-09-16,11.02,2022-08-31,10.52,4.752851711026616,9.695817490494294,30.789473684210527,True,-0.9883,2.4063,1,1,1,100.0,14.656084656084673,14.656084656084673,5.247148288973385,4.752851711026616,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
28,67.74501848539059,61.58638044126417,603033,三维股份,bottom_area,2022-09-16,16.8,2022-09-16,16.8,0.0,3.273809523809528,28.8135593220339,False,-2.7215,0.215,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
29,66.41049149920438,60.791171940392275,688202,美迪西,bottom_area,2022-09-16,236.0,2022-09-16,235.15,0.36147140123325294,6.736125877099725,28.41486803251241,False,-5.3083,2.3479,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,9.638528598766747,0.36147140123325294,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
30,66.17303378302604,60.157303439114585,300572,安车检测,bottom_area,2022-09-16,11.98,2022-09-16,11.98,0.0,6.427378964941566,29.36320754716981,False,-5.9655,3.6172,2,3,2,66.66666666666666,21.723853615311352,31.306715063520883,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-5.97%; 状态bottom_area; 底部未确认
31,62.23894503359851,57.683512595126786,688049,炬芯科技,bottom_area,2022-09-16,30.96,2022-09-16,30.65,1.0114192495921772,4.926590538336046,27.472787505915758,False,-2.4882,1.4968,1,2,1,50.0,11.287895076327672,11.287895076327672,8.988580750407824,1.0114192495921772,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
32,61.938672167919734,56.857660005944965,688026,洁特生物,bottom_area,2022-09-16,31.59,2022-09-16,31.43,0.5090677696468346,4.677060133630286,27.71389144434222,False,-3.3354,0.7359,2,4,2,50.0,17.41040064913842,20.423991726990696,9.490932230353167,0.5090677696468346,历史2/4次成功; 当前距低点0.51%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
33,59.63155239823579,54.37713282216174,601686,友发集团,bottom_area,2022-09-16,6.23,2022-09-16,6.22,0.16077170418007516,3.2154340836012896,27.080890973036343,False,-2.5039,0.8782,1,2,1,50.0,22.923076923076927,22.923076923076927,9.839228295819925,0.16077170418007516,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
34,58.78872976494171,53.5197607084859,605319,无锡振华,bottom_area,2022-09-16,13.54,2022-09-16,13.53,0.0739098300073894,3.0303030303030316,27.878464818763337,False,-2.2383,0.8546,1,2,1,50.0,17.248790972595383,17.248790972595383,9.926090169992612,0.0739098300073894,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
35,58.509200620787865,53.41909801529048,300543,朗科智能,bottom_area,2022-09-16,8.91,2022-09-16,8.89,0.2249718785151808,3.1496062992125906,28.879999999999995,False,-2.3026,1.5225,1,2,1,50.0,18.559322033898297,18.559322033898297,9.775028121484821,0.2249718785151808,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
36,58.47268939883426,53.20823483598518,688298,东方生物,bottom_area,2022-09-16,79.29,2022-09-16,79.25,0.050473186119881705,3.8990536277602565,29.051029543419876,False,-3.1868,2.2294,2,5,2,40.0,13.83501989429302,15.470039788586028,9.94952681388012,0.050473186119881705,历史2/5次成功; 当前距低点0.05%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
37,53.337824427480925,48.488931297709925,002800,天顺股份,bottom_area,2022-09-16,22.62,2022-09-16,22.62,0.0,8.885941644562326,27.84688995215311,False,-9.9881,25.7271,1,2,1,50.0,11.768447837150124,11.768447837150124,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
38,53.26648148148149,48.42407407407408,000421,南京公用,bottom_area,2022-09-16,5.34,2022-09-16,5.34,0.0,7.8651685393258415,27.247956403269757,False,-6.8063,4.9082,1,3,1,33.33333333333333,30.864197530864196,30.864197530864196,10.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
