rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.12008183363848,72.71888991023833,300536,农尚环境,bottom_area,2024-04-30,11.22,2024-04-30,11.21,0.08920606601248694,10.883140053523627,28.825396825396822,False,-19.9143,8.819,3,4,3,75.0,43.372471724445234,60.27027027027027,19.910793933987513,0.08920606601248694,历史3/4次成功; 当前距低点0.09%; 最新日涨幅-19.91%; 状态bottom_area; 底部未确认
2,68.0166912151586,57.65613293051357,002432,九安医疗,bottom_area,2024-04-30,40.09,2024-04-17,39.72,0.9315206445115927,6.948640483383681,27.75554747180793,False,-2.5523,2.7285,1,2,1,50.0,65.03496503496503,65.03496503496503,19.068479355488407,0.9315206445115927,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
3,64.01701152970556,53.6228838951311,000691,亚太实业,bottom_area,2024-04-30,3.57,2024-04-30,3.56,0.2808988764044884,9.550561797752804,28.799999999999997,False,-8.2262,10.849,1,3,1,33.33333333333333,76.05633802816902,76.05633802816902,19.71910112359551,0.2808988764044884,历史1/3次成功; 当前距低点0.28%; 最新日涨幅-8.23%; 状态bottom_area; 底部未确认
