rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.58021415625907,85.8877181135953,300480,光力科技,bottom_area,2023-12-28,20.88,2023-12-28,20.18,3.4687809712586684,4.162537165510406,29.85749044143205,False,1.31,1.7689,4,4,4,100.0,28.906122193898153,39.69465648854962,11.531219028741331,3.4687809712586684,历史4/4次成功; 当前距低点3.47%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
2,89.34308112619044,81.92938824954574,603013,亚普股份,bottom_area,2023-12-28,16.98,2023-12-28,16.51,2.8467595396729184,3.391883706844329,27.428571428571423,False,1.1919,0.7179,1,1,1,100.0,53.30739299610896,53.30739299610896,12.15324046032708,2.8467595396729184,历史1/1次成功; 当前距低点2.85%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
3,85.45864764662973,79.8175949738589,000070,特发信息,bottom_area,2023-12-28,7.86,2023-12-26,7.57,3.830911492734478,4.227212681638036,27.00096432015428,False,1.8135,1.4312,2,2,2,100.0,34.04340417899739,50.60532687651331,11.16908850726552,3.830911492734478,历史2/2次成功; 当前距低点3.83%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
4,83.00004091742285,76.3735153232037,002712,思美传媒,bottom_area,2023-12-28,5.44,2023-12-28,5.28,3.030303030303033,4.5454545454545325,30.06622516556291,False,0.1842,5.5692,1,1,1,100.0,22.379603399433442,22.379603399433442,11.969696969696967,3.030303030303033,历史1/1次成功; 当前距低点3.03%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
5,81.63995252792438,76.73564657389466,301499,维科精密,bottom_area,2023-12-28,29.22,2023-12-27,28.05,4.1711229946524,4.420677361853826,32.73381294964029,False,2.5983,6.3437,2,2,2,100.0,21.64412366506522,21.950454687989964,10.8288770053476,4.1711229946524,历史2/2次成功; 当前距低点4.17%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
6,81.34505298591657,77.29112639289536,002796,世嘉科技,bottom_area,2023-12-28,11.02,2023-12-26,10.52,4.752851711026616,5.323193916349815,28.092959671907046,False,1.8484,2.4394,2,2,2,100.0,31.7614424410541,36.33841886269071,10.247148288973385,4.752851711026616,历史2/2次成功; 当前距低点4.75%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
7,80.77814566662657,74.88073401162794,605188,国光连锁,bottom_area,2023-12-28,8.45,2023-12-27,8.17,3.427172582619331,4.283965728274169,32.08645054031587,False,0.9558,0.6704,1,1,1,100.0,19.218749999999993,19.218749999999993,11.572827417380669,3.427172582619331,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
8,80.36950983204954,74.52720648079321,301357,北方长龙,bottom_area,2023-12-28,49.24,2023-12-27,47.6,3.4453781512605053,4.411764705882356,31.044473417354773,False,1.4212,12.3651,1,1,1,100.0,17.541229385307357,17.541229385307357,11.554621848739494,3.4453781512605053,历史1/1次成功; 当前距低点3.45%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
9,77.93204338841588,73.05815997043617,002821,凯莱英,bottom_area,2023-12-28,116.68,2023-12-27,112.16,4.029957203994304,4.600570613409412,29.23659305993691,False,3.2566,1.3987,1,1,1,100.0,16.80893761044718,16.80893761044718,10.970042796005696,4.029957203994304,历史1/1次成功; 当前距低点4.03%; 最新日涨幅3.26%; 状态bottom_area; 底部未确认
10,77.06244539901718,72.77605888022431,600130,波导股份,bottom_area,2023-12-28,4.72,2023-12-26,4.52,4.424778761061951,5.309734513274342,27.564102564102573,False,1.0707,1.978,1,1,1,100.0,20.13201320132014,20.13201320132014,10.575221238938049,4.424778761061951,历史1/1次成功; 当前距低点4.42%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
11,76.9591767955526,71.08153257354151,002558,巨人网络,bottom_area,2023-12-28,10.86,2023-12-28,10.52,3.2319391634980974,4.087452471482887,31.061598951507207,False,-1.6304,4.4179,1,1,1,100.0,18.872870249017044,18.872870249017044,11.768060836501903,3.2319391634980974,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
12,76.71393637612678,72.37661294121605,002369,卓翼科技,bottom_area,2023-12-28,5.49,2023-12-26,5.26,4.3726235741444945,5.133079847908754,32.47753530166881,False,0.7339,3.3524,1,1,1,100.0,17.345132743362825,17.345132743362825,10.627376425855505,4.3726235741444945,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
13,76.17245240599294,72.18297931565381,301393,昊帆生物,bottom_area,2023-12-28,59.69,2023-12-28,57.06,4.609183315807913,4.7844374342797,30.056386369208134,False,3.0915,6.5058,1,1,1,100.0,19.203856320945413,19.203856320945413,10.390816684192087,4.609183315807913,历史1/1次成功; 当前距低点4.61%; 最新日涨幅3.09%; 状态bottom_area; 底部未确认
14,75.42494356182578,71.4509782951562,301509,金凯生科,bottom_area,2023-12-28,63.1,2023-12-28,60.33,4.591413890270186,4.674291397314769,28.35767723548272,False,2.8022,5.9305,1,1,1,100.0,15.05054819877544,15.05054819877544,10.408586109729814,4.591413890270186,历史1/1次成功; 当前距低点4.59%; 最新日涨幅2.80%; 状态bottom_area; 底部未确认
15,71.42056540634135,66.68978360383892,002456,欧菲光,bottom_area,2023-12-28,8.43,2023-12-26,8.12,3.8177339901477896,5.295566502463074,29.879101899827297,False,1.2005,7.3994,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,11.18226600985221,3.8177339901477896,历史2/3次成功; 当前距低点3.82%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
16,69.2975848432348,63.03772891214163,000829,天音控股,bottom_area,2023-12-28,9.33,2023-12-27,9.11,2.4149286498353533,3.62239297475302,29.105058365758758,False,0.8649,2.1011,1,2,1,50.0,34.80519480519481,34.80519480519481,12.585071350164645,2.4149286498353533,历史1/2次成功; 当前距低点2.41%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
17,67.85591975170222,63.230574330982,601858,中国科传,bottom_area,2023-12-28,24.06,2023-12-28,23.2,3.7068965517241357,4.310344827586207,29.268292682926827,False,1.0076,1.5457,2,4,2,50.0,18.34569069308085,21.243523316062173,11.293103448275863,3.7068965517241357,历史2/4次成功; 当前距低点3.71%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
18,66.54350625833493,61.70958849304631,002343,慈文传媒,bottom_area,2023-12-28,6.3,2023-12-28,6.09,3.448275862068965,4.43349753694582,29.268292682926827,False,1.2862,3.6225,1,2,1,50.0,40.33149171270718,40.33149171270718,11.551724137931036,3.448275862068965,历史1/2次成功; 当前距低点3.45%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
19,66.1745388743887,63.145686456233776,000980,众泰汽车,bottom_area,2023-12-28,2.95,2023-12-27,2.81,4.982206405693955,6.405693950177942,28.31632653061224,False,3.1469,2.9661,2,4,2,50.0,33.52213473772031,43.49775784753364,10.017793594306045,4.982206405693955,历史2/4次成功; 当前距低点4.98%; 最新日涨幅3.15%; 状态bottom_area; 底部未确认
20,64.77800748615165,60.2743172543328,000058,深赛格,bottom_area,2023-12-28,7.14,2023-12-27,6.89,3.6284470246734397,4.063860667634256,27.320675105485236,False,1.7094,0.9346,1,2,1,50.0,34.82352941176472,34.82352941176472,11.37155297532656,3.6284470246734397,历史1/2次成功; 当前距低点3.63%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
21,61.97980923070239,57.41013594164455,600960,渤海汽车,bottom_area,2023-12-28,3.97,2023-12-28,3.84,3.3854166666666754,3.9062500000000098,30.935251798561147,False,1.2755,1.9693,1,2,1,50.0,16.445623342175058,16.445623342175058,11.614583333333323,3.3854166666666754,历史1/2次成功; 当前距低点3.39%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
22,61.252833354277925,57.53887721003706,002406,远东传动,bottom_area,2023-12-28,6.29,2023-12-26,6.04,4.13907284768212,4.470198675496682,27.66467065868263,False,2.443,3.6237,1,2,1,50.0,26.376146788990813,26.376146788990813,10.86092715231788,4.13907284768212,历史1/2次成功; 当前距低点4.14%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
23,57.67766177140602,54.7227888208526,605086,龙高股份,bottom_area,2023-12-28,27.77,2023-12-28,26.53,4.673954014323401,5.390124387485864,27.711171662125345,False,0.2889,17.1388,1,2,1,50.0,17.79249448123621,17.79249448123621,10.326045985676599,4.673954014323401,历史1/2次成功; 当前距低点4.67%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
24,56.39983671669429,52.12360424222443,000421,南京公用,bottom_area,2023-12-28,6.96,2023-12-25,6.74,3.26409495548961,9.940652818991097,30.658436213991774,True,-4.3956,9.9587,1,4,1,25.0,30.864197530864196,30.864197530864196,11.735905044510389,3.26409495548961,历史1/4次成功; 当前距低点3.26%; 最新日涨幅-4.40%; 状态bottom_area; 底部已确认
25,55.89606374134721,53.11479768992834,300654,世纪天鸿,bottom_area,2023-12-28,10.79,2023-12-28,10.3,4.757281553398043,5.533980582524257,29.160935350756525,False,0.747,6.4499,1,3,1,33.33333333333333,29.61325966850828,29.61325966850828,10.242718446601955,4.757281553398043,历史1/3次成功; 当前距低点4.76%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
