rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.79504876425234,79.24113880955441,001212,中旗新材,bottom_area,2021-10-08,32.21,2021-09-30,31.58,1.994933502216601,2.75490816972769,29.11335578002245,False,1.4808,3.0202,1,1,1,100.0,25.105307497893843,25.105307497893843,13.0050664977834,1.994933502216601,历史1/1次成功; 当前距低点1.99%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
2,86.31145027989098,78.82739012874332,000426,兴业银锡,bottom_area,2021-10-08,7.81,2021-09-29,7.61,2.6281208935610945,4.862023653088043,30.628988149498632,False,0.0,1.7917,1,1,1,100.0,30.64250411861613,30.64250411861613,12.371879106438904,2.6281208935610945,历史1/1次成功; 当前距低点2.63%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,86.27529089319346,79.1314769975787,688355,明志科技,bottom_area,2021-10-08,25.2,2021-09-29,24.5,2.857142857142854,4.163265306122447,29.658340511053687,False,2.7313,3.3893,1,1,1,100.0,35.08474576271185,35.08474576271185,12.142857142857146,2.857142857142854,历史1/1次成功; 当前距低点2.86%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
4,83.50067979390339,76.40414992828883,300516,久之洋,bottom_area,2021-10-08,29.36,2021-09-30,28.58,2.7291812456263163,4.268719384184753,27.590575120344567,False,1.5917,0.4653,1,1,1,100.0,18.853135313531354,18.853135313531354,12.270818754373684,2.7291812456263163,历史1/1次成功; 当前距低点2.73%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
5,83.17893599572722,76.70973883292203,300727,润禾材料,bottom_area,2021-10-08,27.83,2021-09-29,26.98,3.150481838398806,7.375833951074864,30.76725686425455,True,-2.2823,2.9241,2,2,2,100.0,22.273319486404827,26.812499999999993,11.849518161601194,3.150481838398806,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-2.28%; 状态bottom_area; 底部已确认
6,82.50449337697857,75.0605456467619,300447,全信股份,bottom_area,2021-10-08,16.92,2021-09-29,16.52,2.421307506053282,9.564164648910422,28.17391304347826,False,-1.2835,2.2315,1,1,1,100.0,30.328638497652584,30.328638497652584,12.578692493946717,2.421307506053282,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
7,82.30007855048068,78.04589452840733,601127,赛力斯,bottom_area,2021-10-08,59.44,2021-09-29,56.8,4.647887323943664,7.323943661971838,30.630190522716173,True,0.101,1.2997,2,2,2,100.0,25.33912702687572,27.74461028192372,10.352112676056336,4.647887323943664,历史2/2次成功; 当前距低点4.65%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
8,81.88099302773685,74.44443553711217,002622,皓宸医疗,bottom_area,2021-10-08,4.72,2021-09-30,4.61,2.3861171366594234,7.158351409978309,29.294478527607353,True,-1.6667,3.9978,1,1,1,100.0,17.391304347826082,17.391304347826082,12.613882863340574,2.3861171366594234,历史1/1次成功; 当前距低点2.39%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
9,79.95192437771776,76.09492802584592,002805,丰元股份,bottom_area,2021-10-08,24.03,2021-09-27,22.92,4.842931937172772,11.692844677137868,27.924528301886788,True,1.3924,3.9811,1,1,1,100.0,33.907595927956166,33.907595927956166,10.157068062827227,4.842931937172772,历史1/1次成功; 当前距低点4.84%; 最新日涨幅1.39%; 状态bottom_area; 底部已确认
10,78.24371330655885,73.5490697491843,688329,艾隆科技,bottom_area,2021-10-08,35.43,2021-09-29,34.01,4.175242575713031,7.233166715671864,30.4214402618658,False,0.0,3.847,1,1,1,100.0,21.229154955967783,21.229154955967783,10.824757424286968,4.175242575713031,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,77.90600172277789,72.55419395240654,300631,久吾高科,bottom_area,2021-10-08,37.79,2021-09-29,36.45,3.6762688614540364,9.602194787379972,31.459195186160205,True,-2.8535,4.8268,1,1,1,100.0,23.04347826086956,23.04347826086956,11.323731138545963,3.6762688614540364,历史1/1次成功; 当前距低点3.68%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
12,77.23913259560801,72.79423294034757,601606,长城军工,bottom_area,2021-10-08,11.12,2021-09-30,10.66,4.3151969981238185,5.347091932457788,29.169435215946848,False,2.963,1.0098,1,1,1,100.0,18.886462882096076,18.886462882096076,10.684803001876181,4.3151969981238185,历史1/1次成功; 当前距低点4.32%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
13,75.16820622640745,70.49035648270399,000902,新洋丰,bottom_area,2021-10-08,17.48,2021-10-08,16.8,4.047619047619046,7.08333333333332,32.0388349514563,False,-1.2429,1.9128,1,1,1,100.0,25.693160813308673,25.693160813308673,10.952380952380954,4.047619047619046,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
14,74.87112374439641,70.88505643946431,000792,盐湖股份,bottom_area,2021-10-08,29.12,2021-09-29,27.85,4.560143626570913,8.797127468581685,28.917815211842772,True,-2.7063,1.1289,1,1,1,100.0,24.904214559386965,24.904214559386965,10.439856373429086,4.560143626570913,历史1/1次成功; 当前距低点4.56%; 最新日涨幅-2.71%; 状态bottom_area; 底部已确认
