rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.37331908975405,77.06521979842061,003003,天元股份,bottom_area,2025-05-07,12.17,2025-05-06,11.66,4.373927958833617,5.488850771869645,31.852717708942137,False,2.2689,31.501,2,2,2,100.0,25.90201905678097,31.377551020408173,15.626072041166383,4.373927958833617,历史2/2次成功; 当前距低点4.37%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
