rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.58809083467516,80.35206750649111,002690,美亚光电,bottom_area,2022-05-19,18.21,2022-05-16,17.8,2.3033707865168545,5.05617977528089,28.856914468425256,False,0.6633,0.4414,2,2,2,100.0,18.19221989112653,23.25123152709359,7.6966292134831455,2.3033707865168545,历史2/2次成功; 当前距低点2.30%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
2,77.61149084781802,75.74837988826815,002686,亿利达,bottom_area,2022-05-19,5.57,2022-05-19,5.37,3.724394785847303,5.400372439478585,30.53040103492885,False,-2.2807,14.293,1,1,1,100.0,75.68181818181817,75.68181818181817,6.275605214152698,3.724394785847303,历史1/1次成功; 当前距低点3.72%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
3,74.58521599531696,72.9971764593621,002793,罗欣药业,bottom_area,2022-05-19,8.32,2022-05-19,8.01,3.870162297128595,4.494382022471903,28.98936170212766,False,0.4831,2.8904,1,1,1,100.0,14.52229299363058,14.52229299363058,6.129837702871406,3.870162297128595,历史1/1次成功; 当前距低点3.87%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
4,68.53243707917727,67.82800229951138,000722,湖南发展,bottom_area,2022-05-19,19.45,2022-05-19,18.62,4.4575725026852755,9.72073039742212,27.74544043461389,False,-5.9932,29.1525,1,1,1,100.0,26.619718309859163,26.619718309859163,5.542427497314725,4.4575725026852755,历史1/1次成功; 当前距低点4.46%; 最新日涨幅-5.99%; 状态bottom_area; 底部未确认
5,58.006971180734865,56.11983276295467,605090,九丰能源,bottom_area,2022-05-19,19.3,2022-05-19,18.69,3.2637774210807886,3.638309256286783,32.52707581227436,False,-0.7202,3.42,1,2,1,50.0,30.490566037735846,30.490566037735846,6.736222578919213,3.2637774210807886,历史1/2次成功; 当前距低点3.26%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
6,53.369786889099906,53.23392304837318,000959,首钢股份,bottom_area,2022-05-19,4.31,2022-05-10,4.11,4.866180048661783,7.54257907542578,32.40131578947368,True,-0.6912,0.5491,1,2,1,50.0,25.423728813559325,25.423728813559325,5.133819951338218,4.866180048661783,历史1/2次成功; 当前距低点4.87%; 最新日涨幅-0.69%; 状态bottom_area; 底部已确认
