rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.96394640796545,85.13080028538123,300342,天银机电,bottom_area,2023-08-04,11.3,2023-07-28,11.11,1.7101710171017217,4.230423042304237,28.368794326241137,False,0.713,2.9221,3,3,3,100.0,19.9461838944793,26.68539325842696,6.289828982898278,1.7101710171017217,历史3/3次成功; 当前距低点1.71%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,86.11812714134462,83.18489166758303,002829,星网宇达,bottom_area,2023-08-04,31.15,2023-08-02,30.48,2.1981627296587867,2.6574803149606256,31.918695555059195,False,1.2679,1.6241,3,3,3,100.0,15.4661435011025,21.628131021194598,5.801837270341213,2.1981627296587867,历史3/3次成功; 当前距低点2.20%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
3,81.5570865111462,78.26659887092704,688300,联瑞新材,bottom_area,2023-08-04,43.29,2023-08-02,42.5,1.8588235294117628,5.5764705882352885,27.350427350427353,False,-2.4341,0.8559,2,2,2,100.0,24.003852247235756,26.809910956252438,6.1411764705882375,1.8588235294117628,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
4,81.16506223034655,78.80366044651957,600081,东风科技,bottom_area,2023-08-04,11.64,2023-07-28,11.36,2.4647887323943762,4.5774647887324065,31.27646702964308,False,0.0,0.0,2,2,2,100.0,11.84612234612234,13.923013923013915,5.535211267605624,2.4647887323943762,历史2/2次成功; 当前距低点2.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,80.9267133158231,75.60403011460996,603033,三维股份,bottom_area,2023-08-04,15.17,2023-08-01,15.1,0.4635761589403992,2.7814569536423837,29.995363931386187,False,-0.8497,0.1912,3,3,3,100.0,15.757977188140112,24.922480620155024,7.536423841059602,0.4635761589403992,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
6,80.08136907844015,75.69022305002335,300633,开立医疗,bottom_area,2023-08-04,43.52,2023-08-04,43.06,1.0682768230376238,2.4152345564328823,31.236026828489294,False,-1.3152,1.2179,1,1,1,100.0,17.12846347607052,17.12846347607052,6.931723176962376,1.0682768230376238,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
7,79.91866407698635,77.88397709504112,688143,长盈通,bottom_area,2023-08-04,30.5,2023-08-01,29.71,2.659037361157856,6.294177044766064,28.906436946637946,False,0.1313,0.9867,1,1,1,100.0,25.949367088607595,25.949367088607595,5.340962638842144,2.659037361157856,历史1/1次成功; 当前距低点2.66%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
8,79.05548723261494,78.93987734359914,002403,爱仕达,bottom_area,2023-08-04,8.74,2023-07-28,8.41,3.923900118906065,4.994054696789536,32.61217948717949,False,1.0405,2.3942,3,3,3,100.0,13.797686100564366,21.63892445582587,4.076099881093935,3.923900118906065,历史3/3次成功; 当前距低点3.92%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
9,76.20730780085734,76.8235484724636,688095,福昕软件,bottom_area,2023-08-04,100.43,2023-08-02,96.18,4.418798086920357,5.385735080058216,28.75555555555555,False,1.6704,2.5459,2,2,2,100.0,25.152731777645194,31.679509356817103,3.581201913079643,4.418798086920357,历史2/2次成功; 当前距低点4.42%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
10,76.07716452075891,74.6179686886258,600990,四创电子,bottom_area,2023-08-04,23.4,2023-07-24,22.72,2.992957746478872,3.3890845070422517,29.199127454035533,False,1.0799,0.5251,1,1,1,100.0,12.483399734395755,12.483399734395755,5.007042253521128,2.992957746478872,历史1/1次成功; 当前距低点2.99%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
11,76.01922154086812,74.44855468798184,300565,科信技术,bottom_area,2023-08-04,16.95,2023-08-03,16.47,2.914389799635704,3.217972070431094,27.636203866432346,False,2.047,4.6709,1,1,1,100.0,10.60948081264109,10.60948081264109,5.085610200364296,2.914389799635704,历史1/1次成功; 当前距低点2.91%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
