rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.5397300844885,75.81595547309833,002110,三钢闽光,bottom_area,2022-08-10,5.47,2022-08-03,5.39,1.4842300556586285,3.153988868274581,27.456258411843876,False,-0.9058,0.2121,1,1,1,100.0,22.90322580645161,22.90322580645161,18.515769944341372,1.4842300556586285,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
2,86.91221428474044,76.62439685799032,000715,中兴商业,bottom_area,2022-08-10,5.02,2022-08-03,4.87,3.080082135523603,4.928131416837787,27.421758569299552,False,0.0,1.0295,1,1,1,100.0,24.33862433862435,24.33862433862435,16.919917864476396,3.080082135523603,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,72.9557565028711,63.42730994152049,002494,华斯股份,bottom_area,2022-08-10,4.42,2022-08-05,4.32,2.3148148148148064,4.398148148148136,27.999999999999996,False,0.2268,4.4136,1,2,1,50.0,35.67251461988303,35.67251461988303,17.685185185185194,2.3148148148148064,历史1/2次成功; 当前距低点2.31%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
4,63.168061207096045,55.59685387092637,002761,浙江建投,bottom_area,2022-08-10,24.82,2022-08-04,24.1,2.9875518672199117,6.639004149377584,32.24627495080124,False,-1.0761,2.6382,1,3,1,33.33333333333333,43.73730534867976,43.73730534867976,17.01244813278009,2.9875518672199117,历史1/3次成功; 当前距低点2.99%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
5,63.02039298609657,53.22652944205395,603180,金牌家居,bottom_area,2022-08-10,23.38,2022-08-10,23.21,0.7324429125376913,1.80956484274019,27.15003138731952,False,-1.5579,0.7192,1,2,1,50.0,23.744619799139173,23.744619799139173,19.267557087462308,0.7324429125376913,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
