rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.04828834436694,70.55046720297027,002855,捷荣技术,bottom_area,2023-02-27,10.14,2023-02-27,10.1,0.3960396039604052,2.0792079207920877,31.710615280594993,False,-1.0732,2.0317,1,1,1,100.0,21.093749999999993,21.093749999999993,19.603960396039597,0.3960396039604052,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
2,69.63042411807074,60.016016251470106,000419,通程控股,bottom_area,2023-02-27,6.08,2023-02-16,5.97,1.8425460636515967,7.035175879396983,30.093676814988285,True,-1.9355,1.9768,1,2,1,50.0,24.82269503546099,24.82269503546099,18.157453936348407,1.8425460636515967,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-1.94%; 状态bottom_area; 底部已确认
3,63.774056153707804,55.33454310465282,000679,大连友谊,bottom_area,2023-02-27,5.56,2023-01-18,5.44,2.205882352941162,9.007352941176459,28.515111695137975,True,-1.0676,0.8163,1,4,1,25.0,24.94061757719715,24.94061757719715,17.794117647058837,2.205882352941162,历史1/4次成功; 当前距低点2.21%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
