rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.06158905966129,84.8051278649128,600048,保利发展,bottom_area,2025-12-25,6.28,2025-12-17,6.19,1.4539579967689797,2.9079159935379595,27.60233918128655,False,0.3195,0.5508,2,2,2,100.0,31.721247836269217,31.987577639751546,6.54604200323102,1.4539579967689797,历史2/2次成功; 当前距低点1.45%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,87.4605429625964,85.53337389654938,002728,特一药业,bottom_area,2025-12-25,11.22,2025-12-19,10.91,2.8414298808432674,4.12465627864344,27.508305647840537,False,1.0811,6.8851,4,4,4,100.0,19.310935617591518,39.3073593073593,5.158570119156733,2.8414298808432674,历史4/4次成功; 当前距低点2.84%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
3,86.84163610963198,85.00472795226062,603038,华立股份,bottom_area,2025-12-25,16.03,2025-12-17,15.58,2.888318356867786,5.0064184852374805,29.661399548532724,False,0.2502,1.3294,4,4,4,100.0,17.04351508558693,28.753412192902637,5.111681643132214,2.888318356867786,历史4/4次成功; 当前距低点2.89%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
4,84.82852344183392,79.46083351703011,603322,超讯通信,bottom_area,2025-12-25,38.43,2025-12-25,38.2,0.6020942408376881,1.649214659685852,30.93473151328873,False,-1.0046,5.2741,7,7,7,100.0,21.524776269570104,39.45833333333333,7.397905759162312,0.6020942408376881,历史7/7次成功; 当前距低点0.60%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
5,82.62675383184774,82.60914932479929,300768,迪普科技,bottom_area,2025-12-25,18.77,2025-12-17,18.05,3.988919667590021,4.653739612188365,29.43706020328381,False,0.1067,1.0191,3,3,3,100.0,34.32196863927173,47.28781110402041,4.011080332409979,3.988919667590021,历史3/3次成功; 当前距低点3.99%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
6,81.77310114931157,78.12716670316394,600383,金地集团,bottom_area,2025-12-25,3.12,2025-12-15,3.07,1.6286644951140152,4.234527687296428,32.675438596491226,False,0.6452,1.0213,3,4,3,75.0,18.793127699053183,32.594936708860764,6.371335504885985,1.6286644951140152,历史3/4次成功; 当前距低点1.63%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
7,81.57415178494738,76.64711317481802,001330,博纳影业,bottom_area,2025-12-25,7.94,2025-12-24,7.88,0.7614213197969607,7.868020304568529,28.16773017319964,False,-4.222,13.1333,4,4,4,100.0,18.565342924489666,35.637149028077765,7.238578680203039,0.7614213197969607,历史4/4次成功; 当前距低点0.76%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
8,81.13227971094858,81.91957638540649,600250,南京商旅,bottom_area,2025-12-25,12.07,2025-12-24,11.55,4.502164502164498,5.367965367965361,28.171641791044767,False,1.2584,11.2969,7,7,7,100.0,20.239308872803957,53.93258426966293,3.497835497835502,4.502164502164498,历史7/7次成功; 当前距低点4.50%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
9,80.76147076532031,81.98984608897243,002317,众生药业,bottom_area,2025-12-25,19.49,2025-12-23,18.6,4.784946236559123,6.4516129032258025,31.617647058823522,False,0.1542,5.4324,5,5,5,100.0,24.08345972218942,58.31999999999999,3.215053763440877,4.784946236559123,历史5/5次成功; 当前距低点4.78%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
10,80.23846562343228,79.26059990889365,600161,天坛生物,bottom_area,2025-12-25,16.6,2025-12-24,16.06,3.3623910336239273,4.794520547945203,27.264492753623188,False,0.0,0.3906,2,2,2,100.0,25.305653040624797,36.77455357142857,4.637608966376073,3.3623910336239273,历史2/2次成功; 当前距低点3.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,77.46753832884315,75.46547232775714,605368,蓝天燃气,bottom_area,2025-12-25,7.78,2025-12-18,7.58,2.6385224274406354,2.6385224274406354,31.65013525698828,False,1.3021,1.0338,1,1,1,100.0,12.695179904955879,12.695179904955879,5.361477572559364,2.6385224274406354,历史1/1次成功; 当前距低点2.64%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
