rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.8365429831387,84.80515081206497,688077,大地熊,bottom_area,2023-05-24,26.27,2023-05-22,25.86,1.5854601701469457,3.3642691415313264,32.83116883116883,False,0.0762,0.6932,1,1,1,100.0,53.68518518518518,53.68518518518518,6.414539829853054,1.5854601701469457,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
2,85.34229443667763,80.74533279161002,002245,蔚蓝锂芯,confirmed_rebound,2023-05-24,10.82,2023-04-26,10.7,1.1214953271028132,8.317757009345799,29.512516469038214,False,-0.7339,1.0093,3,3,3,100.0,21.840549125830286,25.653923541247494,6.878504672897187,1.1214953271028132,历史3/3次成功; 当前距低点1.12%; 最新日涨幅-0.73%; 状态confirmed_rebound; 底部未确认
3,84.58645632018558,80.13216152019004,300528,幸福蓝海,bottom_area,2023-05-24,8.52,2023-05-24,8.42,1.1876484560570029,5.463182897862243,30.64250411861615,False,0.1175,3.6976,1,1,1,100.0,20.0,20.0,6.812351543942998,1.1876484560570029,历史1/1次成功; 当前距低点1.19%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
4,84.53432360503902,81.16473563743044,002405,四维图新,bottom_area,2023-05-24,11.35,2023-05-16,11.14,1.8850987432674962,4.039497307001789,27.75616083009079,False,0.265,0.6743,2,2,2,100.0,17.434197699356595,23.478260869565215,6.114901256732503,1.8850987432674962,历史2/2次成功; 当前距低点1.89%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
5,83.96652630189928,81.81760324571471,601369,陕鼓动力,bottom_area,2023-05-24,9.29,2023-05-10,9.05,2.651933701657441,7.182320441988933,32.31114435302916,True,-1.065,0.5928,3,3,3,100.0,26.957054223084292,55.572755417956664,5.348066298342559,2.651933701657441,历史3/3次成功; 当前距低点2.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
6,83.84381137530228,79.92198887298481,001332,锡装股份,bottom_area,2023-05-24,43.04,2023-05-24,42.4,1.5094339622641524,2.287735849056601,32.290003193867776,False,-0.0697,2.3459,2,2,2,100.0,28.620958639500337,31.086142322097377,6.4905660377358485,1.5094339622641524,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
7,83.00878540638217,78.54069266793941,601068,中铝国际,bottom_area,2023-05-24,5.4,2023-05-24,5.34,1.123595505617987,2.0599250936329647,28.704939919893196,False,-0.1848,0.4994,2,2,2,100.0,16.46500226208832,18.6700767263427,6.876404494382013,1.123595505617987,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
8,82.6072746825866,80.22320396366638,002079,苏州固锝,bottom_area,2023-05-24,12.41,2023-05-10,12.11,2.477291494632541,5.6977704376548415,28.512396694214885,False,0.4045,1.2755,2,2,2,100.0,19.631336405529957,22.488479262672804,5.52270850536746,2.477291494632541,历史2/2次成功; 当前距低点2.48%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
9,82.59031326690723,78.00778306192632,002567,唐人神,bottom_area,2023-05-24,6.85,2023-05-19,6.78,1.0324483775811122,4.572271386430673,27.175080558539204,False,-0.436,1.1284,2,2,2,100.0,12.482609477479864,13.8187221396731,6.967551622418888,1.0324483775811122,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
10,82.15882648204601,79.30550666550916,002132,恒星科技,bottom_area,2023-05-24,3.78,2023-05-23,3.7,2.162162162162152,3.51351351351351,28.155339805825246,False,1.0695,1.0262,2,2,2,100.0,10.834604275477771,11.088295687885012,5.8378378378378475,2.162162162162152,历史2/2次成功; 当前距低点2.16%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
11,80.98940530427167,79.46318136162664,002068,黑猫股份,bottom_area,2023-05-24,9.58,2023-05-10,9.3,3.010752688172036,7.95698924731181,28.953399541634827,True,0.0,1.0089,2,2,2,100.0,12.89084672397248,15.184678522571824,4.989247311827964,3.010752688172036,历史2/2次成功; 当前距低点3.01%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,80.34877956906648,80.95815492395413,688075,安旭生物,bottom_area,2023-05-24,67.49,2023-05-10,64.65,4.392884764114446,7.6566125290023015,30.37906525953047,True,-1.8898,1.8989,5,5,5,100.0,27.010388097500325,40.134529147982065,3.6071152358855545,4.392884764114446,历史5/5次成功; 当前距低点4.39%; 最新日涨幅-1.89%; 状态bottom_area; 底部已确认
13,77.9832123992767,74.77672541036078,002041,登海种业,bottom_area,2023-05-24,15.69,2023-05-19,15.41,1.817001946787796,5.12654120700843,27.311320754716977,False,-0.759,0.2624,1,1,1,100.0,21.395106715252467,21.395106715252467,6.182998053212204,1.817001946787796,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
14,77.70690573983177,72.60812594382364,000928,中钢国际,bottom_area,2023-05-24,8.51,2023-05-24,8.47,0.4722550177095531,3.187721369539546,30.45977011494252,False,-1.9585,2.9414,2,2,2,100.0,16.424018194631294,18.798449612403097,7.527744982290447,0.4722550177095531,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
15,76.88004414885715,73.66610857056538,688289,圣湘生物,confirmed_rebound,2023-05-24,18.3,2023-04-26,17.98,1.7797552836484998,12.45828698553948,27.058823529411757,False,-0.9204,0.5461,1,1,1,100.0,25.182530200451346,25.182530200451346,6.2202447163515,1.7797552836484998,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.92%; 状态confirmed_rebound; 底部未确认
16,76.6144433356826,71.92168116066075,002837,英维克,bottom_area,2023-05-24,26.79,2023-05-24,26.6,0.7142857142857056,2.969924812030072,27.063339731285986,False,-0.9246,1.9492,2,2,2,100.0,15.700282737807376,19.202722411278558,7.285714285714294,0.7142857142857056,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
17,74.59495024305535,75.4869522595691,600203,福日电子,confirmed_rebound,2023-05-24,5.89,2023-05-15,5.63,4.618117229129659,8.348134991119,28.824273072060684,True,0.1701,0.9169,2,2,2,100.0,21.43150291389641,24.045801526717554,3.381882770870341,4.618117229129659,历史2/2次成功; 当前距低点4.62%; 最新日涨幅0.17%; 状态confirmed_rebound; 底部已确认
