rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.34333840181402,84.16494556765164,000957,中通客车,bottom_area,2022-10-10,13.1,2022-09-30,12.86,1.8662519440124437,6.531881804043545,29.534246575342472,False,1.5504,9.3016,1,1,1,100.0,354.54545454545456,354.54545454545456,8.133748055987557,1.8662519440124437,历史1/1次成功; 当前距低点1.87%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
18,82.40119360962625,75.71470057209092,000665,湖北广电,bottom_area,2022-10-10,5.39,2022-10-10,5.36,0.5597014925373014,4.477611940298495,28.246318607764387,False,-2.3551,1.2792,3,3,3,100.0,17.531290188580474,26.231691078561926,9.4402985074627,0.5597014925373014,历史3/3次成功; 当前距低点0.56%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
19,82.32596672352729,77.89133320233942,300541,先进数通,bottom_area,2022-10-10,10.24,2022-10-10,10.03,2.0937188434696,4.0877367896311085,31.675749318801095,False,0.6883,1.9615,1,1,1,100.0,19.05920519059205,19.05920519059205,7.906281156530401,2.0937188434696,历史1/1次成功; 当前距低点2.09%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
20,82.19617672370907,75.53699432892249,000678,襄阳轴承,bottom_area,2022-10-10,5.32,2022-10-10,5.29,0.5671077504725945,5.1039697542533,30.84967320261438,False,-2.0258,3.6372,1,1,1,100.0,121.62162162162164,121.62162162162164,9.432892249527406,0.5671077504725945,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
21,82.09603340881286,75.30296842501758,002375,亚厦股份,bottom_area,2022-10-10,4.29,2022-10-10,4.27,0.46838407494146284,3.747072599531619,28.475711892797325,False,-2.0548,0.597,2,2,2,100.0,30.864968364968366,36.9047619047619,9.531615925058539,0.46838407494146284,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
22,81.89486743219624,76.87035435006034,000688,国城矿业,bottom_area,2022-10-10,16.37,2022-09-29,16.1,1.6770186335403698,5.838509316770172,32.88870362651103,False,-0.3652,0.4924,1,1,1,100.0,30.935251798561143,30.935251798561143,8.322981366459631,1.6770186335403698,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
23,81.8361363746995,79.9899067164179,688010,福光股份,bottom_area,2022-10-10,19.93,2022-09-26,19.2,3.8020833333333357,7.8125,31.379556826304505,True,1.7356,0.2474,1,1,1,100.0,42.08955223880597,42.08955223880597,6.197916666666665,3.8020833333333357,历史1/1次成功; 当前距低点3.80%; 最新日涨幅1.74%; 状态bottom_area; 底部已确认
24,81.62356862579574,76.31262259392146,002053,云南能投,bottom_area,2022-10-10,10.36,2022-10-10,10.21,1.4691478942213376,3.8197845249755025,30.068493150684922,False,-0.5758,0.5423,1,1,1,100.0,25.38860103626942,25.38860103626942,8.530852105778663,1.4691478942213376,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
25,81.53177728899763,74.83593084497366,688055,龙腾光电,bottom_area,2022-10-10,3.99,2022-10-10,3.97,0.5037783375314866,4.030226700251881,30.350877192982455,False,-2.445,0.2281,1,1,1,100.0,45.45454545454546,45.45454545454546,9.496221662468514,0.5037783375314866,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
26,81.4452603309935,79.34445527875515,002157,正邦科技,bottom_area,2022-10-10,4.57,2022-09-30,4.41,3.6281179138322024,6.122448979591827,29.326923076923077,False,2.2371,2.8185,3,3,3,100.0,12.347118937056795,13.751169317118809,6.3718820861677985,3.6281179138322024,历史3/3次成功; 当前距低点3.63%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
27,81.41827276248479,76.85884948778565,002225,濮耐股份,bottom_area,2022-10-10,4.13,2022-09-30,4.05,1.9753086419753103,3.9506172839506206,28.822495606326896,False,0.4866,1.4876,1,1,1,100.0,12.056737588652476,12.056737588652476,8.024691358024691,1.9753086419753103,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
28,81.37767985564123,74.15480886253701,688199,久日新材,bottom_area,2022-10-10,32.34,2022-10-10,32.3,0.12383900928794507,3.3746130030959858,31.91399662731872,False,-2.237,0.3595,1,1,1,100.0,37.135278514588855,37.135278514588855,9.876160990712055,0.12383900928794507,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
29,81.03107077774166,74.14828571428573,300446,航天智造,bottom_area,2022-10-10,8.78,2022-10-10,8.75,0.34285714285713553,5.028571428571423,32.69230769230769,False,-4.3573,1.9394,1,1,1,100.0,51.92697768762679,51.92697768762679,9.657142857142865,0.34285714285713553,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
30,80.93022950420584,73.76388093598442,002281,光迅科技,bottom_area,2022-10-10,14.75,2022-10-10,14.73,0.13577732518669094,3.733876442634073,27.97066014669926,False,-2.7045,0.5692,1,1,1,100.0,35.1798561151079,35.1798561151079,9.864222674813309,0.13577732518669094,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
31,80.66674482698957,75.13173751771612,688300,联瑞新材,bottom_area,2022-10-10,66.2,2022-10-10,65.37,1.2696955790117763,7.694661159553314,28.400876232201526,False,-5.4286,1.8813,1,1,1,100.0,26.809910956252438,26.809910956252438,8.730304420988224,1.2696955790117763,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
32,80.4974202512372,74.44848115721358,000816,智慧农业,bottom_area,2022-10-10,3.36,2022-10-10,3.33,0.900900900900895,4.504504504504501,27.608695652173903,False,-2.0408,1.028,1,1,1,100.0,48.23943661971832,48.23943661971832,9.099099099099107,0.900900900900895,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
33,80.46342316877961,74.77176630863099,600262,北方股份,bottom_area,2022-10-10,14.95,2022-10-10,14.78,1.15020297699594,5.548037889039245,27.192118226600993,False,-2.2876,0.2969,1,1,1,100.0,13.19478008699855,13.19478008699855,8.849797023004061,1.15020297699594,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
34,80.22457330213574,73.93425236389331,300549,优德精密,bottom_area,2022-10-10,11.26,2022-10-10,11.18,0.7155635062611813,5.5456171735241595,30.47263681592039,False,-2.4263,0.482,2,2,2,100.0,26.536221280477378,38.963531669865645,9.28443649373882,0.7155635062611813,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
35,80.09435851147036,74.41652856665554,002406,远东传动,bottom_area,2022-10-10,4.43,2022-10-10,4.38,1.1415525114155212,3.8812785388127837,29.354838709677423,False,-1.7738,0.7869,1,1,1,100.0,11.178861788617883,11.178861788617883,8.85844748858448,1.1415525114155212,历史1/1次成功; 当前距低点1.14%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
36,79.97631625668586,73.25689107529661,000576,甘化科工,bottom_area,2022-10-10,10.15,2022-10-10,10.11,0.3956478733926897,3.956478733926809,30.08298755186723,False,-1.6473,1.0018,2,2,2,100.0,18.97294745501036,24.015009380863045,9.604352126607312,0.3956478733926897,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
37,79.915,72.65,600172,黄河旋风,bottom_area,2022-10-10,7.08,2022-10-10,7.08,0.0,0.0,30.52011776251226,False,-10.0381,0.4337,1,1,1,100.0,51.074589127686465,51.074589127686465,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
38,79.8604086306457,74.60643437862952,002660,茂硕电源,bottom_area,2022-10-10,7.1,2022-10-10,7.0,1.4285714285714235,4.857142857142855,31.237721021610998,False,-2.3384,1.6303,1,1,1,100.0,15.718157181571806,15.718157181571806,8.571428571428577,1.4285714285714235,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
39,79.79896046961471,73.28873750995389,002178,延华智能,bottom_area,2022-10-10,3.76,2022-10-10,3.74,0.5347593582887586,4.545454545454543,31.376146788990823,False,-3.0928,0.8822,3,3,3,100.0,14.397789499205718,17.359413202933986,9.465240641711242,0.5347593582887586,历史3/3次成功; 当前距低点0.53%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
40,79.75548695514682,73.75419503939385,603028,赛福天,bottom_area,2022-10-10,7.89,2022-10-10,7.82,0.895140664961629,4.731457800511499,28.649635036496353,False,-1.6209,0.7708,2,2,2,100.0,27.76943954573312,43.67816091954023,9.104859335038372,0.895140664961629,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
41,79.45496888164439,72.80257731958761,002283,天润工业,bottom_area,2022-10-10,4.87,2022-10-10,4.85,0.4123711340206281,4.536082474226818,32.54520166898471,False,-2.2088,0.5052,1,1,1,100.0,33.402061855670105,33.402061855670105,9.587628865979372,0.4123711340206281,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
42,79.38481769667113,73.93797619047619,000728,国元证券,bottom_area,2022-10-10,6.38,2022-10-10,6.3,1.269841269841271,2.6984126984126977,31.74431202600217,False,-0.3125,1.1552,1,1,1,100.0,10.178571428571434,10.178571428571434,8.73015873015873,1.269841269841271,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
43,79.34287329048855,72.43313357450005,300433,蓝思科技,bottom_area,2022-10-10,9.12,2022-10-10,9.1,0.21978021978021509,2.7472527472527473,29.94611239414935,False,-1.1918,0.3474,2,2,2,100.0,12.388346643005029,14.217687074829932,9.780219780219786,0.21978021978021509,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
44,79.24900791908627,72.44897275682305,300484,蓝海华腾,bottom_area,2022-10-10,10.26,2022-10-10,10.23,0.29325513196480313,4.887585532746823,32.91803278688524,False,-3.2075,1.6294,2,2,2,100.0,23.589217514531214,28.708133971291865,9.706744868035196,0.29325513196480313,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
45,79.23606259052211,72.80236520069337,302132,中航成飞,bottom_area,2022-10-10,9.03,2022-10-10,8.98,0.556792873051213,4.008908685968813,28.56006364359586,False,-2.7987,0.6012,2,2,2,100.0,18.504585759409363,18.763557483731002,9.443207126948787,0.556792873051213,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
46,79.19957237275239,72.61759156248277,000591,太阳能,bottom_area,2022-10-10,6.73,2022-10-10,6.7,0.4477611940298544,4.1791044776119435,29.769392033542967,False,-1.4641,0.8912,1,1,1,100.0,32.84132841328414,32.84132841328414,9.552238805970147,0.4477611940298544,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
47,79.1821638351278,73.09683417085428,000762,西藏矿业,bottom_area,2022-10-10,40.12,2022-10-10,39.8,0.8040201005025134,5.904522613065331,28.223624887285855,False,-3.8581,3.3209,1,1,1,100.0,71.15671641791043,71.15671641791043,9.195979899497488,0.8040201005025134,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
48,78.81529316990012,73.50481326855927,002553,南方精工,bottom_area,2022-10-10,11.35,2022-10-10,11.2,1.3392857142857175,6.696428571428571,27.17815344603382,False,-3.0743,7.735,1,1,1,100.0,18.916046758767262,18.916046758767262,8.660714285714283,1.3392857142857175,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
49,78.38959760620472,72.4990498092067,300342,天银机电,bottom_area,2022-10-10,7.84,2022-10-10,7.77,0.9009009009009046,3.8610038610038706,31.8421052631579,False,-1.6311,0.5885,2,2,2,100.0,21.09195625409008,26.68539325842696,9.099099099099096,0.9009009009009046,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
50,78.17433691664182,72.69498222999042,000810,创维数字,bottom_area,2022-10-10,15.35,2022-10-10,15.17,1.1865524060645993,6.657877389584706,31.57419936851602,False,-3.9424,2.2671,1,1,1,100.0,12.689901697944595,12.689901697944595,8.813447593935402,1.1865524060645993,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
51,78.15256723484316,71.2871792587378,603160,汇顶科技,bottom_area,2022-10-10,45.48,2022-10-10,45.4,0.17621145374448965,5.969162995594716,29.283489096573213,False,-4.4136,0.6711,2,2,2,100.0,15.908286953092698,20.747474747474755,9.82378854625551,0.17621145374448965,历史2/2次成功; 当前距低点0.18%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
52,77.9208429779579,71.69255248115736,000767,晋控电力,bottom_area,2022-10-10,3.2,2022-10-10,3.18,0.6289308176100634,4.088050314465405,28.378378378378383,False,-0.9288,0.7301,2,2,2,100.0,13.422122286603821,13.941018766756033,9.371069182389938,0.6289308176100634,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
53,77.60801131294942,71.50126988033925,300707,威唐工业,bottom_area,2022-10-10,15.83,2022-10-10,15.72,0.6997455470737877,6.806615776081415,28.087831655992673,False,-4.6386,2.8872,2,2,2,100.0,23.47682649283599,24.351297405189634,9.300254452926213,0.6997455470737877,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
54,77.53722586269964,71.37434365383773,002322,理工能科,bottom_area,2022-10-10,7.69,2022-10-10,7.64,0.6544502617801141,3.4031413612565538,27.09923664122138,False,-1.2837,0.2941,1,1,1,100.0,28.6908077994429,28.6908077994429,9.345549738219887,0.6544502617801141,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
55,77.51396709780111,71.63613073019533,300560,中富通,bottom_area,2022-10-10,11.7,2022-10-10,11.6,0.8620689655172384,3.1896551724138016,29.90936555891239,False,-0.9314,0.8861,2,2,2,100.0,15.976601997713122,20.94196804037006,9.137931034482762,0.8620689655172384,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
56,77.46520485104752,71.10736946370453,603356,华菱精工,bottom_area,2022-10-10,11.9,2022-10-10,11.84,0.5067567567567609,3.2094594594594663,29.186602870813395,False,-2.2186,0.8385,1,1,1,100.0,25.445026178010465,25.445026178010465,9.493243243243239,0.5067567567567609,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
57,77.42071358605035,71.40589287953128,600312,平高电气,bottom_area,2022-10-10,6.66,2022-10-10,6.61,0.7564296520423573,3.4795763993948494,27.759562841530055,False,-1.1869,0.7843,1,1,1,100.0,30.110497237569056,30.110497237569056,9.243570347957643,0.7564296520423573,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
58,77.3745587306076,71.15688389948662,000635,英力特,bottom_area,2022-10-10,8.32,2022-10-10,8.27,0.6045949214026688,5.683192261185014,28.460207612456756,False,-3.9261,1.0879,2,2,2,100.0,20.45892645314354,26.334519572953745,9.395405078597332,0.6045949214026688,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
59,77.33265919749644,71.0482644041664,000902,新洋丰,bottom_area,2022-10-10,12.73,2022-10-10,12.66,0.552922590837285,3.870458135860981,27.241379310344822,False,-1.926,0.6815,1,1,1,100.0,25.693160813308673,25.693160813308673,9.447077409162716,0.552922590837285,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
60,77.28895711578265,71.01831160832762,603155,新亚强,bottom_area,2022-10-10,25.12,2022-10-10,24.98,0.5604483586869519,4.083266613290631,29.7525309336333,False,-1.2579,1.2725,1,1,1,100.0,25.624375624375624,25.624375624375624,9.439551641313049,0.5604483586869519,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
61,77.26282897885406,70.58268226453224,600126,杭钢股份,bottom_area,2022-10-10,3.92,2022-10-10,3.91,0.2557544757033194,3.3248081841432193,31.523642732049034,False,-2.0,0.3384,1,1,1,100.0,19.54732510288064,19.54732510288064,9.744245524296682,0.2557544757033194,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
62,77.21426107629986,71.07105661973179,688025,杰普特,bottom_area,2022-10-10,48.0,2022-10-10,47.69,0.6500314531348339,6.311595722373673,27.190839694656493,False,-5.3441,2.6367,2,2,2,100.0,20.554453402576446,23.866292660121555,9.349968546865167,0.6500314531348339,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
63,76.94272691325618,70.67005069214272,002405,四维图新,bottom_area,2022-10-10,11.21,2022-10-10,11.15,0.5381165919282556,4.21524663677129,29.47501581277672,False,-2.8596,0.9945,1,1,1,100.0,23.478260869565215,23.478260869565215,9.461883408071744,0.5381165919282556,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
64,76.87127255389667,70.24088314005354,300607,拓斯达,bottom_area,2022-10-10,11.24,2022-10-10,11.21,0.2676181980374608,3.479036574487054,28.915662650602403,False,-3.1034,0.9404,1,1,1,100.0,28.070175438596472,28.070175438596472,9.73238180196254,0.2676181980374608,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
65,76.7842847594291,70.79877332384824,002724,海洋王,bottom_area,2022-10-10,9.51,2022-10-10,9.44,0.7415254237288166,5.402542372881354,29.8662704309064,False,-3.4518,0.4557,2,2,2,100.0,20.212103709408286,25.204081632653047,9.258474576271183,0.7415254237288166,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
66,76.64024794387174,69.78353750007238,688235,百济神州,bottom_area,2022-10-10,84.33,2022-10-10,84.26,0.08307619273675905,2.5990980299074264,28.264941256597982,False,-1.8048,0.8605,1,1,1,100.0,13.13414634146341,13.13414634146341,9.916923807263242,0.08307619273675905,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
67,76.60871782413793,70.34991617494815,000868,安凯客车,bottom_area,2022-10-10,5.71,2022-10-10,5.68,0.5281690140845114,5.809859154929579,27.36572890025576,False,-5.1495,6.3871,3,4,3,75.0,36.016889930434594,69.53846153846153,9.471830985915489,0.5281690140845114,历史3/4次成功; 当前距低点0.53%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
68,76.58513351093542,69.83301824212272,603228,景旺电子,bottom_area,2022-10-10,19.03,2022-10-10,19.0,0.15789473684211125,2.8421052631578902,30.35190615835777,False,-1.501,0.468,1,1,1,100.0,14.317302377003868,14.317302377003868,9.84210526315789,0.15789473684211125,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
69,76.35315617760351,70.36811048181892,600203,福日电子,bottom_area,2022-10-10,5.62,2022-10-10,5.58,0.7168458781362014,3.5842293906810068,29.6343001261034,False,-2.2609,1.1156,1,1,1,100.0,24.045801526717554,24.045801526717554,9.283154121863799,0.7168458781362014,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
70,76.20190743679873,70.1053530919804,300682,朗新科技,bottom_area,2022-10-10,20.94,2022-10-10,20.81,0.6246996636232705,4.613166746756372,27.968155070958815,False,-2.3321,0.4239,1,1,1,100.0,21.503593145384194,21.503593145384194,9.37530033637673,0.6246996636232705,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
71,76.1098792798601,69.5609167191752,603005,晶方科技,bottom_area,2022-10-10,17.94,2022-10-10,17.89,0.2794857462269464,5.701509223029623,29.148514851485146,False,-5.1296,1.9236,1,1,1,100.0,24.55991516436903,24.55991516436903,9.720514253773054,0.2794857462269464,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
72,75.73226254116065,73.49691265336021,600110,诺德股份,bottom_area,2022-10-10,8.45,2022-10-10,8.17,3.427172582619331,4.5287637698898315,29.690189328743543,False,-0.5882,1.1316,1,1,1,100.0,34.251968503937015,34.251968503937015,6.57282741738067,3.427172582619331,历史1/1次成功; 当前距低点3.43%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
