rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.78029605904084,81.438753608338,000411,英特集团,bottom_area,2023-01-17,11.69,2023-01-05,11.54,1.2998266897747,3.812824956672455,31.675547661338076,False,-1.7647,1.4451,2,2,2,100.0,34.206228285076975,47.98426745329401,6.700173310225301,1.2998266897747,历史2/2次成功; 当前距低点1.30%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
2,83.73228963113775,78.3440243586978,000679,大连友谊,bottom_area,2023-01-17,5.56,2023-01-17,5.53,0.5424954792043284,4.520795660036167,27.33245729303548,False,-1.7668,3.2594,4,4,4,100.0,14.78986049077237,24.94061757719715,7.457504520795672,0.5424954792043284,历史4/4次成功; 当前距低点0.54%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
3,83.4992217526488,78.92993368641945,300434,金石亚药,bottom_area,2023-01-17,12.23,2023-01-17,12.1,1.0743801652892626,3.719008264462819,30.379746835443033,False,-2.5498,3.342,2,2,2,100.0,17.954411092897637,26.7379679144385,6.925619834710737,1.0743801652892626,历史2/2次成功; 当前距低点1.07%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
4,83.40117675725897,79.02146912376158,002395,双象股份,bottom_area,2023-01-17,9.31,2023-01-17,9.2,1.1956521739130568,3.913043478260883,32.65007320644217,False,-1.7932,0.956,1,1,1,100.0,36.59976387249114,36.59976387249114,6.804347826086943,1.1956521739130568,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
5,83.3672035637242,78.79697879369019,002095,生意宝,bottom_area,2023-01-17,20.8,2023-01-17,20.58,1.0689990281827135,4.61613216715259,31.400000000000006,False,-2.9851,7.08,1,1,1,100.0,33.84030418250951,33.84030418250951,6.931000971817286,1.0689990281827135,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
6,80.49311575556696,75.45035767311093,000715,中兴商业,bottom_area,2023-01-17,6.32,2023-01-17,6.28,0.6369426751592362,3.503184713375792,29.596412556053806,False,-2.1672,4.6534,3,3,3,100.0,17.056919206849418,24.33862433862435,7.363057324840764,0.6369426751592362,历史3/3次成功; 当前距低点0.64%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
7,78.98842728242734,74.71605601206646,300485,赛升药业,bottom_area,2023-01-17,11.85,2023-01-12,11.72,1.1092150170648378,3.583617747440272,27.69895126465145,False,-1.904,2.2378,1,1,1,100.0,12.392829306313327,12.392829306313327,6.890784982935163,1.1092150170648378,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
8,78.70730609362,77.57538847561109,000650,仁和药业,bottom_area,2023-01-17,6.36,2023-01-12,6.16,3.2467532467532494,3.733766233766226,27.444051825677267,False,0.9524,3.0276,2,2,2,100.0,14.827881065637138,17.19038817005545,4.753246753246751,3.2467532467532494,历史2/2次成功; 当前距低点3.25%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
9,78.25621580966458,79.31251179919244,688075,安旭生物,bottom_area,2023-01-17,87.82,2022-12-30,83.88,4.697186456843107,5.996661897949453,29.441453566621806,False,-0.3404,2.4373,4,4,4,100.0,31.086542584917854,40.134529147982065,3.3028135431568932,4.697186456843107,历史4/4次成功; 当前距低点4.70%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
10,78.03970719601512,72.61363348504474,002349,精华制药,bottom_area,2023-01-17,11.83,2023-01-13,11.8,0.25423728813558777,2.6271186440677856,27.651747394236654,False,-1.4167,1.6779,2,2,2,100.0,13.781153236526267,18.615984405458093,7.745762711864412,0.25423728813558777,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
11,77.89394597835508,74.20010999414302,600158,中体产业,bottom_area,2023-01-17,8.26,2023-01-12,8.14,1.4742014742014646,2.457002457002448,30.899830220713064,False,-0.6017,1.2343,1,1,1,100.0,14.092953523238386,14.092953523238386,6.525798525798536,1.4742014742014646,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
12,77.81321485357525,72.72812102790826,000419,通程控股,bottom_area,2023-01-17,6.19,2023-01-17,6.16,0.48701298701299106,2.4350649350649265,27.868852459016384,False,-1.2759,4.0105,2,2,2,100.0,17.250057195149854,24.82269503546099,7.512987012987009,0.48701298701299106,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
13,77.6425588771104,72.87445117829908,002838,道恩股份,bottom_area,2023-01-17,17.13,2023-01-13,17.01,0.7054673721340237,2.057613168724267,32.17703349282296,False,-0.9254,0.8911,2,2,2,100.0,20.71460638045511,24.95606326889279,7.294532627865976,0.7054673721340237,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
14,76.98746464287386,75.11997541603633,000059,华锦股份,bottom_area,2023-01-17,6.79,2023-01-13,6.61,2.7231467473524917,3.4795763993948494,27.995642701525046,False,0.4438,1.0461,1,1,1,100.0,11.874999999999996,11.874999999999996,5.276853252647508,2.7231467473524917,历史1/1次成功; 当前距低点2.72%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
15,76.85821784952786,74.0765671641791,000919,金陵药业,bottom_area,2023-01-17,7.84,2022-12-29,7.68,2.0833333333333353,4.947916666666677,31.12107623318386,False,-1.8773,1.6584,1,1,1,100.0,20.8955223880597,20.8955223880597,5.916666666666664,2.0833333333333353,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
16,75.68277986320409,72.65292707030662,603318,水发燃气,bottom_area,2023-01-17,8.69,2022-12-30,8.53,1.8757327080890993,6.916764361078545,30.819140308191407,False,-0.9122,1.4148,1,1,1,100.0,10.696761530912658,10.696761530912658,6.1242672919109005,1.8757327080890993,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
