rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.82568961594986,80.24970101869471,601127,赛力斯,bottom_area,2021-12-29,56.68,2021-12-28,55.52,2.089337175792501,6.231988472622467,28.610003857528604,False,-2.0225,1.3969,3,3,3,100.0,20.82467623387959,27.74461028192372,7.9106628242075,2.089337175792501,历史3/3次成功; 当前距低点2.09%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
2,79.05400937437769,72.50178517397882,688280,精进电动,bottom_area,2021-12-29,15.27,2021-12-29,15.2,0.46052631578947556,2.7631578947368416,31.562359297613696,False,-2.0526,4.8757,1,1,1,100.0,32.37518910741301,32.37518910741301,9.539473684210526,0.46052631578947556,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
3,77.58472308141431,74.70487852749193,600405,动力源,bottom_area,2021-12-29,7.86,2021-12-29,7.63,3.0144167758846714,4.718217562254264,30.383211678832122,False,1.9455,14.8912,1,1,1,100.0,13.213703099510612,13.213703099510612,6.98558322411533,3.0144167758846714,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
4,76.12924176375391,70.06585082681774,002316,亚联发展,bottom_area,2021-12-29,4.68,2021-12-29,4.65,0.6451612903225669,6.666666666666658,30.284857571214385,False,-8.9494,20.3974,2,2,2,100.0,15.090422412651577,19.154228855721406,9.354838709677434,0.6451612903225669,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-8.95%; 状态bottom_area; 底部未确认
5,73.4597474243935,71.0313260219342,000863,三湘印象,bottom_area,2021-12-29,3.51,2021-12-29,3.4,3.235294117647055,5.294117647058829,30.18480492813142,False,-0.8475,3.9,1,1,1,100.0,18.644067796610173,18.644067796610173,6.764705882352945,3.235294117647055,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
6,73.13030782558901,67.31935383045226,605138,盛泰集团,bottom_area,2021-12-29,12.28,2021-12-29,12.2,0.6557377049180334,2.8688524590164053,30.60295790671217,False,-3.3832,33.9382,1,1,1,100.0,17.120622568093385,17.120622568093385,9.344262295081968,0.6557377049180334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
7,58.823061937687726,56.152611986536485,603169,兰石重装,bottom_area,2021-12-29,9.21,2021-12-29,8.98,2.561247216035639,5.345211581291764,31.18773946360153,False,-0.3247,6.3154,1,2,1,50.0,22.055137844611526,22.055137844611526,7.438752783964361,2.561247216035639,历史1/2次成功; 当前距低点2.56%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
