rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.44454733596066,78.73151045563682,300490,华自科技,bottom_area,2022-04-15,12.11,2022-04-15,11.96,1.254180602006677,5.769230769230765,30.586186883343004,False,-3.506,2.6087,2,2,2,100.0,29.306678646301293,32.06349206349206,13.745819397993323,1.254180602006677,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
2,87.63513864638584,78.40377742376239,605186,健麾信息,bottom_area,2022-04-15,24.66,2022-04-15,24.29,1.5232606010704035,4.363935776039532,27.922848664688438,False,-2.4911,1.502,1,1,1,100.0,37.29468599033817,37.29468599033817,13.476739398929597,1.5232606010704035,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
3,86.71513572651561,76.2530374355123,300387,富邦科技,bottom_area,2022-04-15,8.4,2022-04-15,8.35,0.5988023952095893,11.856287425149702,27.39130434782609,False,-8.7948,11.4831,2,2,2,100.0,47.78659621822667,50.883392226148395,14.401197604790411,0.5988023952095893,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-8.79%; 状态bottom_area; 底部未确认
4,86.41158926061777,77.10443291671947,000863,三湘印象,bottom_area,2022-04-15,3.67,2022-04-15,3.62,1.3812154696132548,7.458563535911603,31.047619047619047,False,-4.6753,5.1487,2,2,2,100.0,22.116151545363905,25.588235294117638,13.618784530386746,1.3812154696132548,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
5,85.12928900255751,76.08705882352939,000889,中嘉博创,bottom_area,2022-04-15,3.45,2022-04-15,3.4,1.4705882352941255,4.411764705882351,31.863727454909824,False,-3.0899,4.3368,1,1,1,100.0,34.408602150537625,34.408602150537625,13.529411764705873,1.4705882352941255,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
6,83.54632248655322,74.5674444301683,002218,拓日新能,bottom_area,2022-04-15,4.36,2022-04-15,4.3,1.395348837209314,3.2558139534883854,27.118644067796616,False,-1.3575,1.1751,1,1,1,100.0,15.10128913443831,15.10128913443831,13.604651162790685,1.395348837209314,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
7,81.70126844591478,73.84254946769515,603026,石大胜华,bottom_area,2022-04-15,112.99,2022-04-15,110.7,2.0686540198735246,4.336043360433601,28.210116731517505,False,-1.8332,2.5029,1,1,1,100.0,19.457422758100996,19.457422758100996,12.931345980126475,2.0686540198735246,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
8,81.42610963866005,77.45154574132494,000537,绿发电力,bottom_area,2022-04-15,13.29,2022-04-15,12.68,4.810725552050469,10.252365930599375,28.84399551066218,False,2.1522,1.1696,1,1,1,100.0,310.7981220657277,310.7981220657277,10.189274447949531,4.810725552050469,历史1/1次成功; 当前距低点4.81%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
9,81.13312086339512,75.07841035120147,000788,北大医药,bottom_area,2022-04-15,9.3,2022-04-15,9.0,3.333333333333341,8.333333333333332,30.17843289371606,False,1.087,9.0368,1,1,1,100.0,19.13123844731978,19.13123844731978,11.666666666666659,3.333333333333341,历史1/1次成功; 当前距低点3.33%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
10,79.63673917734971,75.53533841534971,300393,中来股份,bottom_area,2022-04-15,13.03,2022-04-15,12.45,4.658634538152611,5.702811244979927,32.26332970620239,False,1.4798,4.7846,2,2,2,100.0,21.166801948051944,23.89610389610389,10.341365461847388,4.658634538152611,历史2/2次成功; 当前距低点4.66%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
11,79.50181087429178,70.1329106029106,002482,广田集团,bottom_area,2022-04-15,2.62,2022-04-15,2.6,0.7692307692307698,3.8461538461538494,29.347826086956523,False,-2.963,2.814,1,1,1,100.0,23.423423423423422,23.423423423423422,14.23076923076923,0.7692307692307698,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
12,79.41516346171524,69.66857638314681,300435,中泰股份,bottom_area,2022-04-15,14.9,2022-04-15,14.83,0.47201618341200463,4.1807147673634475,31.878732200275607,False,-3.6223,2.1796,1,1,1,100.0,27.498781082398814,27.498781082398814,14.527983816587994,0.47201618341200463,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
13,78.2311475061768,68.7108340112688,002825,纳尔股份,bottom_area,2022-04-15,15.03,2022-04-15,14.95,0.5351170568561878,5.4180602006689,29.24751538097492,False,-5.2333,3.3903,1,1,1,100.0,23.123123123123136,23.123123123123136,14.464882943143811,0.5351170568561878,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
14,77.47199117661519,68.12659363957596,300364,中文在线,bottom_area,2022-04-15,10.06,2022-04-15,10.0,0.600000000000005,6.300000000000009,29.971988795518207,False,-5.0943,6.5867,1,1,1,100.0,20.7773851590106,20.7773851590106,14.399999999999993,0.600000000000005,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
15,77.32598006446828,70.38865998629734,002829,星网宇达,bottom_area,2022-04-15,28.42,2022-04-15,27.74,2.451333813987034,5.6236481614996485,29.486527707168285,False,-7.6073,4.7227,1,1,1,100.0,15.794091839719234,15.794091839719234,12.548666186012966,2.451333813987034,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
16,77.15985438570891,67.92155844155845,300471,厚普股份,bottom_area,2022-04-15,16.91,2022-04-15,16.8,0.6547619047619013,6.845238095238086,32.773109243697476,False,-6.1077,3.3053,1,1,1,100.0,20.346320346320343,20.346320346320343,14.345238095238097,0.6547619047619013,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-6.11%; 状态bottom_area; 底部未确认
