rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.81920623386492,75.54780156485477,603078,江化微,bottom_area,2022-05-16,24.01,2022-05-13,23.6,1.7372881355932206,5.211864406779648,27.828746177370036,False,-0.8671,4.3171,1,1,1,100.0,24.563540397888758,24.563540397888758,18.262711864406782,1.7372881355932206,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,66.02720547517214,58.581245917972005,002690,美亚光电,bottom_area,2022-05-16,18.41,2022-05-16,17.8,3.426966292134828,5.05617977528089,28.856914468425256,False,2.9067,1.2587,1,2,1,50.0,23.25123152709359,23.25123152709359,16.57303370786517,3.426966292134828,历史1/2次成功; 当前距低点3.43%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
3,58.9,49.083333333333336,000889,中嘉博创,bottom_area,2022-05-16,1.98,2022-05-16,1.98,0.0,2.020202020202022,31.010452961672474,False,-4.8077,8.3673,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
