rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.2180118324331,85.25028607586987,002481,双塔食品,bottom_area,2024-07-04,3.9,2024-06-28,3.84,1.5625000000000013,7.552083333333334,27.819548872180455,True,-2.9851,1.0519,3,3,3,100.0,32.057989655214385,54.6583850931677,13.437499999999996,1.5625000000000013,历史3/3次成功; 当前距低点1.56%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
12,86.07307470052386,76.83670002129021,001308,康冠科技,bottom_area,2024-07-04,21.65,2024-06-24,21.35,1.4051522248243427,6.557377049180321,28.66688940862011,False,-2.4775,2.2456,1,1,1,100.0,27.421758569299566,27.421758569299566,13.594847775175655,1.4051522248243427,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
13,85.33405631271941,74.38995735821055,605567,春雪食品,bottom_area,2024-07-04,7.46,2024-07-04,7.45,0.13422818791946023,4.6979865771812035,27.529182879377423,False,-4.2362,2.2251,2,2,2,100.0,32.07525605734906,36.46616541353383,14.865771812080538,0.13422818791946023,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
14,85.25260424428201,75.85694873933409,600295,鄂尔多斯,bottom_area,2024-07-04,9.87,2024-06-27,9.75,1.2307692307692228,4.5128205128205074,27.61692650334076,False,-0.9036,0.202,1,1,1,100.0,20.016680567139286,20.016680567139286,13.769230769230777,1.2307692307692228,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
15,85.23048784535708,76.34035564855385,603233,大参林,bottom_area,2024-07-04,14.1,2024-07-04,13.88,1.5850144092218938,2.9538904899135328,31.79361179361179,False,-1.0526,1.1342,4,5,4,80.0,20.29133602999884,27.64192139737992,13.414985590778105,1.5850144092218938,历史4/5次成功; 当前距低点1.59%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
16,85.06870781317996,74.33469973890341,002015,协鑫能科,bottom_area,2024-07-04,7.68,2024-07-04,7.66,0.26109660574411975,4.569190600522188,28.007518796992482,False,-3.7594,0.7421,1,1,1,100.0,65.95380667236954,65.95380667236954,14.738903394255878,0.26109660574411975,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
17,84.91862427609746,75.57716317918825,002624,完美世界,bottom_area,2024-07-04,7.33,2024-06-25,7.24,1.2430939226519317,8.011049723756907,29.503407984420637,True,-3.1704,1.0113,1,1,1,100.0,19.685039370078737,19.685039370078737,13.756906077348068,1.2430939226519317,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-3.17%; 状态bottom_area; 底部已确认
18,84.15079414118985,73.93831912405517,002219,新里程,bottom_area,2024-07-04,1.81,2024-07-04,1.8,0.555555555555556,5.555555555555548,31.034482758620683,False,-4.7368,0.7857,2,2,2,100.0,34.81175156302061,45.685279187817265,14.444444444444443,0.555555555555556,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
19,83.42042162256148,73.09049483269825,601908,京运通,bottom_area,2024-07-04,2.48,2024-07-04,2.47,0.40485829959513303,5.263157894736838,29.42857142857142,False,-4.2471,0.858,2,2,2,100.0,28.406299762231964,40.33898305084744,14.595141700404868,0.40485829959513303,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
20,82.87405705152682,73.05048147421776,002254,泰和新材,bottom_area,2024-07-04,8.31,2024-07-04,8.25,0.7272727272727333,6.0606060606060606,29.184549356223176,False,-4.811,1.7503,2,2,2,100.0,32.14335103440648,38.58695652173914,14.272727272727268,0.7272727272727333,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
21,82.31872471530183,72.68631112693556,300461,田中精机,bottom_area,2024-07-04,18.45,2024-07-04,18.3,0.8196721311475332,12.185792349726778,29.53407778205621,False,-12.6834,22.9128,2,2,2,100.0,31.318083795440543,39.80283425754775,14.180327868852466,0.8196721311475332,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-12.68%; 状态bottom_area; 底部未确认
22,81.62404209764536,71.4525382138016,600345,长江通信,bottom_area,2024-07-04,16.87,2024-07-04,16.81,0.356930398572292,4.461629982153481,31.63887759251729,False,-1.5753,4.7128,1,1,1,100.0,25.46419098143237,25.46419098143237,14.643069601427708,0.356930398572292,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
23,81.4045546339967,71.68401076369636,002838,道恩股份,bottom_area,2024-07-04,8.96,2024-07-04,8.9,0.674157303370792,3.370786516853921,29.25278219395866,False,-2.2901,0.5824,4,5,4,80.0,23.930588254740684,38.59649122807017,14.325842696629207,0.674157303370792,历史4/5次成功; 当前距低点0.67%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
24,81.25694173688883,73.50128853305603,688200,华峰测控,bottom_area,2024-07-04,87.0,2024-07-03,85.2,2.1126760563380245,5.845070422535216,27.674023769100163,False,-1.3605,0.5888,1,1,1,100.0,18.16231151347698,18.16231151347698,12.887323943661974,2.1126760563380245,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
25,81.00452015101833,73.96954433840803,000516,国际医学,bottom_area,2024-07-04,4.7,2024-06-25,4.58,2.6200873362445436,6.55021834061135,28.100470957613815,False,-2.6915,0.4758,1,1,1,100.0,26.89969604863221,26.89969604863221,12.379912663755457,2.6200873362445436,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
26,80.74615823064335,70.32288608385937,603215,比依股份,bottom_area,2024-07-04,12.08,2024-07-04,12.07,0.08285004142501894,5.633802816901405,29.373902867173783,False,-4.8069,2.1172,3,4,3,75.0,30.412818162948412,36.01562499999999,14.91714995857498,0.08285004142501894,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
27,80.33756943617782,73.9081319427518,603180,金牌家居,bottom_area,2024-07-04,19.45,2024-06-24,18.88,3.0190677966101713,7.521186440677975,28.403488813045136,True,-1.8173,0.5752,3,4,3,75.0,26.433368381844026,31.366822429906527,11.980932203389829,3.0190677966101713,历史3/4次成功; 当前距低点3.02%; 最新日涨幅-1.82%; 状态bottom_area; 底部已确认
28,80.10427835555939,70.68338868827352,600161,天坛生物,bottom_area,2024-07-04,23.15,2024-07-04,22.97,0.7836308228123627,4.484109708315199,29.23598274799754,False,-3.2191,0.9544,1,1,1,100.0,36.77455357142857,36.77455357142857,14.216369177187637,0.7836308228123627,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
29,79.98627906997723,70.25567959645723,300393,中来股份,bottom_area,2024-07-04,5.61,2024-07-04,5.58,0.5376344086021551,5.197132616487456,31.36531365313654,False,-3.7736,1.1376,4,5,4,80.0,24.792935742312604,36.516853932584276,14.462365591397845,0.5376344086021551,历史4/5次成功; 当前距低点0.54%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
30,79.69442560425894,69.65997385448135,688017,绿的谐波,bottom_area,2024-07-04,75.87,2024-07-04,75.66,0.27755749405235,4.229447528416604,32.94336612603031,False,-0.7846,1.6485,3,4,3,75.0,19.02045667161674,22.08643815201191,14.72244250594765,0.27755749405235,历史3/4次成功; 当前距低点0.28%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
31,78.98945311381244,69.25547444274585,603324,盛剑科技,bottom_area,2024-07-04,20.48,2024-07-04,20.39,0.44139283962726755,5.296714075527211,31.987991994663105,False,-5.6656,1.4915,1,1,1,100.0,24.90241998438719,24.90241998438719,14.558607160372732,0.44139283962726755,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-5.67%; 状态bottom_area; 底部未确认
32,78.585861689141,71.74569964656587,600984,建设机械,bottom_area,2024-07-04,2.36,2024-06-25,2.3,2.6086956521739157,11.304347826086968,28.57142857142858,True,-3.6735,0.7115,3,4,3,75.0,19.992073836141934,20.705882352941174,12.391304347826084,2.6086956521739157,历史3/4次成功; 当前距低点2.61%; 最新日涨幅-3.67%; 状态bottom_area; 底部已确认
33,78.52104893296224,68.52428258070671,300450,先导智能,bottom_area,2024-07-04,15.68,2024-07-04,15.65,0.1916932907348202,3.96166134185303,31.83797909407666,False,-3.1501,1.2415,1,1,1,100.0,17.91044776119403,17.91044776119403,14.808306709265178,0.1916932907348202,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
34,78.38413680943172,72.79641220246249,000722,湖南发展,bottom_area,2024-07-04,9.1,2024-06-26,8.79,3.526734926052338,9.101251422070543,29.454253611556997,True,-2.5696,1.3643,3,4,3,75.0,26.67939695624636,36.6412213740458,11.473265073947662,3.526734926052338,历史3/4次成功; 当前距低点3.53%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
35,78.32155191212688,69.91533153863215,600416,湘电股份,bottom_area,2024-07-04,9.39,2024-07-04,9.26,1.4038876889848897,4.319654427645792,30.998509687034275,False,-1.2618,1.527,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,13.59611231101511,1.4038876889848897,历史2/3次成功; 当前距低点1.40%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
36,78.3177232014018,69.12807792207794,002572,索菲亚,bottom_area,2024-07-04,15.12,2024-07-04,15.0,0.7999999999999948,2.7999999999999994,30.36211699164345,False,-1.3699,1.4863,1,1,1,100.0,18.398268398268392,18.398268398268392,14.200000000000005,0.7999999999999948,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
37,78.19246266711625,68.93068515293146,002557,洽洽食品,bottom_area,2024-07-04,27.5,2024-07-04,27.3,0.73260073260073,3.9926739926739923,28.998699609882966,False,-2.8612,1.0711,1,1,1,100.0,16.510832383124292,16.510832383124292,14.26739926739927,0.73260073260073,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
38,78.14633721598243,68.95095379426643,600976,健民集团,bottom_area,2024-07-04,47.81,2024-07-04,47.44,0.7799325463743773,3.9207419898819555,28.982035928143713,False,-2.149,1.0861,1,1,1,100.0,17.200000000000006,17.200000000000006,14.220067453625623,0.7799325463743773,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
39,78.01240562546526,68.76341637756408,603187,海容冷链,bottom_area,2024-07-04,11.1,2024-07-04,11.02,0.7259528130671513,3.1760435571687813,28.48799480856587,False,-1.7699,0.9699,1,1,1,100.0,15.530047265361235,15.530047265361235,14.274047186932847,0.7259528130671513,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
40,77.9977109810088,69.0132651697407,601388,怡球资源,bottom_area,2024-07-04,2.17,2024-06-26,2.15,0.9302325581395358,5.116279069767436,27.609427609427616,False,-2.6906,0.8868,3,4,3,75.0,23.544061302681985,35.632183908045974,14.069767441860465,0.9302325581395358,历史3/4次成功; 当前距低点0.93%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
41,76.82973053784079,72.04056749802828,000524,岭南控股,bottom_area,2024-07-04,7.98,2024-06-24,7.67,4.041720990873539,9.778357235984354,28.116213683223997,True,-4.5455,1.0251,2,2,2,100.0,18.31016858720398,21.550094517958406,10.958279009126459,4.041720990873539,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-4.55%; 状态bottom_area; 底部已确认
42,76.57401106995627,66.81829203736352,603185,弘元绿能,bottom_area,2024-07-04,16.14,2024-07-04,16.11,0.18621973929237207,4.034761018001254,29.68136185072021,False,-3.1794,0.9665,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,14.813780260707626,0.18621973929237207,历史4/6次成功; 当前距低点0.19%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
43,76.54326627955292,67.69360470252265,605089,味知香,bottom_area,2024-07-04,21.2,2024-07-01,21.01,0.9043312708234065,5.568776772965245,28.170940170940167,False,-3.1521,0.3109,1,1,1,100.0,22.180000000000007,22.180000000000007,14.095668729176595,0.9043312708234065,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
44,76.3353958028921,72.39394754752675,600162,香江控股,bottom_area,2024-07-04,1.35,2024-06-24,1.29,4.651162790697678,10.852713178294564,32.81249999999999,True,-4.2553,0.7166,2,2,2,100.0,27.68063822751323,28.90624999999999,10.34883720930232,4.651162790697678,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-4.26%; 状态bottom_area; 底部已确认
45,76.2702168695509,70.85874427587927,002208,合肥城建,bottom_area,2024-07-04,4.38,2024-06-25,4.23,3.5460992907801288,10.165484633569733,28.42639593908629,True,-4.7826,0.9359,1,1,1,100.0,22.54758418740848,22.54758418740848,11.453900709219871,3.5460992907801288,历史1/1次成功; 当前距低点3.55%; 最新日涨幅-4.78%; 状态bottom_area; 底部已确认
46,75.95631866417699,67.15705725830294,603057,紫燕食品,bottom_area,2024-07-04,14.73,2024-07-04,14.6,0.8904109589041149,5.273972602739723,28.431372549019606,False,-3.9765,2.1984,1,1,1,100.0,19.124700239808163,19.124700239808163,14.109589041095886,0.8904109589041149,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
47,75.56802606814755,66.82683710724457,002761,浙江建投,bottom_area,2024-07-04,7.84,2024-07-01,7.77,0.9009009009009046,8.622908622908621,32.434782608695656,False,-2.7295,1.4011,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,14.099099099099094,0.9009009009009046,历史4/6次成功; 当前距低点0.90%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
48,74.76563777887255,67.3356500435055,605169,洪通燃气,bottom_area,2024-07-04,7.59,2024-06-25,7.45,1.879194630872479,7.516778523489928,28.97998093422307,True,-3.6802,1.2716,2,3,2,66.66666666666666,22.06208137219406,26.09375,13.12080536912752,1.879194630872479,历史2/3次成功; 当前距低点1.88%; 最新日涨幅-3.68%; 状态bottom_area; 底部已确认
49,74.2339568648549,67.79060101735838,002392,北京利尔,bottom_area,2024-07-04,3.13,2024-06-24,3.05,2.6229508196721336,8.852459016393443,27.55344418052257,True,-2.4922,0.9814,2,3,2,66.66666666666666,23.410011933033243,28.838951310861425,12.377049180327866,2.6229508196721336,历史2/3次成功; 当前距低点2.62%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
50,73.74679795604474,66.38986514747849,001201,东瑞股份,bottom_area,2024-07-04,16.46,2024-07-03,16.16,1.8564356435643607,6.311881188118809,31.380042462845015,False,-3.1195,2.6898,2,3,2,66.66666666666666,25.891783592142804,33.37921541637991,13.143564356435638,1.8564356435643607,历史2/3次成功; 当前距低点1.86%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
51,72.77575514045915,68.19863856832124,300409,道氏技术,bottom_area,2024-07-04,8.56,2024-06-25,8.23,4.009720534629405,8.74848116646414,30.60708263069139,True,-2.8377,1.2554,3,5,3,60.0,40.380652619765016,50.03460207612457,10.990279465370595,4.009720534629405,历史3/5次成功; 当前距低点4.01%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
52,71.65257648048608,63.31398936985985,000723,美锦能源,bottom_area,2024-07-04,4.7,2024-06-24,4.66,0.858369098712447,6.223175965665237,27.187500000000004,False,-2.4896,0.4747,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,14.141630901287552,0.858369098712447,历史2/3次成功; 当前距低点0.86%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
53,71.5210371847368,62.61176458908555,002218,拓日新能,bottom_area,2024-07-04,2.79,2024-06-25,2.78,0.3597122302158357,6.474820143884898,32.850241545893724,False,-3.4602,1.1757,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,14.640287769784162,0.3597122302158357,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
54,71.443587079215,62.124858329752186,605337,李子园,bottom_area,2024-07-04,9.62,2024-07-04,9.62,0.0,4.469854469854486,27.065959059893864,False,-4.2786,0.5574,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
55,71.40846554172225,62.55052967488827,002326,永太科技,bottom_area,2024-07-04,7.69,2024-06-26,7.66,0.3916449086161912,6.2663185378590125,27.393364928909957,False,-3.2704,0.827,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,14.60835509138381,0.3916449086161912,历史2/3次成功; 当前距低点0.39%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
56,70.96529970264551,62.18939897896148,002172,澳洋健康,bottom_area,2024-07-04,2.42,2024-06-24,2.41,0.41493775933609073,6.224066390041489,27.627627627627625,False,-4.3478,1.0645,3,5,3,60.0,23.255145538966428,29.824561403508774,14.585062240663909,0.41493775933609073,历史3/5次成功; 当前距低点0.41%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
57,70.68560042482382,62.01786542391062,002129,TCL中环,bottom_area,2024-07-04,8.4,2024-07-04,8.36,0.4784688995215422,4.545454545454556,29.865771812080546,False,-3.7801,1.4317,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,14.521531100478457,0.4784688995215422,历史2/3次成功; 当前距低点0.48%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
58,70.62075846714659,65.80303617571062,002602,世纪华通,bottom_area,2024-07-04,3.36,2024-06-25,3.24,3.703703703703693,8.64197530864197,32.35908141962421,True,-2.0408,0.701,2,3,2,66.66666666666666,25.972118029507374,36.8279569892473,11.296296296296306,3.703703703703693,历史2/3次成功; 当前距低点3.70%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
59,70.46282262928662,61.90678441731412,002317,众生药业,bottom_area,2024-07-04,10.94,2024-07-04,10.88,0.5514705882352824,4.1360294117646985,30.12202954399486,False,-3.0142,1.3804,2,4,2,50.0,45.076007303712714,58.31999999999999,14.448529411764719,0.5514705882352824,历史2/4次成功; 当前距低点0.55%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
60,70.23321122530744,62.1680456253283,600933,爱柯迪,bottom_area,2024-07-04,13.79,2024-07-04,13.66,0.9516837481698317,4.245973645680821,31.90428713858424,False,-1.4296,1.0356,2,3,2,66.66666666666666,21.726977981122847,24.722838137472287,14.048316251830167,0.9516837481698317,历史2/3次成功; 当前距低点0.95%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
61,69.71911275240646,61.28570519337566,000002,万科A,bottom_area,2024-07-04,6.94,2024-07-01,6.9,0.5797101449275368,6.521739130434772,30.44354838709677,False,-3.0726,1.5122,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,14.420289855072463,0.5797101449275368,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
62,69.26182985175646,61.026885506745934,688286,敏芯股份,bottom_area,2024-07-04,41.4,2024-07-04,41.11,0.7054244709316447,5.813670639747022,29.84641638225256,False,-4.3659,2.1703,3,5,3,60.0,20.56587795951654,25.016501650165008,14.294575529068354,0.7054244709316447,历史3/5次成功; 当前距低点0.71%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
63,69.14721572358262,60.462945285858225,002068,黑猫股份,bottom_area,2024-07-04,6.75,2024-07-04,6.73,0.29717682020801744,3.566121842496275,31.326530612244895,False,-2.3155,1.0698,2,4,2,50.0,23.9812281501748,32.77777777777777,14.702823179791983,0.29717682020801744,历史2/4次成功; 当前距低点0.30%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
64,68.59623916202317,61.36375476284481,600223,福瑞达,bottom_area,2024-07-04,6.69,2024-07-04,6.59,1.5174506828528156,6.221547799696512,29.81895633652823,False,-4.4286,1.2523,1,2,1,50.0,47.49216300940439,47.49216300940439,13.482549317147182,1.5174506828528156,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
65,67.50352651693011,60.906372035714696,600367,红星发展,bottom_area,2024-07-04,9.8,2024-06-24,9.61,1.977107180020825,8.22060353798128,27.471698113207548,True,-2.9703,1.3501,2,5,2,40.0,19.59234626968914,24.161490683229793,13.022892819979173,1.977107180020825,历史2/5次成功; 当前距低点1.98%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
66,66.55158429496689,60.85628742514968,600186,莲花控股,bottom_area,2024-07-04,3.43,2024-06-24,3.34,2.694610778443123,7.4850299401197615,27.074235807860266,True,-3.1073,1.4012,1,2,1,50.0,53.49544072948328,53.49544072948328,12.305389221556878,2.694610778443123,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
67,65.08756291720498,57.09203488372092,002803,吉宏股份,bottom_area,2024-07-04,10.8,2024-07-04,10.75,0.46511627906977404,3.8139534883720945,27.11864406779661,False,-2.965,1.7282,1,2,1,50.0,41.25000000000001,41.25000000000001,14.534883720930225,0.46511627906977404,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
68,64.45287213465357,56.2179941103117,688156,路德科技,bottom_area,2024-07-04,12.22,2024-07-04,12.2,0.1639344262295193,5.245901639344267,31.65266106442578,False,-4.3818,1.2699,2,5,2,40.0,31.407336570510736,44.22535211267606,14.83606557377048,0.1639344262295193,历史2/5次成功; 当前距低点0.16%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
69,64.07296557068491,58.79159384727745,000404,长虹华意,bottom_area,2024-07-04,5.36,2024-06-28,5.21,2.879078694817665,6.525911708253357,30.067114093959734,False,-2.011,1.5569,1,2,1,50.0,40.139211136890964,40.139211136890964,12.120921305182335,2.879078694817665,历史1/2次成功; 当前距低点2.88%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
70,63.24225054123329,55.357679623086,300446,航天智造,bottom_area,2024-07-04,11.36,2024-07-04,11.32,0.3533568904593564,4.240282685512371,27.38935214881334,False,-2.7397,2.815,1,3,1,33.33333333333333,51.92697768762679,51.92697768762679,14.646643109540644,0.3533568904593564,历史1/3次成功; 当前距低点0.35%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
71,63.10364799428506,56.788160551507836,000597,东北制药,bottom_area,2024-07-04,3.88,2024-06-24,3.81,1.8372703412073448,5.511811023622035,27.290076335877867,False,-1.7722,0.5363,1,2,1,50.0,16.59751037344398,16.59751037344398,13.162729658792655,1.8372703412073448,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
72,63.09030313331213,56.062420861937454,000705,浙江震元,bottom_area,2024-07-04,6.98,2024-06-24,6.9,1.1594202898550736,6.666666666666665,29.01234567901235,False,-3.0556,2.127,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,13.840579710144926,1.1594202898550736,历史1/3次成功; 当前距低点1.16%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
