rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.07022954645514,77.37017234775946,000767,晋控电力,bottom_area,2021-04-28,3.21,2021-04-27,3.15,1.9047619047619067,5.396825396825395,27.419354838709676,False,0.627,1.2723,1,1,1,100.0,13.941018766756033,13.941018766756033,8.095238095238095,1.9047619047619067,历史1/1次成功; 当前距低点1.90%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
2,81.3916754767239,75.79901413423538,300437,清水源,bottom_area,2021-04-28,8.01,2021-04-27,7.91,1.2642225031605516,5.689001264222495,30.369718309859152,False,-3.0266,5.2259,1,1,1,100.0,30.330330330330323,30.330330330330323,8.735777496839448,1.2642225031605516,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
3,77.83557215102857,75.75646702599948,002222,福晶科技,bottom_area,2021-04-28,15.34,2021-04-28,14.81,3.578663065496282,4.321404456448338,30.273069679849336,False,1.6567,4.5208,1,1,1,100.0,25.783972125435533,25.783972125435533,6.421336934503719,3.578663065496282,历史1/1次成功; 当前距低点3.58%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
4,72.68684481191929,70.39559628197078,600333,长春燃气,bottom_area,2021-04-28,4.67,2021-04-27,4.52,3.318584070796468,5.530973451327434,32.030075187969935,False,-1.4768,1.6883,1,1,1,100.0,16.247139588100683,16.247139588100683,6.681415929203532,3.318584070796468,历史1/1次成功; 当前距低点3.32%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
