rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.41266944811251,85.67640998332362,000065,北方国际,bottom_area,2024-07-26,9.4,2024-07-25,9.19,2.285092491838965,3.69967355821545,30.641509433962266,False,1.2931,0.7224,3,3,3,100.0,29.926993896325044,41.48061104582843,12.714907508161035,2.285092491838965,历史3/3次成功; 当前距低点2.29%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
2,93.40933575555891,85.2672210992911,603368,柳药集团,bottom_area,2024-07-26,16.96,2024-07-25,16.53,2.6013309134906213,2.7223230490018104,31.410788381742737,False,1.3142,0.862,3,3,3,100.0,31.603524634675978,42.85714285714285,12.39866908650938,2.6013309134906213,历史3/3次成功; 当前距低点2.60%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
3,92.75209169823536,83.77877862595422,002687,乔治白,bottom_area,2024-07-26,4.01,2024-07-25,3.93,2.035623409669202,2.5445292620865163,32.82051282051282,False,0.5013,0.5281,1,1,1,100.0,64.00000000000001,64.00000000000001,12.964376590330797,2.035623409669202,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
4,91.14205514686607,80.836464049461,600970,中材国际,bottom_area,2024-07-26,9.55,2024-07-25,9.45,1.0582010582010732,2.222222222222231,30.206794682422455,False,0.4206,0.5342,1,1,1,100.0,22.19979818365287,22.19979818365287,13.941798941798927,1.0582010582010732,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,90.65325620228938,83.2392352489423,002246,北化股份,bottom_area,2024-07-26,7.41,2024-07-25,7.2,2.916666666666666,4.027777777777778,31.882686849574267,False,2.0661,1.5735,3,3,3,100.0,24.565780908291877,31.992687385740403,12.083333333333334,2.916666666666666,历史3/3次成功; 当前距低点2.92%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
6,90.3007517022137,83.25986326522008,601886,江河集团,bottom_area,2024-07-26,4.6,2024-07-25,4.46,3.1390134529147913,3.8116591928251107,29.54186413902054,False,0.6565,0.5698,3,3,3,100.0,27.40222547239673,33.5540838852097,11.86098654708521,3.1390134529147913,历史3/3次成功; 当前距低点3.14%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
7,89.48271258781665,82.7444145888394,000789,万年青,bottom_area,2024-07-26,4.39,2024-07-09,4.25,3.2941176470588163,7.2941176470588145,29.752066115702476,True,1.1521,0.3801,2,2,2,100.0,34.00539152759949,47.599999999999994,11.705882352941183,3.2941176470588163,历史2/2次成功; 当前距低点3.29%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
8,89.47025682182984,80.33142857142856,300469,信息发展,bottom_area,2024-07-26,12.46,2024-07-26,12.25,1.7142857142857213,3.5918367346938735,28.944315545243615,False,-0.7962,9.5292,1,1,1,100.0,52.431476569407586,52.431476569407586,13.285714285714278,1.7142857142857213,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
9,88.9651708609139,80.9294838983641,001203,大中矿业,bottom_area,2024-07-26,8.48,2024-07-25,8.28,2.4154589371980806,3.260869565217408,28.80481513327602,False,1.5569,0.2991,2,2,2,100.0,22.670592877288865,29.46341463414634,12.584541062801918,2.4154589371980806,历史2/2次成功; 当前距低点2.42%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
10,88.35693551120434,81.87718557558061,603209,兴通股份,bottom_area,2024-07-26,12.44,2024-07-25,12.03,3.408146300914382,4.571903574397346,28.093245666467432,False,0.0805,0.6395,3,3,3,100.0,23.267522267018258,26.115859449192786,11.591853699085616,3.408146300914382,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
11,85.42090417650331,79.41340589215446,300349,金卡智能,bottom_area,2024-07-26,10.41,2024-07-25,10.05,3.5820895522388,4.378109452736314,32.59557344064386,False,2.3599,0.9686,1,1,1,100.0,45.48693586698337,45.48693586698337,11.4179104477612,3.5820895522388,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
12,84.50731327001833,78.63194327854706,001218,丽臣实业,bottom_area,2024-07-26,14.28,2024-07-25,13.78,3.6284470246734397,3.6284470246734397,30.404040404040412,False,1.9272,0.6158,2,2,2,100.0,25.18711018711019,29.999999999999993,11.37155297532656,3.6284470246734397,历史2/2次成功; 当前距低点3.63%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
13,83.43946798782753,73.95710681865178,688169,石头科技,bottom_area,2024-07-26,298.04,2024-07-25,295.02,1.0236594129211711,4.186156870720637,30.245424882962123,False,0.6212,1.0305,2,3,2,66.66666666666666,23.679481792717084,29.71190476190475,13.976340587078829,1.0236594129211711,历史2/3次成功; 当前距低点1.02%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
14,81.5348103651452,76.47814454511888,600210,紫江企业,bottom_area,2024-07-26,4.87,2024-07-25,4.68,4.0598290598290685,4.273504273504278,27.329192546583858,False,2.9598,0.8602,2,2,2,100.0,18.895455922199744,19.867549668874158,10.940170940170932,4.0598290598290685,历史2/2次成功; 当前距低点4.06%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
15,81.37768895358417,77.31273054300286,300686,智动力,bottom_area,2024-07-26,6.4,2024-07-25,6.11,4.746317512274959,5.073649754500812,28.117647058823525,False,1.2658,2.4153,1,1,1,100.0,48.46416382252562,48.46416382252562,10.25368248772504,4.746317512274959,历史1/1次成功; 当前距低点4.75%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
16,80.23545415103357,70.8155217207554,001308,康冠科技,bottom_area,2024-07-26,20.26,2024-07-25,20.1,0.796019900497513,2.9353233830845764,32.84330103575008,False,-0.3933,2.5538,1,1,1,100.0,27.421758569299566,27.421758569299566,14.203980099502486,0.796019900497513,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
17,79.93570284718618,75.07937800033886,002563,森马服饰,bottom_area,2024-07-26,5.04,2024-07-25,4.84,4.132231404958682,5.7851239669421535,28.18991097922849,False,1.002,0.5385,1,1,1,100.0,28.929384965831446,28.929384965831446,10.867768595041317,4.132231404958682,历史1/1次成功; 当前距低点4.13%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
18,79.8940738474217,74.93110458284373,000629,钒钛股份,bottom_area,2024-07-26,2.31,2024-07-25,2.22,4.054054054054047,4.954954954954949,32.72727272727272,False,0.8734,0.4338,1,1,1,100.0,27.173913043478265,27.173913043478265,10.945945945945953,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
19,77.85784404517918,73.75969996754323,300435,中泰股份,bottom_area,2024-07-26,10.7,2024-07-25,10.23,4.5943304007820025,4.887585532746823,27.549575070821525,False,2.0019,0.4615,1,1,1,100.0,27.498781082398814,27.498781082398814,10.405669599217998,4.5943304007820025,历史1/1次成功; 当前距低点4.59%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
20,77.29406129856976,73.6229968005688,002191,劲嘉股份,bottom_area,2024-07-26,3.65,2024-07-09,3.48,4.885057471264366,8.62068965517241,27.348643006263053,True,1.6713,0.5181,1,1,1,100.0,21.134020618556693,21.134020618556693,10.114942528735634,4.885057471264366,历史1/1次成功; 当前距低点4.89%; 最新日涨幅1.67%; 状态bottom_area; 底部已确认
