rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.69403152560409,79.36299465240644,002663,普邦股份,bottom_area,2022-05-27,1.91,2022-05-25,1.87,2.13903743315507,4.812834224598923,28.897338403041818,False,-0.5208,3.2423,1,1,1,100.0,66.45569620253163,66.45569620253163,12.86096256684493,2.13903743315507,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
2,84.41770198448903,76.77062773722626,002811,郑中设计,bottom_area,2022-05-27,8.96,2022-05-25,8.75,2.4000000000000097,4.571428571428576,31.80046765393609,False,0.2237,3.3359,1,1,1,100.0,16.78832116788322,16.78832116788322,12.599999999999989,2.4000000000000097,历史1/1次成功; 当前距低点2.40%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
3,84.02327801483837,76.17893263426352,688188,柏楚电子,bottom_area,2022-05-27,207.56,2022-05-26,203.02,2.2362328834597536,4.871441237316514,30.629399302945398,False,-0.9166,0.5585,1,1,1,100.0,34.07281509974057,34.07281509974057,12.763767116540246,2.2362328834597536,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
4,69.60362734070837,64.88656061908857,605117,德业股份,bottom_area,2022-05-27,193.02,2022-05-26,186.08,3.729578675838348,7.480653482373166,30.567164179104473,False,-0.2171,2.5442,2,4,2,50.0,51.93428382351709,59.18895599654874,11.270421324161651,3.729578675838348,历史2/4次成功; 当前距低点3.73%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
5,64.98310390644471,58.33277673713816,002690,美亚光电,bottom_area,2022-05-27,17.92,2022-05-25,17.62,1.702610669693534,5.732122587968206,29.57633892885691,False,-2.2368,0.7119,1,2,1,50.0,23.25123152709359,23.25123152709359,13.297389330306467,1.702610669693534,历史1/2次成功; 当前距低点1.70%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
6,64.3519095422714,56.774674180490535,000753,漳州发展,bottom_area,2022-05-27,3.9,2022-05-27,3.87,0.7751937984496073,4.134366925064603,28.33333333333334,False,-2.5,9.3713,1,2,1,50.0,43.344709897610926,43.344709897610926,14.224806201550392,0.7751937984496073,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
