rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.93678247336963,82.7371304260019,300387,富邦科技,bottom_area,2022-04-18,8.31,2022-04-18,8.16,1.8382352941176512,5.147058823529411,29.043478260869566,False,-1.0714,6.8434,2,2,2,100.0,47.78659621822667,50.883392226148395,13.161764705882348,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
2,87.48197955115864,76.07128656622491,000620,盈新发展,bottom_area,2022-04-18,3.19,2022-04-18,3.19,0.0,3.448275862068962,28.31460674157304,False,-9.887,4.7904,3,3,3,100.0,35.0606804635748,58.4192439862543,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
3,84.84001301952728,76.9717860056195,000863,三湘印象,bottom_area,2022-04-18,3.6,2022-04-18,3.52,2.2727272727272747,6.818181818181812,32.95238095238095,False,-1.9074,3.8614,2,2,2,100.0,22.116151545363905,25.588235294117638,12.727272727272727,2.2727272727272747,历史2/2次成功; 当前距低点2.27%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
4,84.24020782085667,74.3129106029106,002482,广田集团,bottom_area,2022-04-18,2.62,2022-04-15,2.6,0.7692307692307698,3.8461538461538494,29.347826086956523,False,0.0,1.9124,1,1,1,100.0,23.423423423423422,23.423423423423422,14.23076923076923,0.7692307692307698,历史1/1次成功; 当前距低点0.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,82.26599813432837,75.21462686567165,000889,中嘉博创,bottom_area,2022-04-18,3.44,2022-04-18,3.35,2.6865671641791002,2.9850746268656745,32.86573146292585,False,-0.2899,2.7973,1,1,1,100.0,34.408602150537625,34.408602150537625,12.3134328358209,2.6865671641791002,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
6,80.59759131467106,74.48220987250733,300386,飞天诚信,bottom_area,2022-04-18,11.4,2022-04-18,11.04,3.2608695652174022,4.166666666666675,27.368421052631582,False,0.2639,1.6178,1,1,1,100.0,15.037593984962406,15.037593984962406,11.739130434782597,3.2608695652174022,历史1/1次成功; 当前距低点3.26%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
7,80.57111175949505,73.04225258887583,600982,宁波能源,bottom_area,2022-04-18,5.04,2022-04-18,4.93,2.2312373225152196,4.462474645030439,28.757225433526013,False,-1.1765,3.8854,1,1,1,100.0,17.147707979626496,17.147707979626496,12.76876267748478,2.2312373225152196,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
8,80.21568850860719,76.4547572409347,300490,华自科技,bottom_area,2022-04-18,12.37,2022-04-18,11.79,4.919423240033928,5.004240882103492,31.572838073128274,False,2.147,1.8963,2,2,2,100.0,29.306678646301293,32.06349206349206,10.080576759966071,4.919423240033928,历史2/2次成功; 当前距低点4.92%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
9,79.89455090335655,74.64564316894217,002825,纳尔股份,bottom_area,2022-04-18,15.11,2022-04-18,14.55,3.8487972508590977,4.948453608247415,31.14055844770468,False,0.5323,2.6684,1,1,1,100.0,23.123123123123136,23.123123123123136,11.151202749140902,3.8487972508590977,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
10,79.37484852893787,73.92384724186705,002530,金财互联,bottom_area,2022-04-18,7.33,2022-04-18,7.07,3.677510608203674,3.9603960396039515,27.78345250255362,False,0.411,3.376,1,1,1,100.0,17.142857142857135,17.142857142857135,11.322489391796326,3.677510608203674,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
11,77.39473388290284,72.63760083405953,000856,冀东装备,bottom_area,2022-04-18,8.65,2022-04-18,8.31,4.091456077015642,5.415162454873637,27.29658792650918,False,0.1157,3.7047,1,1,1,100.0,15.301724137931036,15.301724137931036,10.908543922984357,4.091456077015642,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
12,77.24515407479153,70.91969074844073,002235,安妮股份,bottom_area,2022-04-18,4.95,2022-04-18,4.81,2.9106029106029228,6.6528066528066585,28.101644245142015,False,-6.0721,9.4112,1,1,1,100.0,24.27884615384615,24.27884615384615,12.089397089397076,2.9106029106029228,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
13,76.77808645523432,70.99330251919243,000788,北大医药,bottom_area,2022-04-18,9.1,2022-04-18,8.81,3.2917139614074817,4.426787741203164,31.65244375484872,False,-2.1505,4.5639,1,1,1,100.0,19.13123844731978,19.13123844731978,11.708286038592517,3.2917139614074817,历史1/1次成功; 当前距低点3.29%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
14,76.75279401987991,71.07070042685564,300663,科蓝软件,bottom_area,2022-04-18,15.96,2022-04-18,15.44,3.367875647668403,4.663212435233165,27.341176470588234,False,-1.2987,2.6587,1,1,1,100.0,20.480951094298856,20.480951094298856,11.632124352331596,3.367875647668403,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
