rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.65488715488729,74.75802564895666,000703,恒逸石化,bottom_area,2022-10-24,6.96,2022-10-24,6.89,1.0159651669085672,4.354136429608138,28.895768833849328,False,-2.1097,0.9332,1,1,1,100.0,11.475409836065575,11.475409836065575,8.984034833091433,1.0159651669085672,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
2,77.83880486992376,75.03884786021429,300433,蓝思科技,bottom_area,2022-10-24,9.38,2022-10-10,9.1,3.0769230769230895,8.901098901098907,29.94611239414935,True,-2.4948,0.3789,2,2,2,100.0,12.388346643005029,14.217687074829932,6.923076923076911,3.0769230769230895,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
3,75.77571354353879,69.6261559341551,002677,浙江美大,bottom_area,2022-10-24,10.79,2022-10-24,10.73,0.5591798695246851,4.566635601118361,28.418945963975982,False,-2.7051,0.7157,1,1,1,100.0,18.124118476727787,18.124118476727787,9.440820130475315,0.5591798695246851,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
4,75.08582627851015,74.38049400774702,601778,晶科科技,bottom_area,2022-10-24,4.64,2022-09-29,4.44,4.504504504504489,8.108108108108095,28.271405492730207,True,-1.0661,1.0468,2,2,2,100.0,26.348195043103452,42.344827586206904,5.495495495495511,4.504504504504489,历史2/2次成功; 当前距低点4.50%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
5,74.06433821800981,72.1011870845204,600126,杭钢股份,bottom_area,2022-10-24,4.04,2022-10-11,3.9,3.589743589743593,7.179487179487174,31.698774080560423,True,-1.2225,0.2869,1,1,1,100.0,19.54732510288064,19.54732510288064,6.410256410256407,3.589743589743593,历史1/1次成功; 当前距低点3.59%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
6,73.7888538806731,72.46231268731269,002375,亚厦股份,confirmed_rebound,2022-10-24,4.37,2022-10-11,4.2,4.047619047619046,10.476190476190464,29.648241206030146,True,-3.3186,0.715,2,2,2,100.0,30.864968364968366,36.9047619047619,5.952380952380955,4.047619047619046,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-3.32%; 状态confirmed_rebound; 底部已确认
7,72.97996907539248,71.23843897138717,603165,荣晟环保,bottom_area,2022-10-24,10.84,2022-10-11,10.45,3.7320574162679483,8.038277511961722,28.668941979522188,True,-1.7226,0.7131,1,1,1,100.0,16.653386454183263,16.653386454183263,6.267942583732053,3.7320574162679483,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
8,72.33774731176003,69.40912983361895,002271,东方雨虹,bottom_area,2022-10-24,23.25,2022-10-24,22.61,2.8306059265811614,5.395842547545329,28.38137472283814,False,-3.125,3.4543,1,1,1,100.0,15.17694272163444,15.17694272163444,7.169394073418839,2.8306059265811614,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
9,69.3299730469945,68.65813922640204,002225,濮耐股份,bottom_area,2022-10-24,4.19,2022-10-12,4.01,4.488778054862858,7.980049875311729,29.52548330404219,True,-1.6432,1.3737,1,1,1,100.0,12.056737588652476,12.056737588652476,5.511221945137143,4.488778054862858,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
10,67.67168263065355,67.01847113152051,001209,洪兴股份,confirmed_rebound,2022-10-24,13.03,2022-10-11,12.47,4.490777866880503,10.585404971932626,27.542126670540384,True,-2.4701,3.4317,1,1,1,100.0,13.480885311871237,13.480885311871237,5.509222133119498,4.490777866880503,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.47%; 状态confirmed_rebound; 底部已确认
11,66.54581726263314,66.53410351201481,603333,尚纬股份,confirmed_rebound,2022-10-24,5.68,2022-10-10,5.41,4.990757855822543,10.905730129390015,28.62796833773087,True,-2.7397,1.636,1,1,1,100.0,17.005545286506468,17.005545286506468,5.009242144177457,4.990757855822543,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-2.74%; 状态confirmed_rebound; 底部已确认
12,64.82155165403906,61.67680948291725,601919,中远海控,bottom_area,2022-10-24,11.14,2022-10-10,10.88,2.389705882352939,8.915441176470578,28.13738441215323,True,-2.1949,0.7103,1,2,1,50.0,40.45881126173098,40.45881126173098,7.610294117647062,2.389705882352939,历史1/2次成功; 当前距低点2.39%; 最新日涨幅-2.19%; 状态bottom_area; 底部已确认
13,60.362130781039184,60.14865954673968,002108,沧州明珠,confirmed_rebound,2022-10-24,4.79,2022-10-10,4.57,4.814004376367609,10.940919037199125,28.03149606299212,True,-1.6427,0.7431,2,3,2,66.66666666666666,19.397434721457845,24.3961352657005,5.185995623632392,4.814004376367609,历史2/3次成功; 当前距低点4.81%; 最新日涨幅-1.64%; 状态confirmed_rebound; 底部已确认
14,57.53722833456048,53.08212169251048,600346,恒力石化,bottom_area,2022-10-24,15.68,2022-10-24,15.56,0.7712082262210747,5.591259640102822,27.929597035664656,False,-2.6087,0.4526,1,2,1,50.0,23.443421765024375,23.443421765024375,9.228791773778926,0.7712082262210747,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
