rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.60479637708993,77.21053823658137,301687,新广益,bottom_area,2026-01-27,62.42,88.3,2026-01-14,61.3,1.827079934747153,5.660685154975528,30.577576443941112,29.309173272933176,False,-2.3772,12.5575,1,1,1,100.0,34.60365853658537,34.60365853658537,18.17292006525285,1.827079934747153,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
2,89.4104742966318,77.81022309970389,600271,航天信息,bottom_area,2026-01-27,10.37,13.99,2026-01-27,10.13,2.369200394866717,3.553800592300093,27.59113652609006,25.875625446747684,False,0.7775,2.9557,1,1,1,100.0,21.999999999999996,21.999999999999996,17.630799605133284,2.369200394866717,历史1/1次成功; 当前距低点2.37%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
3,88.84955370617821,76.0510522932278,300155,安居宝,bottom_area,2026-01-27,5.55,8.08,2026-01-27,5.47,1.4625228519195625,3.4734917733089654,32.301980198019805,31.31188118811881,False,-2.2887,7.2479,1,1,1,100.0,23.90109890109889,23.90109890109889,18.537477148080438,1.4625228519195625,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
4,87.67922870905522,75.92498795504004,000735,罗牛山,bottom_area,2026-01-27,7.79,11.38,2026-01-27,7.63,2.096985583224117,3.407601572739185,32.95254833040423,31.546572934973643,False,-1.5171,2.9183,3,4,3,75.0,35.16728540210225,44.303797468354425,17.903014416775882,2.096985583224117,历史3/4次成功; 当前距低点2.10%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
5,77.76728065511928,69.62131978375585,300624,万兴科技,bottom_area,2026-01-27,91.45,122.8,2026-01-27,88.0,3.9204545454545485,5.4545454545454515,28.33876221498371,25.529315960912047,False,0.3732,7.1296,2,3,2,66.66666666666666,35.87790043400834,51.195680123425035,16.079545454545453,3.9204545454545485,历史2/3次成功; 当前距低点3.92%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
6,76.3568134208399,66.73214682930862,301489,思泉新材,bottom_area,2026-01-27,166.07,231.5,2026-01-27,161.86,2.601013221302347,5.0228592610898275,30.082073434125263,28.263498920086395,False,-2.0236,6.1753,2,4,2,50.0,46.08847835418263,71.56118143459918,17.398986778697655,2.601013221302347,历史2/4次成功; 当前距低点2.60%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
7,72.42040411129457,60.91007850001377,600325,华发股份,bottom_area,2026-01-27,3.99,5.74,2026-01-27,3.97,0.5037783375314866,3.022670025188908,30.836236933797906,30.48780487804878,False,-2.445,1.8877,2,4,2,50.0,28.917704890244938,32.553606237816766,19.496221662468514,0.5037783375314866,历史2/4次成功; 当前距低点0.50%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
8,67.96598394901453,60.00081081081081,300652,雷迪克,bottom_area,2026-01-27,54.96,74.21,2026-01-27,53.28,3.153153153153153,4.072822822822826,28.20374612585904,25.939900282980723,False,-0.3987,3.3584,1,2,1,50.0,54.41115272575945,54.41115272575945,16.846846846846848,3.153153153153153,历史1/2次成功; 当前距低点3.15%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
9,66.78326335287872,58.432143464581074,603069,海汽集团,bottom_area,2026-01-27,22.74,31.58,2026-01-27,22.15,2.663656884875846,3.837471783295718,29.860671310956306,27.992400253324888,False,-0.8718,1.936,2,7,2,28.57142857142857,48.661265848453205,76.0375880971026,17.336343115124155,2.663656884875846,历史2/7次成功; 当前距低点2.66%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
10,63.88193579625262,55.860885561745576,000797,中国武夷,bottom_area,2026-01-27,3.12,4.27,2026-01-27,3.04,2.6315789473684235,3.947368421052635,28.80562060889929,26.93208430913348,False,-1.2658,2.866,2,6,2,33.33333333333333,24.126624883936852,27.083333333333325,17.36842105263158,2.6315789473684235,历史2/6次成功; 当前距低点2.63%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
11,56.041694858999186,49.12124173011012,300612,宣亚国际,bottom_area,2026-01-27,18.98,25.36,2026-01-27,18.47,2.761234434217659,6.118029236599906,27.16876971608833,25.157728706624603,False,-0.3151,11.676,1,6,1,16.666666666666664,25.592417061611382,25.592417061611382,17.238765565782344,2.761234434217659,历史1/6次成功; 当前距低点2.76%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
