rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.398183847557,86.8994696419463,300641,正丹股份,bottom_area,2024-08-09,22.1,2024-08-09,21.8,1.376146788990829,4.908256880733946,30.815614090764836,False,0.7293,7.0752,2,2,2,100.0,42.02733505830851,50.22522522522521,13.623853211009171,1.376146788990829,历史2/2次成功; 当前距低点1.38%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
2,89.81816575527726,81.39496123340669,001203,大中矿业,bottom_area,2024-08-09,8.32,2024-08-05,8.14,2.2113022113022076,3.4398034398034314,30.00859845227859,False,0.1203,0.3603,2,2,2,100.0,22.670592877288865,29.46341463414634,12.788697788697792,2.2113022113022076,历史2/2次成功; 当前距低点2.21%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,88.51123725403252,81.469739689526,000065,北方国际,bottom_area,2024-08-09,9.47,2024-07-25,9.19,3.04678998911862,8.7051142546246,30.641509433962266,True,-0.6296,0.5538,3,3,3,100.0,29.926993896325044,41.48061104582843,11.95321001088138,3.04678998911862,历史3/3次成功; 当前距低点3.05%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
4,83.9469876166243,77.27816793893132,002687,乔治白,bottom_area,2024-08-09,4.05,2024-07-25,3.93,3.053435114503808,5.852417302798981,32.82051282051282,False,-0.2463,0.7417,1,1,1,100.0,64.00000000000001,64.00000000000001,11.94656488549619,3.053435114503808,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
5,83.3364257965509,73.71299108149006,301606,绿联科技,bottom_area,2024-08-09,29.85,2024-08-08,29.58,0.912778904665325,4.462474645030428,28.705712219812014,False,0.7765,13.2324,1,1,1,100.0,21.957671957671955,21.957671957671955,14.087221095334673,0.912778904665325,历史1/1次成功; 当前距低点0.91%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
6,82.88793573958692,75.83002878356098,002563,森马服饰,bottom_area,2024-08-09,4.91,2024-07-30,4.78,2.719665271966525,7.531380753138063,29.080118694362017,True,-1.6032,0.497,1,1,1,100.0,28.929384965831446,28.929384965831446,12.280334728033475,2.719665271966525,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-1.60%; 状态bottom_area; 底部已确认
7,82.69548018764917,78.30778026212286,603368,柳药集团,bottom_area,2024-08-09,17.16,2024-07-31,16.41,4.570383912248629,8.470444850700796,31.908713692946062,True,-1.4925,1.3297,3,3,3,100.0,31.603524634675978,42.85714285714285,10.42961608775137,4.570383912248629,历史3/3次成功; 当前距低点4.57%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
8,81.87417002577578,77.86647149299867,000811,冰轮环境,bottom_area,2024-08-09,8.51,2024-07-24,8.12,4.802955665024638,11.083743842364537,31.64983164983166,True,-1.3905,0.7213,3,3,3,100.0,32.0817763938432,47.451868629671566,10.197044334975361,4.802955665024638,历史3/3次成功; 当前距低点4.80%; 最新日涨幅-1.39%; 状态bottom_area; 底部已确认
9,80.30129074340068,74.61740046287215,001218,丽臣实业,bottom_area,2024-08-09,14.27,2024-07-25,13.78,3.5558780841799726,6.603773584905662,30.404040404040412,False,-0.6959,0.8028,2,2,2,100.0,25.18711018711019,29.999999999999993,11.444121915820027,3.5558780841799726,历史2/2次成功; 当前距低点3.56%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
10,79.5752227564511,75.42031102733272,002552,宝鼎科技,bottom_area,2024-08-09,11.1,2024-07-25,10.61,4.6182846371347805,10.084825636192276,30.197368421052634,True,-0.4484,0.5189,1,1,1,100.0,52.23596574690771,52.23596574690771,10.381715362865219,4.6182846371347805,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
11,77.24554989201846,73.03378557075992,600210,紫江企业,bottom_area,2024-08-09,4.89,2024-07-25,4.68,4.487179487179486,9.61538461538462,27.329192546583858,True,-0.2041,0.53,2,2,2,100.0,18.895455922199744,19.867549668874158,10.512820512820513,4.487179487179486,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-0.20%; 状态bottom_area; 底部已确认
