rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.1334257303415,83.2232538055111,300559,佳发教育,bottom_area,2022-07-06,9.45,2022-07-05,9.3,1.6129032258064364,4.193548387096761,29.65204236006051,False,0.1059,1.3587,2,2,2,100.0,25.164909464246165,29.09783989834816,6.387096774193564,1.6129032258064364,历史2/2次成功; 当前距低点1.61%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
2,85.98512771274639,82.4825247261365,300731,科创新源,bottom_area,2022-07-06,22.72,2022-07-06,22.31,1.8377409233527573,3.7203047960555886,30.17214397496088,False,-0.9158,5.8943,2,2,2,100.0,46.41168834075698,53.7536092396535,6.162259076647243,1.8377409233527573,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
3,85.984766693174,84.87936106075486,002339,积成电子,bottom_area,2022-07-06,5.59,2022-06-23,5.41,3.3271719038816956,7.208872458410346,31.863979848866503,True,0.3591,2.0876,2,2,2,100.0,45.88877957852225,82.94930875576038,4.672828096118304,3.3271719038816956,历史2/2次成功; 当前距低点3.33%; 最新日涨幅0.36%; 状态bottom_area; 底部已确认
4,83.2396068293333,79.51918812732818,603208,江山欧派,confirmed_rebound,2022-07-06,50.1,2022-07-06,49.3,1.6227180527383454,9.959432048681549,32.979880369766185,False,1.664,1.2319,2,2,2,100.0,15.58594240629895,20.717539863325737,6.377281947261655,1.6227180527383454,历史2/2次成功; 当前距低点1.62%; 最新日涨幅1.66%; 状态confirmed_rebound; 底部未确认
5,82.82111262093856,81.63513010130697,000037,深南电A,bottom_area,2022-07-06,8.26,2022-06-30,8.0,3.2499999999999973,7.499999999999996,29.140832595217002,True,-3.9535,5.8898,4,4,4,100.0,26.85553817906966,45.16765285996055,4.750000000000003,3.2499999999999973,历史4/4次成功; 当前距低点3.25%; 最新日涨幅-3.95%; 状态bottom_area; 底部已确认
6,82.2217988505481,79.19247626383243,002386,天原股份,bottom_area,2022-07-06,8.47,2022-07-06,8.3,2.048192771084336,6.987951807228916,30.717863105175287,False,-4.6171,5.3978,3,3,3,100.0,24.851375171530723,48.85290148448042,5.951807228915664,2.048192771084336,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
7,78.53913800096034,78.7155863888806,603069,海汽集团,bottom_area,2022-07-06,32.12,2022-07-06,30.85,4.11669367909237,5.510534846029159,32.61249453910004,False,0.6897,8.5803,3,3,3,100.0,14.955096651673086,21.284943599803825,3.8833063209076304,4.11669367909237,历史3/3次成功; 当前距低点4.12%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
8,75.90682441396848,71.53225822575685,002116,中国海诚,bottom_area,2022-07-06,8.83,2022-07-06,8.75,0.914285714285715,2.2857142857142776,32.117920868890614,False,-1.3408,1.5098,2,2,2,100.0,16.058223948001523,18.51179673321235,7.085714285714285,0.914285714285715,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
9,72.0182342636184,67.79636943943537,000761,本钢板材,bottom_area,2022-07-06,3.52,2022-07-06,3.49,0.8595988538681891,2.8653295128939726,27.89256198347107,False,-1.676,0.3759,1,1,1,100.0,11.969111969111971,11.969111969111971,7.140401146131811,0.8595988538681891,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
10,71.62537169361725,67.04851589103295,000635,英力特,bottom_area,2022-07-06,8.86,2022-07-06,8.81,0.5675368898978312,4.994324631101016,27.846027846027848,False,-4.1126,2.3453,1,1,1,100.0,14.583333333333329,14.583333333333329,7.432463110102169,0.5675368898978312,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
